id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,1.使用qq账号和支付宝账号授权登录，登录后会连续弹出两次”登录成功“提示。微博和微信无此问题,1.使用qq账号和支付宝账号授权登录，登录后会连续弹出两次”登录成功“提示。微博和微信无此问题,审核通过,10,2016-05-06 13:00:56
2,1 我→安全设置→出现我的银行卡界面→下方返回首页，页面无法加。,1 我→安全设置→出现我的银行卡界面→下方返回首页，页面无法加。,审核不通过,3,2016-05-06 13:02:39
3,2 我→更多→给我们评分：软件停止，退出后黑屏。,2 我→更多→给我们评分：软件停止，退出后黑屏。,审核通过,5,2016-05-06 13:02:57
4,3 活动→右上角大图“附近将映场次”→按距离按时间均无数据。,3 活动→右上角大图“附近将映场次”→按距离按时间均无数据。,审核不通过,8,2016-05-06 13:03:41
5,4 活动→左上角大图“预售”→详情页面左上角返回键点击无效。,4 活动→左上角大图“预售”→详情页面左上角返回键点击无效。,审核通过,7,2016-05-06 13:04:03
6,5 影院→右上方“商圈”→点击无效，无法选择。,5 影院→右上方“商圈”→点击无效，无法选择。,审核通过,15,2016-05-06 13:04:15
7,6 约影→右下角悬浮图标→附近的人→下拉至页末，软件停止且黑屏。,6 约影→右下角悬浮图标→附近的人→下拉至页末，软件停止且黑屏。,审核通过,8,2016-05-06 13:04:24
8,"1登陆点击右下角“我”
2点击更多
3点击使用“条款”,第十点免责声明的第7点，a,b,c,d,e,f,h中没有g，按顺序应该是a,b,c,d,e,f,g,h","1登陆点击右下角“我”
2点击更多
3点击使用“条款”,第十点免责声明的第7点，a,b,c,d,e,f,h中没有g，按顺序应该是a,b,c,d,e,f,g,h",审核通过,7,2016-05-06 13:04:43
9,"1登陆点击右下角“我”
2点击资料
3点击编辑
4设置昵称为一些字符，个别字符保存后显示其他字符，无法成功","1登陆点击右下角“我”
2点击资料
3点击编辑
4设置昵称为一些字符，个别字符保存后显示其他字符，无法成功",审核不通过,4,2016-05-06 13:05:20
10,"1登陆点击下方影院
2点击左上角设置城市
3在列表中a字母打头的城市中有两个阿拉善盟，重复","1登陆点击下方影院
2点击左上角设置城市
3在列表中a字母打头的城市中有两个阿拉善盟，重复",审核通过,7,2016-05-06 13:05:36
11,"1登陆点击左下角“电影”
2点击正在热映
3点击即将上映
4点击笔仙诡影
5点击左下角评论图标，输入评论内容，点击发布，提示“评论失败，请稍后重试”，无法评论","1登陆点击左下角“电影”
2点击正在热映
3点击即将上映
4点击笔仙诡影
5点击左下角评论图标，输入评论内容，点击发布，提示“评论失败，请稍后重试”，无法评论",审核通过,13,2016-05-06 13:05:52
12,"1登陆点击下方影院
2点击左上角设置城市为太原
3返回影院点击商圈，虽然右侧有字母选择，但实际无法点击单一字母","1登陆点击下方影院
2点击左上角设置城市为太原
3返回影院点击商圈，虽然右侧有字母选择，但实际无法点击单一字母",审核通过,7,2016-05-06 13:06:31
13,"1登陆点击下方影院
2点击左上角设置城市
3点击字母y，其中有焉耆县，并非城市","1登陆点击下方影院
2点击左上角设置城市
3点击字母y，其中有焉耆县，并非城市",审核不通过,7,2016-05-06 13:07:18
14,地理定位是甘肃白银的用户点击即将上映的影片 提示暂无数据，无法查看影片信息,"1，软件首页
2，点击 正在热映 圆形图标
3，点击即将上映
4，点击列表任意影片，提示暂无数据，无法查看影片信息",审核通过,8,2016-05-06 13:07:34
15,第一次打开软件弹出浦发信用卡30元观剧页面，显示异常,"1、安装好软件
2、打开软件
3、弹出浦发信用卡30元观剧页面，显示异常",审核通过,14,2016-05-06 13:07:49
16,使用qq 微博登陆时授权页面取消无任何提示,"1、打开软件
2、进入登录页面
3、使用微信登录，授权页面取消，弹出提示
4、使用qq 微博登陆，授权页面取消，无任何提示",审核通过,10,2016-05-06 13:08:16
17,我的头像下面的性别有显示，但旁边还有保密二字,我的头像下面的性别有显示，但旁边还有保密二字,审核不通过,15,2016-05-06 13:08:36
18,电影，滑动广告里面的乐享观影立减20这个广告，打开，链接跳转出现异常，甚至退出了app,电影，滑动广告里面的乐享观影立减20这个广告，打开，链接跳转出现异常，甚至退出了app,审核通过,14,2016-05-06 13:08:51
19,报名弹出框中输入内容后提交，提交失败，提示：系统繁忙,"1、打开软件
2、点击进入约影
3、点击一个进入详情
4、点击报名，输入内容后提交
5、提示：系统繁忙",审核通过,13,2016-05-06 13:09:01
20,使用不正规手机号也能发送验证码！,点击手机注册，输入非正规手机号，也能发送验证码！手机型号魅蓝2 。,审核不通过,1,2016-05-06 13:09:48
21,影院中搜索框输入表情搜索无任何提示,"1、打开软件
2、点击进入影院
3、搜索框中输入表情，点击搜索
4、无任何提示",审核通过,13,2016-05-06 13:10:02
22,修改昵称后，title中昵称不更新显示,"1、打开软件，登录成功 
2、点击资料，点击编辑 
3、修改昵称，保存成功后，查看title中昵称显示，不更新",审核通过,4,2016-05-06 13:10:14
23,网络正常时，人脸墙详情中，点击say hi，提示：网络不给力，请稍后重试,"1、打开软件
2、点击进入约影
3、切换到人脸墙
4、点击一个进入详情，点击say hi
5、提示：网络不给力，请稍后重试",审核不通过,13,2016-05-06 13:10:38
24,账户积分里面，如何正确积分和常见问题两个链接打开出现的内容一致,账户积分里面，如何正确积分和常见问题两个链接打开出现的内容一致,审核不通过,14,2016-05-06 13:11:07
25,昵称输入表情返回后显示为？？？,"1、打开软件，登录成功
2、点击资料，点击编辑
3、昵称输入表情，保存后返回显示为？？？",审核通过,4,2016-05-06 13:11:17
26,第三方账号不能正常登录！,在登录界面点击微信，显示不出来登陆界面，手机型号魅蓝2 。,审核不通过,0,2016-05-06 13:11:38
27,第三方账号不能正常登录！,在登录界面点击支付宝，显示不出来登陆界面，手机型号魅蓝2 。,审核不通过,0,2016-05-06 13:12:05
28,第三方账号不能正常登录！,在登录界面点击微博，显示不出来登陆界面，手机型号魅蓝2 。,审核不通过,0,2016-05-06 13:12:18
29,第三方账号不能正常登录！,在登录界面点击qq，显示不出来登陆界面，手机型号魅蓝2 。,审核不通过,0,2016-05-06 13:12:25
30,影院定位位置不正确！,点击一个电影院，定位其位置，地图上显示的不是它所在的位置！手机型号魅蓝2 。,审核通过,12,2016-05-06 13:12:50
31,手机注册页面中，密码输入表情注册，提示错误,"1、打开软件
2、进入登陆页面
3、点击手机快速注册
4、手机号、验证码输入正确
5、密码中输入表情，点击注册
6、提示：校验失败",审核通过,13,2016-05-06 13:13:06
