id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,拖动进度条很久无反应，出现卡死现象！网络无问题,拖动进度条很久无反应，出现卡死现象！网络无问题。酷派9150，安卓4.1。wifi50m宽带,审核不通过,29,2016-01-04 13:59:26
2,进入软件，点击首页两个视频，均显示加载失败啦，尝试刷新或播放音频吧~刷新了很多次，一直播放不了。,进入软件，点击首页两个视频，均显示加载失败啦，尝试刷新或播放音频吧~刷新了很多次，一直播放不了。,审核不通过,19,2016-01-04 14:02:13
3,进入软件，点击首页两个视频，均显示加载失败啦，尝试刷新或播放音频吧~刷新了很多次，一直播放不了。,进入软件，点击首页两个视频，均显示加载失败啦，尝试刷新或播放音频吧~刷新了很多次，一直播放不了。,审核不通过,19,2016-01-04 14:02:17
4,打开视频时 出现白屏。闪退回首页 手机型号 vivo x5l,打开视频时 出现白屏。闪退回首页 手机型号 vivo x5l,审核不通过,3,2016-01-04 14:05:27
5,打开视频时 出现白屏。闪退回首页 手机型号 vivo x5l,打开视频时 出现白屏。闪退回首页 手机型号 vivo x5l,审核不通过,3,2016-01-04 14:05:52
6,播放点播视频的情况下，点击手机home键回到桌面，然后再打开app，不能继续播放视频，而是重新打开app。,"打开app,随意点击首页的某个视频播放（或者全屏播放），点击home回到桌面，然后再次打开app",审核通过,16,2016-01-05 17:03:15
7,网络很好，却无法顺利播放视屏,网络很好，却无法顺利播放视屏，直播视屏每次播放约3秒后跳出，播放失败，点播视频一直没有正常播放视屏,审核通过,32,2016-01-05 17:18:09
8,无法播放视屏，并跳出无响应的界面，只能关闭软件重新进入,无法播放视屏，并跳出无响应的界面，只能关闭软件重新进入，此时手机网络良好,审核通过,32,2016-01-05 17:19:30
9,点击下载视屏之后，没有下载进程显示，无法下载视屏,点击下载视屏之后，没有下载进程显示，无法下载视屏，此时手机网络良好,审核不通过,32,2016-01-05 17:20:12
10,软件无法记录播放历史,该测试版软件无法记录直播视频的播放记录，其他视频播放记录正常具体信息看截图,审核不通过,32,2016-01-05 17:20:36
11,点击视频上类似耳机的图标出现bug,点击视频上类似耳机的图标出现bug，出现无法加载的提示,审核通过,12,2016-01-05 17:20:50
12,所有的视频播放都只有声音，没有视频播放,所有的视频播放都只有声音，没有视频播放，不能准确测试视频效果,审核不通过,28,2016-01-05 17:30:58
13,视频中的 正在直播：广东卫视2016跨年晚会  老是加载失败,打开app 点击视频中的 正在直播：广东卫视2016跨年晚会  老是加载失败 刷新完播放一点就又没了 但声音却在继续播放,审核通过,30,2016-01-05 17:31:55
14,在播放视频中点击播放器上面那个有点像耳机图标也就是分享键边上的那个图标 切换到直播 会加载失败,打开app 点击首页下面的视频 切换到全屏 点击播放器上面那个有点像耳机图标也就是分享键边上的那个图标 切换到直播 会加载失败 需要刷新才能播放,审核通过,12,2016-01-05 17:32:43
15,拖动进度条很久无反应，出现卡死现象！网络无问题,拖动进度条很久无反应，出现卡死现象！网络无问题。酷派9150，安卓4.1。wifi50m宽带,审核通过,29,2016-01-05 17:33:38
16,"直播类视频非全屏状态下,手势无效","进入app,选直播,打开某一视频,非全屏状态下,在视频上上下划动,无法调节亮度和声音",审核通过,20,2016-01-05 17:35:24
17,"点播类视频拖动后突然声音很响,有破音","打开点播类视频,拖动后突然声音很响,切换到只有音频播放时,则完全正常",审核通过,6,2016-01-05 17:35:36
18,有时视频播放正常但无法缓存,"打开某些视频可以正常播放,但点击缓存时提示""视频资源错误""",审核通过,14,2016-01-05 17:35:47
19,"播放视频时切换到音频模式,有时会出错退出","在播放点播类视频时,切换到音频模式,有时会停止运行退出",审核通过,23,2016-01-05 17:35:56
20,拖动进度条时跳秒问题,拖动进度条进行调节，不论向前或向后，例如拖动到0分50秒，则会向后跳到53秒或55秒等才开始播放，手势调节则无问题，红米note，miui7,审核通过,29,2016-01-05 17:36:10
21,点播类视频分享微信失败,点播类视频点击分享到微信，自动调用微信后退回点播类视频界面，无法正常分享，红米note，miui7,审核通过,15,2016-01-05 17:36:35
22,点播类视频分享朋友圈失败,点播类视频点击分享到朋友圈，自动调用微信后退回点播类视频界面，无法正常分享，红米note，miui7,审核不通过,22,2016-01-05 17:37:23
23,直播类节目小屏幕播放时无法使用手势操作,直播类节目小屏幕播放时无法使用手势操作，如声音和亮度，但在点播类可以进行操作,审核通过,9,2016-01-05 17:37:29
