id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,无法注册登录，更无法完成测试。,输入正确的手机号进行注册，却显示一直在“处理中”，返回再试一次，还是如此，无法注册。,审核通过,18,2015-12-24 23:42:28
2,在注册页面点击“忘记密码”，之后在找回页面提交手机号发送验证码进行找回，一直显示“请稍后”。,在注册页面点击“忘记密码”，之后在找回页面提交手机号发送验证码进行找回，一直显示“请稍后”。,审核通过,14,2015-12-24 23:42:46
3,手机注册成功，也换了头像，输入了密码，但是没有登录成功。,手机注册成功，也换了头像，输入了密码，但是没有登录成功。点击授权并登录，显示“登录失败****”,审核通过,26,2015-12-25 18:59:57
4,注册不成功，无法测试后面的内容,注册不成功，无法测试后面的内容，点击下一步无反应闪退,审核不通过,27,2015-12-27 19:10:25
5,注册接收不到短信验证码,机型：小米2s  在打开软件注册登录过程中，发现网络良好但是无法接收到短信验证码，经过换号测试也是同样的效果,审核通过,19,2015-12-27 19:10:35
6,无法完成注册，输入手机号码点击下一步收不到验证码,无法完成注册，输入手机号码点击下一步收不到验证码,审核通过,29,2015-12-27 19:10:46
7,无法注册，登陆，一直提示处理中,输入手机号注册点击下一步，一直提示处理中，无法完成注册，登陆。切换wifi和移动4g网都一样不能注册。,审核通过,18,2015-12-27 19:10:50
8,输入任意手机号和密码，点击【登陆】，app没有任何反应。,输入任意手机号和密码，点击【登陆】，app没有任何反应。,审核通过,9,2015-12-27 19:11:09
9,忘记密码页面，无论输入正确的还是错误的手机号，点击获取验证码，一直是请稍后。并且输入正确手机号后，也没有收到验证码,忘记密码页面，无论输入正确的还是错误的手机号，点击获取验证码，一直是请稍后。并且输入正确手机号后，也没有收到验证码,审核通过,14,2015-12-27 19:11:19
10,注册页面，输入正确后错误的手机号，点击下一步，一直是处理中。,注册页面，输入正确后错误的手机号，点击下一步，一直是处理中。,审核通过,21,2015-12-27 19:11:27
11,"一点击百度微任务
二点击移动项目测试
三 点击下载安装鸟人
四点击注册 
五填写手机号码，点击下一步
六一直在下一步转圈 无法继续进行测试","一点击百度微任务
二点击移动项目测试
三 点击下载安装鸟人
四点击注册 
五填写手机号码，点击下一步
六一直在下一步转圈 无法继续进行测试",审核通过,25,2015-12-27 19:11:33
12,点击注册输入手机号点击下一步会一直是处理中的状态,"1打开app
2成功进入注册页面——输入手机号——点击下一步",审核通过,30,2015-12-27 19:11:39
13,点击找回密码获取验证码时一直是请稍候的状态,"1打开app
2成功进入登录页面——找回密码——获取验证码",审核通过,14,2015-12-27 19:11:44
14,正常进入页面点击登录没有反应,"1打开app
2成功登录
3输入相关账户信息——点击确定",审核不通过,11,2015-12-27 19:11:54
15,软件无法注册 无法登陆,"本人手机魅蓝note1电信版 安卓版本4.4.4 网络环境50m电信光纤 网络畅通
安装软件后 打开软件 显示登录界面 因为没有账号 选择右下的“还没注册？”
进入注册界面  填写正确的手机号码 点击下一步 弹出黑色小长方形框 显示“处理中”
但是那个圆圈一直在那转 一直处于处理中 卡住了 无法进行下一步",审核通过,24,2015-12-27 19:12:03
16,无法注册。。。。。。。。。。。,注册时，点击下一步，一直显示在处理中，之后就返回注册页面，或者返回开始页面，尝试几分钟，信号满格，仍无法注册,审核通过,30,2015-12-27 19:12:14
17,填写注册手机号后，手机一直等待，不能注册,填写注册手机号后，手机一直等待，不能注册，经查网络无问题，手机型号vivo x5v,审核通过,27,2015-12-27 19:13:28
