id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,说点击头像进入个人中心显示发布说说点击发说说用户情况,说点击头像进入个人中心显示发布说说点击发说说用户情况,审核通过,19,2015-11-27 16:04:29
2,通app显示出错停止运行,要求进行操作没有登陆点击界面继续登陆显示登陆完善资料出现界面闪退出现app运行出错停止,审核通过,22,2015-11-27 20:37:36
3,软件安装划出菜单键闪退情况,手机安装软件选登陆软件定位并弹出门店列表4点击左上角使徒划出菜单键弹出门店列表提示选门店服务选择门店执行划出菜单键返回键软件闪退进入软件问题出现,审核通过,23,2015-11-27 20:50:15
4,打开app后闪退反复多次,号酷打开软件显示界面闪退,审核通过,18,2015-11-27 20:55:33
5,打开app进弹出宣传页到达进入appapp强关,打开app进弹出宣传页到达进入appapp强关,审核通过,23,2015-11-27 21:34:16
6,程序打开后出错停止退出,软件安装打开钟停止退出测试手机星s4wifi状态,审核通过,20,2015-11-27 21:44:58
7,下载打开app点击主页体验退出看截图,下载打开app点击主页体验退出看截图,审核通过,16,2015-11-27 21:47:17
8,打开程序程序停止运行,打开程序程序停止运行传bug截图剩下步骤操作,审核通过,20,2015-11-27 21:53:03
9,登录广场发布说说点击发表客户端奔溃,小米2swifi网络登录广场发布说说点击发表客户端奔溃,审核通过,14,2015-11-27 21:55:31
10,一点击任务二点击移动项目测试三点击下载安装打开页面跳转门店列表退出打开跳转到门店列表退出打开跳转到门店列表,一点击任务二点击移动项目测试三点击下载安装打开页面跳转门店列表退出打开跳转到门店列表退出打开跳转到门店列表,审核不通过,16,2015-11-27 22:02:06
11,进入注册登录选择门店按返回返回叫选择门店页面去选择门店进行操作玩时候出现闪退,进入注册登录选择门店按返回返回叫选择门店页面去选择门店进行操作玩时候出现闪退,审核通过,23,2015-11-27 22:05:58
12,程序出现欢迎画面退出,打开应用出现欢迎画面应用退出没有提示,审核通过,20,2015-11-27 22:08:32
13,打开app每停止,打开app每停止试,审核通过,9,2015-11-27 22:16:22
14,打开app打开关闭,打开app打开关闭试完成,审核通过,9,2015-11-27 22:36:19
15,查询火车票查询月火车票信息,打开软件打开火车票查询查询火车票选择月日期进行查询,审核不通过,8,2015-11-27 22:51:50
16,发布说说图片发表说说信息显示广场说说页面,菜单栏点击说说选项广场说说页面点击右上角发表按钮输入文件添加图片点击发表按钮返回到广场说说页面提示发表广场说说显示,审核不通过,14,2015-11-27 22:58:12
17,界面跳转至门店列表界面继续任务,界面跳转至门店列表界面继续任务,审核通过,16,2015-11-27 23:04:46
18,登陆界面用户账户输入框输入限制有问题,登陆界面用户账户输入框限制输入字母可输入字符,审核通过,22,2015-11-27 23:16:50
19,登录状态进入选择门店服务点击左上角返回键返回页面选择门店后app崩溃打开空白页面进入软件,登录状态进入选择门店服务点击左上角返回键返回页面选择门店后app崩溃打开空白页面进入软件,审核通过,23,2015-11-27 23:25:08
20,登录状态进入选择门店服务点击左上角返回键返回页面选择门店后app崩溃打开空白页面进入软件,登录状态进入选择门店服务点击左上角返回键返回页面选择门店后app崩溃打开空白页面进入软件,审核不通过,23,2015-11-27 23:25:21
21,主页点击左上角滑出菜单栏选择获取积分选项获取积分页面选择完善资料填写保存弹出提示闪退,主页点击左上角滑出菜单栏选择获取积分选项获取积分页面选择完善资料填写保存弹出提示闪退,审核通过,6,2015-11-27 23:56:31
22,微信登陆上,点击微信帐号登录确认添加手机号码点输入密码登不上,审核通过,22,2015-11-28 00:24:31
23,应用切换崩溃,应用切换程序崩溃出现程序停止提示重启程序,审核通过,20,2015-11-28 02:02:42
24,安装软件登录显示抱歉停止运行手机,安装软件登录显示抱歉停止运行手机,审核通过,13,2015-11-28 07:00:29
25,app下载打不开,任务要求点击打开显示白屏退到微任务界面手机桌面迪信通app点击打开,审核通过,16,2015-11-28 08:54:18
26,打开应用点击注册填写手机号码发送验证码收到验证码,打开应用点击注册填写手机号码发送验证码收到验证码注册,审核不通过,11,2015-11-28 09:23:51
27,点击获取积分提示登录登录点击获取积分提示登录,获取积分提示登录跳转登录界面注册登录过密码登录点击获取积分现象,审核不通过,11,2015-11-28 09:26:58
28,开启软件导致手机智能短信功能,开启软件导致手机智能短信功能提示短信停止运行被迫停止运行,审核不通过,13,2015-11-28 10:05:50
29,开启软件导致手机智能短信功能,开启软件导致手机智能短信功能提示短信停止运行被迫停止运行,审核不通过,13,2015-11-28 10:06:06
30,进首页跳门店列表,下载进入跳门店列表体验带来,审核通过,16,2015-11-28 10:21:10
31,出现停止运行提示发表尝试,提示步骤进行说说发表写好内容点击发表出现停止运行字样操作成功发表尝试时候出现停止运行提示,审核通过,20,2015-11-28 10:40:41
32,发表说说时候出现停止运行字样,程序操作发表说说时候尝试出现停止运行字样有成功发表后面尝试时候出现停止运行字样,审核不通过,20,2015-11-28 10:40:43
33,发表说说后退出时候提示程序抱歉程序出现退出,发表说说后退出时候提示程序抱歉程序出现退出,审核通过,20,2015-11-28 10:47:44
34,打开程序打开程序打开程序,打开程序打开程序打开程序打开程序打开程序打开程序,审核通过,20,2015-11-28 11:17:47
35,主页点击左上角滑出菜单栏选择获取积分选项获取积分页面选择分享弹出提示,主页点击左上角滑出菜单栏选择获取积分选项获取积分页面选择分享弹出提示,审核通过,6,2015-11-28 11:35:17
36,主页点击左上角滑出菜单栏选择获取积分选项获取积分页面选择完善资料保存操作会弹出提示,主页点击左上角滑出菜单栏选择获取积分选项获取积分页面选择完善资料保存操作会弹出提示,审核通过,6,2015-11-28 11:48:12
37,进入信息设置兴趣爱好点击感兴趣品牌保存返回里面看到选项,进入信息设置兴趣爱好点击感兴趣品牌保存返回里面看到选项,审核通过,10,2015-11-28 11:55:18
38,查看门店卡返回,查看门店卡返回希望更改,审核不通过,7,2015-11-28 11:57:04
39,手机开启gps网络位置信息定位切换页面页面打开定位望亲测,手机开启gps网络位置信息定位切换页面页面打开定位望亲测,审核通过,21,2015-11-28 12:02:55
40,获取积分分享分享qq好友返回分享微信弹出选择好友页面左上角返回app崩溃,获取积分分享分享qq好友返回分享微信弹出选择好友页面左上角返回app崩溃,审核通过,6,2015-11-28 12:32:51
41,发表显示广场说说,广场说说页面发表按钮输入信息图片发表显示发表成功返回广场说说页面显示发表说说,审核通过,14,2015-11-28 13:19:45
42,黑方块发表成功字样,进入小迪说说界点击进入发表界面填完点击发表页面退回广场打印错误toast,审核通过,14,2015-11-28 13:56:26
43,显示显示,显示显示显示,审核通过,19,2015-11-28 14:09:17
44,菜单栏点击说说选项没有显示退出进下面显示黑框提示信息有底色没有文字如图12望测试员打开看看,菜单栏点击说说选项没有显示退出进下面显示黑框提示信息有底色没有文字如图12望测试员打开看看,审核通过,19,2015-11-28 14:31:27
45,运行点击菜单返回键出现闪退,运行点击菜单返回键出现闪退进去,审核通过,18,2015-11-28 15:03:53
46,门店评论发表,步骤门店详页发表评论出现网络原因请求失败,审核通过,17,2015-11-28 15:05:11
47,软件安装完毕打开闪退,软件安装滑初始界面点击体验软件闪退,审核通过,18,2015-11-28 15:14:42
48,显示说说内容,显示说说内容点击发表提示发表成功广场说说主页为空移动版,审核通过,14,2015-11-28 16:05:22
49,进入操作死机,操作死机发表说说时候,审核通过,14,2015-11-28 16:06:37
50,进入门店详情页面活动评价没有内容时候提示,左侧滑出菜单栏查询选择门店进入详情页面查看活动评价显示结果显示内容切换显示无内容,审核通过,5,2015-11-28 16:22:50
51,启动app就报错重试测试,启动app就报错重试测试,审核不通过,4,2015-11-28 17:12:36
52,页面运行进去闪退,页面运行进去闪退安卓机小米3,审核不通过,18,2015-11-28 17:21:44
53,打开app时候闪退进行下面测试,打开app时候闪退进行下面测试小米手机3,审核通过,18,2015-11-28 18:21:43
54,打开app后出现迪信通页面变黑屏显示停止,打开app后出现迪信通页面停留变黑屏显示停止确定返回微任务端卸载重装问题出现机型为gti9508android版本43,审核不通过,3,2015-11-28 18:51:36
55,发表说说广场说说看到,发表小迪说说广场说说处看到显示,审核通过,14,2015-11-28 19:13:12
56,图片加载过慢加载失败,图片加载过慢加载失败华g750t01wifi,审核不通过,17,2015-11-28 20:33:46
57,感兴趣品牌设置界面没有变化,操作步骤设置感兴趣步骤打开资料设置感兴趣品牌没有变化确定设计设置没有必要,审核通过,10,2015-11-28 20:38:17
58,打开软件,点击打开软件闪退显示抱歉停止运行手机华为g716l070,审核通过,13,2015-11-28 21:07:24
59,app软件注册打开提示软件通测试,要求安装软件下app都提示网络链接继续测试,审核通过,12,2015-11-28 22:03:06
60,感兴趣品牌出现设置完成显示感兴趣品牌设置,感兴趣品牌出现设置完成显示感兴趣品牌设置点看到选择有对勾,审核通过,10,2015-11-28 22:09:38
61,发说说显示,广场说说没有内容发说说显示,审核通过,19,2015-11-28 23:05:47
62,进入广场说说显示空白,点击主页社区进去广场说说发表说说地方貌似有提示提示框内无文字点击菜单列表小迪说说广场说说关闭打开知道点社区进去空白掉,审核通过,14,2015-11-29 01:33:18
63,邮箱qq字段检测填写内容类型,邮箱qq字段填写汉字保存没有错误提醒,审核通过,2,2015-11-29 01:33:33
64,广场说说页面点击右上角发表按钮输入信息添加图片点击发表按钮程序停止运行,1用户登录首页点击左上角菜单键左侧滑菜单栏菜单栏点击说说选项广场说说页面点击右上角发表按钮输入信息添加图片点击发表按钮抱歉停止运行,审核通过,14,2015-11-29 08:58:46
65,完成注册过程验证码收到后app跳回登录界面,完成注册过程验证码收到后app跳回登录界面使用网通手机,审核通过,11,2015-11-29 09:01:56
66,评价发布删除评价入口,评价发布删除评价入口,审核不通过,7,2015-11-29 12:40:15
67,商城有问题体验极差,搜索回到商城搜索栏分类栏发生重叠,审核通过,21,2015-11-29 16:05:44
68,选择门店退出软件,511软件界面选择门店退出,审核通过,23,2015-11-29 18:29:11
69,话费充值失败点击充值没反应,左侧菜单栏获取积分点击充值输入手机号点击充值,审核通过,15,2015-11-29 20:02:46
70,提示说说发表成功发表说说信息显示广场说说页面,提示说说发表成功发表说说信息显示广场说说页面,审核通过,14,2015-11-29 20:17:01
71,进入门店详情页面活动没有内容进去提示点击评价回活动提示,进入门店详情页面活动没有内容进去提示点击评价回活动提示,审核通过,5,2015-11-29 20:34:41
72,软件打开,软件打开显示启动界面停止运行系统报停止,审核通过,13,2015-11-29 20:34:49
73,手机注册完成提示抱歉停止运行,手机注册完成提示抱歉停止运行方式打开软件发现问题软件登录上,审核通过,13,2015-11-29 21:36:49
74,下载应用点击打开提示停止运行进入测试,下载应用点击打开提示停止运行进入测试,审核不通过,12,2015-11-29 22:25:32
75,结束程序继续测试,安装打开主界面注册测试过程继续尝试关闭,审核通过,12,2015-11-29 22:31:27
76,发表成功广场说说看到,广场说说页面点击右上角发表按钮输入信息点击发表按钮提示发表成功返回广场说说刷新查看到说说手机型号k3note,审核通过,14,2015-11-30 00:12:31
77,定位系统定位机器有gps开启网络位置信息定位显示定位,定位系统定位机器有gps开启网络位置信息定位显示定位,审核通过,21,2015-11-30 03:35:12
78,门店详情页面取消关注,门店详情页面点击关注取消关注,审核通过,8,2015-11-30 10:00:48
79,点击应用提示停止运行进行测试,k30t444点击迪信通应用提示停止运行进行测试,审核通过,12,2015-11-30 10:16:52
80,门店关注取消关注,app主页点左上角菜单图标展开菜单选门店查询任选家门店点开页点击关注图标关注点击图标取消关注模块找到关注取消关注功能选项确定关注操作取消关注用户预测关注得到怎样功能服务手机环境小米2s联通机miuiv7开发版androidv5022g运行内存测试有内存可用光纤接入安装方安全类app未启用root,审核不通过,8,2015-11-30 10:37:23
81,邮箱进行性验证,app主页点左上角菜单图标展开菜单点获取积分选择完善资料将邮箱设置邮箱地址点保存按钮得到提示回到设置界面发现邮箱地址被保存,审核不通过,2,2015-11-30 10:37:24
82,邮箱进行性验证,app主页点左上角菜单图标展开菜单点获取积分选择完善资料将邮箱设置邮箱地址点保存按钮得到提示回到设置界面发现邮箱地址被保存,审核通过,2,2015-11-30 10:37:33
83,商城门店地区查询门店点电话按钮调用拨号界面,商城门店地区查询门店点电话按钮调用拨号界面,审核不通过,8,2015-11-30 11:02:52
84,小迪说说广场说说刷出来,小迪说说广场说说刷出来提示下面出现黑方块后消失,审核通过,3,2015-11-30 11:47:00
85,登录停止进入停止测试继续执行,注册停止进入程序停止崩溃继续执行用例测试,审核不通过,12,2015-11-30 13:51:50
86,保存资料里面查询关注手机品牌,保存资料里面查询关注手机品牌,审核通过,8,2015-11-30 14:17:02
87,性bug但有人去利用话把服务器弄成网络瘫痪输入用户名密码时候时候跳过本地空验证打包转成服务器验证用户密码没有问题话服务器拒绝账号包去产生有人想做成插件有错误包发送给服务器服务器被黑掉别人访问访问系统功能建议强化本地验证机制输入账号密码本地要求填写验证码阻断包提高服务器个人见解望采纳哈,性bug但有人去利用话把服务器弄成网络瘫痪输入用户名密码时候时候跳过本地空验证打包转成服务器验证用户密码没有问题话服务器拒绝账号包去产生有人想做成插件有错误包发送给服务器服务器被黑掉别人访问访问系统功能建议强化本地验证机制输入账号密码本地要求填写验证码阻断包提高服务器个人见解望采纳哈,审核不通过,22,2015-11-30 16:45:21
88,app打开闪退安装闪退,安装出现背景闪退安装出现迪信通logo页面闪退测试手机小米,审核通过,18,2015-11-30 17:01:54
89,微信登录手机收到验证码,微信登录输入手机号获取验证码收到验证码登录,审核不通过,11,2015-11-30 17:38:22
90,打开手机提示抱歉停止运行结束程序出现提示测试机型问系统小米系统开发版测试网路环境wifi,打开手机提示抱歉停止运行结束程序出现提示测试机型问系统小米系统开发版测试网路环境wifi,审核通过,12,2015-11-30 21:36:01
91,微任务任务无限做,点击微任务移动测试任务做完无限做,审核不通过,16,2015-11-30 21:53:19
92,打开软件看到界面显示程序停止运行,手机型号小米移动版版本开发版,审核通过,20,2015-11-30 23:38:22
93,注册登录选择门店软件闪退,使用手机号注册登录登录给出门店列表选择软件闪退,审核通过,23,2015-12-01 14:55:29
94,手机魅电信版打开app黑屏,微任务打开滑动到达体验按钮页点击钮然后黑屏,审核通过,9,2015-12-01 15:03:54
95,打开,安装完成打开app提示停止测试手机,审核不通过,0,2015-12-02 09:16:37
96,登录闪退提示停止工作,手机号注册登录软件闪退进入闪退试进去闪退手机,审核通过,18,2015-12-02 14:41:18
97,验证码错误注册页面跳转,输入手机验证码错误跳转到输入密码界面输入密码示验证码错误,审核不通过,11,2015-12-02 15:28:10
