id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,下载安装运行app下拉到最下面点关于无任何界面和提示跳出,下载安装运行app下拉到最下面点关于无任何界面和提示跳出,审核通过,5,2015-12-30 18:18:15
2,应用以及过期，无法完成测试任务。,应用已经过期，无法继续完成测试任务。应该是弃用了这一测试版本。,审核通过,12,2015-12-30 22:19:03
3,界面出现图片显示不全，字体被遮掩情况,界面出现图片显示不全，数次刷新仍不能完全显示，字体被遮掩的情况,审核通过,32,2015-12-30 22:27:45
4,分享界面的文字无法正常显示,点击打开软件，点击右上角功能键，点击分享，分享界面的文字无法正常显示,审核通过,24,2015-12-30 22:28:19
5,可否直接分享微信链接，二维码还要保存 扫码 失去分享到的乐趣,可否直接分享微信链接，二维码还要保存 扫码 失去分享到的乐趣 华为 4x wifi,审核不通过,11,2015-12-30 22:28:28
6,全屏播放器 可否丰富一下 可以调亮度 声音,全屏播放器 可否丰富一下 可以调亮度 声音  全屏播放器 可否丰富一下 可以调亮度 声音  华为 4x wifi,审核通过,27,2015-12-30 22:28:39
7,用户登录页面加载出错,"进入app,点击右上角人像，应用重新加载当前页面，而不出现用户登录页面。",审核通过,31,2015-12-30 22:29:09
8,首页点击微影星空，点击联系方式或机构简介，无任何任容显示,首页点击微影星空，点击联系方式或机构简介，无任何任容显示,审核不通过,30,2015-12-30 22:29:42
9,点击任意视频，显示详细界面，视频标题与播放二字重叠,点击任意视频，显示详细界面，视频标题与播放二字重叠,审核通过,26,2015-12-30 22:29:49
10,点击任意视频，点击影片信息，视频界面出现error loading player,点击任意视频，点击影片信息，视频界面出现error loading player,审核通过,28,2015-12-30 22:30:02
11,点击任意视频，点击视频下方分享按钮，无反应,点击任意视频，点击视频下方分享按钮，无反应..................,审核不通过,28,2015-12-30 22:30:23
12,点击任意视频，点击播放，不能正常播放,点击任意视频，点击播放，不能正常播放..........,审核不通过,26,2015-12-30 22:30:31
13,打开程序，不点击立即体验，也会自动进入程序,打开程序，不点击立即体验，也会自动进入程序..................,审核通过,30,2015-12-30 22:30:40
