id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,点击首页上面的新产品点击海外保险点击小图片进入不了,点击首页上面的新产品点击海外保险点击小图片进入不了这个可能没有加上链接的原因,审核通过,37,2016-02-27 13:13:56
2,资讯详情页图片无法加载只有图片文件名称,打开app点击发现点击新闻资讯选择资讯国内独立理财师缺口巨大独立理财市场前景巨大资讯详情页面的图片没有显示显示QQ截图20151028135141png的文件名称,审核通过,25,2016-02-27 13:19:31
3,首页上端的三个变换图片没有链接,首页上端的三个变换图片没有链接点击没有进入相应的广告页面或者板块,审核通过,31,2016-02-27 15:08:21
4,在产品板块的子栏目海外保险处存在没有链接的问题,在产品板块的子栏目海外保险处有四张图片点击都存在没有链接的问题点了没反应,审核通过,48,2016-02-27 15:08:21
5,在产品板块点击搜索成功后没有返回的功能,在产品板块点击搜索成功后没有返回的功能无论如何切换板块都没法取消搜索成功的结果返回产品板块的主页面例如搜索英国出现海外产品的一个产品但之后我想返回看产品板块的其他产品无法做到切换到其他板块在回来也不行,审核通过,52,2016-02-27 15:08:21
6,首页上部的搜索框输入内容后无法搜索,首页上部的搜索框输入内容后没有搜索按钮也没有自动显示相关内容无法完成搜索输入框输入产品名字比如国民信托百色广宇手机信息传奇A906,审核通过,24,2016-02-27 15:30:04
7,首页上部的滚动图片点击后没有任何反应,首页上部的滚动图片点击后没有任何反应无法查看相应图片的具体内容操作步骤首页上部的滚动图片点击任意一张手机信息传奇A906,审核通过,31,2016-02-27 15:30:04
8,登陆软件在首页上方搜索栏里输入搜索文字后没有开始搜索按键,登陆软件在首页上方搜索栏里输入搜索文字后没有开始搜索按键,审核通过,14,2016-02-27 15:37:15
9,登陆软件进入首页的海外保险点击任务广告图片都没有反应,登陆软件进入首页的海外保险点击任务广告图片都没有反应,审核通过,18,2016-02-27 15:37:15
10,登陆软件进入某个产品点击号后点击预览材料材料列表材料预览一直在转圈,登陆软件进入某个产品点击号后点击预览材料材料列表材料预览一直在转圈,审核通过,32,2016-02-27 15:37:15
11,流动广告点击没有反应,下载安装后打开点击首页上方的流动广告都没有反应,审核通过,18,2016-02-27 15:39:53
12,首页的搜索框输入内容后无法搜索,首页上部的搜索框输入内容后无法搜索没有搜索按钮也没有自动显示相关内容无法完成搜索测试方法首页输入框输入产品名字红米2AWIFI,审核通过,24,2016-02-27 15:53:08
13,首页上部的滚动图片点击后没有反应,首页上部的滚动图片点击后没有任何反应无法查看相应图片的具体内容测试方法首页上部的滚动图片点击任意一张红米2AWIFI,审核通过,31,2016-02-27 15:53:08
14,新用户注册验证码问题,新用户在注册的时候点获取验证码后同时收到两条验证码随便输入一条注册提示验证码错误,审核通过,15,2016-02-27 16:00:26
15,新用户注册界面邀请码问题,在新用户注册界面验证码收到两条经过反复测试把两条后面的一条天灾邀请码框中成功注册邀请码也成了收手机验证码的邀请码功能就没了意义,审核通过,30,2016-02-27 16:00:26
16,获取新密码失败问题,在注册成功后在获取新密码这里输入注册手机号后获取验证码也是收到两条验证码随便填一条提示错误获取新密码失败,审核通过,27,2016-02-27 16:00:26
17,关于意见反馈无法输入信息问题,在关于菜单中测试意见反馈是输入法无法弹出无法输入信息但是在软件主页首页收索框等地方都能正常弹出正常输入信息重启手机问题依旧,审核通过,29,2016-02-27 16:00:26
18,点下方产品栏目软件崩溃问题,点下方产品这栏软件直接弹出停止工作的对话框重启依旧,审核通过,44,2016-02-27 16:00:26
19,海外保险一栏的内容点击无响应,环境红米手机2MIUI76225wifi3g4g打开app点击底部产品点击顶部海外保险点击里面的内容无响应,审核通过,37,2016-02-27 16:06:20
20,个人中心上传头像过程中app停止运行而后返回个人中心无法上传个人头像,环境红米手机2MIUI76225wifi3g4g打开app个人中心点击空白头像进入账号信息点击头像选择图库上传个人头像app停止运行返回个人中心,审核通过,12,2016-02-27 16:06:20
21,单击任何一个理财产品加载时间过长甚至无法显示需点击一下屏幕才会显示详情,在首页单击任何一个理财产品加载时间过长甚至无法显示需点击一下屏幕才会显示详情,审核通过,34,2016-02-27 16:11:45
22,在重置密码界面上输入新密码上只有一个,在重置密码界面上输入新密码上只有一个建议添加个再次输入新密码功能以防用户错误输入密码,审核通过,47,2016-02-27 16:11:45
23,新用户注册时输入手机号后不停点击获取验证码后会有多个倒计时同时进行,首页左上角菜单立即登录新用户注册输入手机号后不停点击获取验证码会有多个倒计时同时进行华为4X安卓60WIFI网络,审核通过,27,2016-02-27 16:16:51
24,注册时输入错误的邀请码未提示,首页左上角菜单立即登录新用户注册输入错误的邀请码未提示华为4X安卓60WIFI网络,审核通过,49,2016-02-27 16:16:51
25,意见反馈中当文字输入到最后一行时与您还可以输入个字重叠,在个人中心关于意见反馈当文字输入到最后一行时与您还可以输入个字重叠,审核通过,29,2016-02-27 16:16:51
26,首页顶部图片轮播点击无反应没有详情链接,首页顶部图片轮播点击无反应没有详情链接,审核通过,31,2016-02-27 16:36:24
27,发现栏目内顶部新闻资讯信息披露文字下半部被遮挡,发现栏目内顶部新闻资讯信息披露文字下半部被遮挡,审核通过,19,2016-02-27 16:36:24
28,无法注册获取验证码后输入密码点击提交无反应,无法注册获取验证码后输入密码点击提交无反应,审核通过,27,2016-02-27 16:36:24
29,产品栏目内右上角搜索输入关键字后无法搜索,产品栏目内右上角搜索输入关键字后无法搜索,审核通过,24,2016-02-27 16:36:24
30,产品栏目内点击股权无内容一片空白,产品栏目内点击股权无内容一片空白,审核通过,39,2016-02-27 16:36:24
31,光大信托鼎鑫2号点击加号预览材料第二项材料显示为乱码,光大信托鼎鑫2号点击加号预览材料第二项材料显示为乱码,审核通过,32,2016-02-27 16:36:24
32,点击交易个人中心我的收藏无法进入一直提示很抱歉自由理财师已停止运行这个手机软件无法截屏用另外一个手机拍的照片但没法上传多次测试可以复现的,点击交易个人中心我的收藏无法进入一直提示很抱歉自由理财师已停止运行这个手机软件无法截屏用另外一个手机拍的照片但没法上传多次测试可以复现的,审核通过,12,2016-02-27 16:36:24
33,在注册过程中输入正确的信息无法注册,在注册过程中输入正确的信息无法注册点击注册按钮无任何反映随后在邀请码中随便输入123456提示注册成功,审核通过,30,2016-02-27 16:52:26
34,关于我们意见反馈输入意见时不能正确的弹出输入法界面,关于我们意见反馈输入意见时不能正确的弹出输入法界面无法正常输入意见,审核通过,29,2016-02-27 16:52:26
35,发现新闻资讯打开后图片不能正常显示,发现新闻资讯打开后图片不能正常显示尝试几个有图表的资讯均不能显示,审核通过,28,2016-02-27 16:52:26
36,查看光大信托鼎鑫2号预览材料时发现有乱码显示,查看光大信托鼎鑫2号预览材料时发现有乱码显示不能正常看到资料,审核通过,32,2016-02-27 16:52:26
37,新产品私募下的产品均无法打开,新产品私募下的产品均无法打开不能正常显示内容在尝试退出整个软件再进入后正常,审核通过,21,2016-02-27 16:52:26
38,存在新闻资讯下的所有新闻均不能正常打开的情况,存在新闻资讯下的所有新闻均不能正常打开的情况网络一切正常无法显示在尝试退出整个软件再进入后正常,审核通过,28,2016-02-27 16:52:26
39,新闻资讯中图片无法显示,首页新资讯新闻资讯点击进入任一具有图片的资讯图片无法显示,审核通过,28,2016-02-27 17:17:35
40,重置密码后帐号显示退出却能进入必须登录的选项,首页左上角设置重置密码输入原密码以及新密码并提交帐号已退出回到首页发现可以点击进入已预约等选项,审核通过,6,2016-02-27 17:17:36
41,重置密码后客户以及报单信息出错,首页左上角设置重置密码输入原密码以及新密码并提交帐号已退出回到首页发现可以点击进入已预约等选项点击已预约我的客户发现大量客户出现登录了帐号没有显示已报单出现报单而在登录帐号时没有显示,审核通过,6,2016-02-27 17:17:36
42,滑动广告点击无反应,首页点击上部滑动广告没有出现任何反应,审核通过,7,2016-02-27 17:17:36
