id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,一点击百度微任务二点击移动项目测试三点击衣批下载安装四点击打开注册手机号码发送验证码时间停留在60秒不再跳动五闪退六共检测三次三次均闪退,一点击百度微任务二点击移动项目测试三点击衣批下载安装四点击打开注册手机号码发送验证码时间停留在60秒不再跳动五闪退六共检测三次三次均闪退,审核通过,17,2015-12-18 20:16:22
2,我使用的是红米1S电信版在打开APP后选择城市为濮院后网页不能正常显示,我使用的是红米1S电信版在打开APP后选择城市为濮院后网页不能正常显示,审核通过,0,2015-12-18 21:05:54
3,我使用的是红米1S电信版在打开APP后选择城市为广州后网页部分内容不能正常显示,我使用的是红米1S电信版在打开APP后选择城市为广州后网页部分内容不能正常显示,审核通过,0,2015-12-18 21:05:55
4,我使用的是红米1S电信版在打开APP后点击厂家推荐进入网页随后点击推荐的店家网页跳转后提示错误,我使用的是红米1S电信版在打开APP后点击厂家推荐进入网页随后点击推荐的店家网页跳转后提示错误,审核通过,0,2015-12-18 21:05:56
5,选择浦沅页面大片空白,选择浦沅页面大片空白爆款推荐全是空的,审核通过,24,2015-12-18 21:23:21
6,从首页厂家推荐进入点进档口里面的款式不能进一步查看点击无效,从首页厂家推荐进入点进档口里面的款式不能进一步查看点击无效,审核通过,23,2015-12-18 21:23:21
7,店铺首页下方按键失效,进入任意店铺首页下方店铺首页全部宝贝今日新款三个按键任意点击无效红米NOTEMIUI7WIFI,审核通过,16,2015-12-18 21:28:27
8,店铺首页下方按键移动问题,进入任意店铺首页下方店铺首页全部宝贝今日新款三个按键按住后整个框可以上下移动版面设计有问题此项无法截图,审核通过,16,2015-12-18 21:28:27
9,店铺首页内商品点击无法进入详情页,APP首页点击任意商品可以进入商品详情页面但从厂家推荐进入店铺首页则点击无效此项无法截图,审核通过,21,2015-12-18 21:28:27
10,商品详情页面无法显示内容问题,首页任意无法显示图片的商品点击进去就是全部空白能显示图片的则正常,审核通过,21,2015-12-18 21:28:27
