id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,安装局领导app，界面显示环境检测，与app名称差距太远,安装局领导app，界面显示环境检测，与app名称差距太远,审核不通过,23,2016-01-07 10:56:19
2,局领导，驾驶舱。页面没有任何数据，切换昨日、当月、本年度三个页签下面数据都完全不发生变化,局领导，驾驶舱。页面没有任何数据，切换昨日、当月、本年度三个页签下面数据都完全不发生变化,审核通过,9,2016-01-07 10:56:47
3,地图定位错误，当前位置并不是在哈尔滨。我在浙江。,地图定位错误，当前位置并不是在哈尔滨。我在浙江。,审核通过,13,2016-01-07 10:57:22
4,多个功能点，点击之后没有反应。,在【驾驶舱】页面，点击“昨日”“当月”“本年度”均没有反应，在【达标率】【传输率】中点击“昨日”“当月”“本年度”也没有变化。,审核通过,4,2016-01-07 10:57:42
5,当月、本年度、当月按钮点击无效。,在“驾驶舱”“达标率”“传输率”等页面点击昨日、当月、本年度等按钮，没有反应，数据没有任何变化。,审核通过,4,2016-01-07 11:04:40
6,"数据不准确,取数可能有问题","进入app,进入驾驶舱或达标率或传输率,每次点击""昨日"",显示出来的数据都不一样",审核通过,17,2016-01-07 17:44:01
7,在驾驶舱界面，点击本年度按钮出现一些数据后，再次点击本年度界面刷新，出现的数据与上一次的数据差别很大,在驾驶舱界面，点击本年度按钮出现一些数据后，再次点击本年度界面刷新，出现的数据与上一次的数据差别很大,审核通过,22,2016-01-07 17:44:26
8,达标率界面，选择界面的昨日按钮，界面下方出现相应的排行，再次点击昨日按钮后，界面下方的数据又重新刷新，且与第一次的数据差别很大,达标率界面，选择界面的昨日按钮，界面下方出现相应的排行，再次点击昨日按钮后，界面下方的数据又重新刷新，且与第一次的数据差别很大,审核不通过,22,2016-01-07 17:44:46
9,在app各个界面，按返回按钮，直接退出app，没有进一步的提示，以免误退,在app各个界面，按返回按钮，直接退出app，没有进一步的提示，以免误退,审核通过,14,2016-01-07 17:44:54
10,app没有注册、登录、退出登录的界面，也没有相应的启动，说明界面，不好理解，其真正要表达的意思,app没有注册、登录、退出登录的界面，也没有相应的启动，说明界面，不好理解，其真正要表达的意思,审核不通过,22,2016-01-07 17:45:06
11,局领导，达标率。显示的地图太小，5.5存的手机屏幕只是显示在上半部分，下面大片的空白,局领导，达标率。显示的地图太小，5.5存的手机屏幕只是显示在上半部分，下面大片的空白,审核通过,1,2016-01-07 17:45:31
12,局领导，达标率。切换昨日、当月、本年度三个页签，下面地图没有发生任何变化，地图只是显示了一个地图，没有其他任何信息,局领导，达标率。切换昨日、当月、本年度三个页签，下面地图没有发生任何变化，地图只是显示了一个地图，没有其他任何信息,审核通过,9,2016-01-07 17:45:42
13,局领导，传输率。从达标率切换到传输率，存在同样的问题，地图只是显示在屏幕的上半部分,局领导，传输率。从达标率切换到传输率，存在同样的问题，地图只是显示在屏幕的上半部分,审核不通过,2,2016-01-07 17:45:54
14,局领导，传输率。传输率的昨日、当月、本年度三个页签的切换也没有任何反应，下面的地图只是显示一副地图，没有其他任何信息,局领导，传输率。传输率的昨日、当月、本年度三个页签的切换也没有任何反应，下面的地图只是显示一副地图，没有其他任何信息,审核不通过,4,2016-01-07 17:46:48
15,安装后有出错提示，进去后无法尝试手机所在城市，显示地址错误,安装后有出错提示，进去后无法尝试手机所在城市，显示地址错误,审核不通过,12,2016-01-07 17:47:20
16,屏幕适配有问题，首页填不满,"1.打开应用； 
2.首页（驾驶舱）界面不兼容，没有铺满，底部有灰色空白",审核不通过,22,2016-01-07 17:47:40
17,告警数据那一栏，如果点各种告警，能显示对应的清单就好了。,告警数据那一栏，如果点各种告警，能显示对应的清单就好了,审核通过,17,2016-01-07 17:47:51
18,局领导，驾驶舱。页面没有任何数据，切换昨日、当月、本年度三个页签下面数据都完全不发生变化,局领导，驾驶舱。页面没有任何数据，切换昨日、当月、本年度三个页签下面数据都完全不发生变化,审核不通过,9,2016-01-07 17:47:59
19,局领导，达标率。显示的地图太小，5.5存的手机屏幕只是显示在上半部分，下面大片的空白,局领导，达标率。显示的地图太小，5.5存的手机屏幕只是显示在上半部分，下面大片的空白,审核不通过,1,2016-01-07 17:48:09
20,局领导，达标率。显示的地图太小，5.5存的手机屏幕只是显示在上半部分，下面大片的空白,局领导，达标率。显示的地图太小，5.5存的手机屏幕只是显示在上半部分，下面大片的空白,审核不通过,1,2016-01-07 17:48:13
21,局领导，传输率。从达标率切换到传输率，存在同样的问题，地图只是显示在屏幕的上半部分,局领导，传输率。从达标率切换到传输率，存在同样的问题，地图只是显示在屏幕的上半部分,审核不通过,2,2016-01-07 17:48:17
22,局领导，传输率。传输率的昨日、当月、本年度三个页签的切换也没有任何反应，下面的地图只是显示一副地图，没有其他任何信息,局领导，传输率。传输率的昨日、当月、本年度三个页签的切换也没有任何反应，下面的地图只是显示一副地图，没有其他任何信息,审核不通过,4,2016-01-07 17:48:21
23,局领导，传输率。传输率的昨日、当月、本年度三个页签的切换也没有任何反应，下面的地图只是显示一副地图，没有其他任何信息。,局领导，传输率。传输率的昨日、当月、本年度三个页签的切换也没有任何反应，下面的地图只是显示一副地图，没有其他任何信息。,审核不通过,4,2016-01-07 17:51:55
