id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,宠物圈点开后，出现白板现象,从首页点击宠物圈进入，开始屏幕晃动，时间稍长就会出现白板现象，无法正常打开,审核通过,25,2016-04-17 12:25:18
2,安装芈糕后，启动后出现登录页，输入用户名和密码登录，显示用户名不存在，无法后续测试,安装芈糕后，启动后出现登录页，输入用户名和密码登录，显示用户名不存在，无法后续测试,审核通过,19,2016-04-17 12:29:47
3,各菜单点击后跳转的速度比较慢,各菜单点击后跳转的速度比较慢，有些图片显示也慢，见截图。华为荣耀4，安卓5.02,审核通过,24,2016-04-17 12:29:59
4,按手机后退键不能退出应用程序,按手机后退键不能退出应用程序，没有任何反映，只能通过第三方任务管理器强行关闭。在刚进入软件开始界面 点返回键有反应，能显示退出程序的提示窗口。华为荣耀4，安卓5.02,审核通过,10,2016-04-17 12:30:10
5,添加宠物功能有误，添加完成后，点【完成】没有反应,"添加宠物功能有误，添加完成后，点【完成】没有反应，见截图
添加宠物功能有误，添加完成后，点【完成】没有反应，见截图
华为荣耀4x，安卓5.02",审核通过,18,2016-04-17 12:30:21
6,添加宠物功能，在选择生日时，向下滑很容易出发整个窗口下拉。见截图,添加宠物功能，在选择生日时，向下滑很容易出发整个窗口下拉。只能把手指按到年月日横排的中间才能向下拉日历。见截图。华为荣耀4x，安卓5.02,审核通过,21,2016-04-17 12:30:35
7,添加宠物功能有误，进一步测试发现新bug,添加宠物功能有误，前面那条提到，点击【完成】没有反应。实际上以及保存到数据库了，只是在前台没有显示。正好测试帐号有个以前建的宠物，修改那个宠物属性，然后确定。这时发现刚才添加的大量宠物全部显示出来。见截图。华为荣耀4x，安卓5.02,审核通过,18,2016-04-17 12:31:51
8,宠物头像默认全是小黄狗，无论建立的是猫还是狗。见截图,"宠物头像默认全是小黄狗，无论建立的是猫还是狗。见截图
宠物头像默认全是小黄狗，无论建立的是猫还是狗。见截图
华为荣耀4x，安卓5.02",审核通过,21,2016-04-17 12:32:07
9,选择自己的一个宠物，修改属性问题很多,"选择自己的一个宠物，修改属性问题很多。
1、建立的宠物如果是猫或狗，那么修改属性无论选猫还是狗，最终保存后都还是和初始设置的一致。
2、如果不更改信息，直接保存。品种会保存为该物种的第一个品种，如猫会变为加拿大无毛猫，狗变为古代牧羊犬。
3、生日可以任意改，改成2017年都没事。
问题太多打回重做吧。见截图华为荣耀4x，安卓5.02",审核通过,21,2016-04-17 12:32:11
10,没有删除宠物的功能，见截图,只能添加宠物，找不到删除宠物的功能，见截图。华为荣耀4x，安卓5.02,审核通过,21,2016-04-17 12:32:16
