id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,进入程序输入账号密码正常，注销后退出直接无限显示很抱歉，程序出现异常，即将退出,进入程序输入账号密码正常，注销后退出直接无限显示很抱歉，程序出现异常，即将退出。不论手机清除后台运行软件，还是直接强行关闭都是显示很抱歉，程序出现异常，即将退出。而且在主界面还是会自动打开软件黑屏的显示很抱歉，程序出现异常，即将退出。直致将软件卸载！,审核通过,15,2016-04-28 13:00:22
2,进入程序输入账号密码正常，注销后退出直接无限显示很抱歉，程序出现异常，即将退出。,进入程序输入账号密码正常，注销后退出直接无限显示很抱歉，程序出现异常，即将退出。不论手机清除后台运行软件，还是直接强行关闭都是显示很抱歉，程序出现异常，即将退出。而且在主界面还是会自动打开软件黑屏的显示很抱歉，程序出现异常，即将退出。直致将软件卸载！卸载重装后依旧如此！,审核不通过,15,2016-04-28 13:00:33
3,点击发布页面最上方的添加图片，系统提示“很抱歉，程序出现异常，即将退出“，就返回到首页,点击发布页面最上方的添加图片，系统提示“很抱歉，程序出现异常，即将退出“，就返回到首页,审核不通过,27,2016-04-28 13:00:47
4,登陆页面没有第三方登录选项,登陆页面没有第三方登录选项  登陆页面没有第三方登录选项,审核通过,24,2016-04-28 13:00:57
5,没有发现第三方登录，尝试多次，多方面查找都没发现,1.退出该账户  2。进入登录画面，没发现有登录第三方按钮,审核通过,24,2016-04-28 13:01:06
6,注销账号时，然后点返回，提示很抱歉，程序出现异常。,注销账号时，然后点返回，提示很抱歉，程序出现异常。手机就卡死了。小米手机3,审核通过,15,2016-04-28 13:01:15
7,注销账号时，并没有提示有第三方登陆。,注销账号时，并没有提示有第三方登陆。小米手机3.,审核通过,12,2016-04-28 13:04:07
8,登录页面不显示第三方登录,手机型号：vivo x5sl 网络：wifi 操作步骤：打开app——进入登录页面——无第三方登录,审核不通过,24,2016-04-28 13:04:18
9,点击首页“暂时无法显示”的信息，提示程序异常,手机型号：vivo x5sl 网络：wifi 操作步骤：打开app——点击首页——点击首页“暂时无法显示”的信息，提示程序异常,审核通过,27,2016-04-28 13:04:25
10,用户信息内性别修改不成功,手机型号：vivo x5sl 网络：wifi 操作步骤：打开app——登录——点击我的——点击右上角设置——点击修改信息——点击修改性别，虽然提示修改成功，再次进入发现仍没有变。,审核通过,16,2016-04-28 13:04:31
