id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,不管是用手机号注册还是用微信登录，都会显示账号在其他设备登录，并退出。,不管是用手机号注册还是用微信登录，都会显示账号在其他设备登录，并退出。,审核通过,15,2015-12-23 11:52:00
2,启动软件后，一直显示加载中，无法进行后续操作，重新启动软件无效,启动软件后，一直显示加载中，无法进行后续操作，重新启动软件无效,审核通过,16,2015-12-23 20:57:48
3,首页-》活动，点时间，选择周末，会显示没有活动，实际上在全部活动中有一个12-20号的，是周末的活动,首页-》活动，点时间，选择周末，会显示没有活动，实际上在全部活动中有一个12-20号的，是周末的活动,审核不通过,3,2015-12-23 21:20:48
4,"如图,输入性bug,当我们输入手机号的时候,如果输入错误的话或者误点击+_*/这样的符号的话,建议限制一下,手机号只能输入数字.","如,图输入性bug,当我们输入手机号的时候,如果输入错误的话或者误点击+_*/这样的符号的话,建议限制一下,手机号只能输入数字.",审核不通过,21,2015-12-23 22:26:15
5,进入软件后大约五秒钟出现闪退，无法正常使用,进入软件后大约五秒钟出现闪退，无法正常使用,审核通过,14,2015-12-23 22:26:26
6,读取了本号码的归属地后，上面有关信息不是本地的信息优先，这点应改进,读取了本号码的归属地后，上面有关信息不是本地的信息优先，这点应改进,审核不通过,10,2015-12-23 22:27:12
7,在服务页面 把页面拉到最底部 选择最后的课程进入，点联系进入聚创小助手页面，回复信息，系统闪退 出现白屏，过好长时间才会加载出新页面 而且不是在聚创小助手页面。如截图所示。,"在服务页面 把页面拉到最底部 选择最后的课程进入，点联系进入聚创小助手页面，回复信息，系统闪退 出现白屏，过好长时间才会加载出新页面 而且不是在聚创小助手页面。如截图所示。
手机 红米2 系统安卓4.4.4",审核通过,23,2015-12-23 22:29:21
8,登录手机app时有闪退的现象,"1、使用手机为华为scl-tl00,使用的系统版本为android5.1.1
2、下载手机app后打开
3、app在打开的过程中未进入首页，便闪退。
4、尝试4-5次，出现4次闪退现象。",审核通过,14,2015-12-23 22:29:24
9,登录界面，点击微信登录，无反应，无任何提示（未安装微信情况下）,登录界面，点击微信登录，无反应，无任何提示（未安装微信情况下）,审核通过,15,2015-12-23 22:29:33
10,未登录评论文章，提示错误,"1.进入app，不登录
2.进入服务模块，点击中间滚动的广告
3.输入内容后，点击评论（提示uid:不能为空）",审核通过,19,2015-12-23 22:30:06
11,打开app，点服务按钮下方广播中的文章，进入文章详情页面，在下方评论输入框中写入评论，点评论提交，页面会提示uid不能为空,打开app，点服务按钮下方广播中的文章，进入文章详情页面，在下方评论输入框中写入评论，点评论提交，页面会提示uid不能为空,审核通过,19,2015-12-23 22:30:11
12,打开app-》下方的发现-》热门群组-》任意进入一个群组，如旅游，然后再群的列表中任意点一项，如“旅游行业交流”，在群组资料页面点群组二维码，在群组二维码页面中二维码图片不能正常显示,打开app-》下方的发现-》热门群组-》任意进入一个群组，如旅游，然后再群的列表中任意点一项，如“旅游行业交流”，在群组资料页面点群组二维码，在群组二维码页面中二维码图片不能正常显示,审核通过,9,2015-12-23 22:30:15
13,打开app-》下方的发现-》热门群组-》任意进入一个群组，如旅游，然后再群的列表中任意点一项，如“旅游行业交流”，在群组资料页面点群组二维码，在群组二维码页面中群组名称显示不全，看截图,打开app-》下方的发现-》热门群组-》任意进入一个群组，如旅游，然后再群的列表中任意点一项，如“旅游行业交流”，在群组资料页面点群组二维码，在群组二维码页面中群组名称显示不全，看截图,审核通过,9,2015-12-23 22:30:19
14,在测试过程中，出现了app闪退，有截图，在测试过程中，出现了app闪退，有截图,在测试过程中，出现了app闪退，有截图，在测试过程中，出现了app闪退，有截图,审核通过,14,2015-12-23 22:30:31
15,打开app，点个人，在登陆页面不做操作，点手机自带返回键，app就退出了，应该是要返回主页才对,打开app，点个人，在登陆页面不做操作，点手机自带返回键，app就退出了，应该是要返回主页才对,审核通过,20,2015-12-23 22:30:35
16,首页，空间，选择按照标签“资本背景”筛选，筛选结果中会出现一个不符合条件的,首页，空间，选择按照标签“资本背景”筛选，筛选结果中会出现一个不符合条件的,审核通过,22,2015-12-23 22:30:43
17,首页，空间，点地区标签，在筛选列表中第一行有两个全部,首页，空间，点地区标签，在筛选列表中第一行有两个全部,审核通过,22,2015-12-23 22:30:57
18,首页-》融资，在创业项目页面中，点全部，下方列表中的项目是根据时间有旧到新排序的，头几项都是2个多月前的了，这个不符合用户习惯，应该从新到旧,首页-》融资，在创业项目页面中，点全部，下方列表中的项目是根据时间有旧到新排序的，头几项都是2个多月前的了，这个不符合用户习惯，应该从新到旧,审核通过,12,2015-12-23 22:31:02
19,应用安装成功，打开应用，点击消息一项，点击聚创小助手，发送信息失败,应用安装成功，打开应用，点击消息一项，点击聚创小助手，发送信息失败,审核通过,23,2015-12-23 22:31:08
20,打开应用，点击社区，选择发布话题，填写内容，选择图片和分类，提交后，提示请求失败。,打开应用，点击社区，选择发布话题，填写内容，选择图片和分类，提交后，提示请求失败。,审核通过,7,2015-12-23 22:31:12
21,人才招聘里面无法删除评论,发现--人才招聘--随便点击一个进去---评论，评论后希望删除，没有删除按钮，无法删除评论,审核通过,19,2015-12-23 22:31:23
22,话题里面无法取消点赞,话题里面点赞后，希望取消点赞，无法取消哦。。。。。。。,审核通过,0,2015-12-23 22:38:35
23,"多数商品并没有折扣,但还是会显示一个带删除线的原价,并且还有带删除线的原价比当前价格还低的情况","1.打开app,转到""服务""标签
2.下拉到""销量top10"",依次点开每个商品链接看""服务详情""
其中多数橙色字体的价格与下面的带删除线的价格完全一致,那这里的删除线效果就完全没有意义.并且在测试中还发现服务""北京地区0元注册公司橙色报价为1000,而删除线报价则是0.01,就是说不但没打折扣,反而价格翻了十万倍,即使是测试数据,这种明显不合理的情况也是不应该发生的,这说明对数据源进行处理时没有经过严格的过滤.
(见截图,两张)

手机环境:小米2s联通非定制机, miuiv7开发版, android_v5.0.2, 2g运行内存(测试时至少还有40%内存可用), 3g+wifi(10m或100m光纤接入), 未安装任何第三方安全类app, 未启用root ***** 可以不通过,给我个理由 *****",审核通过,17,2015-12-23 22:38:43
24,"未登录状态下,点""消息""会转向""登录""页,按手机的返回键并未回到之前页面,而是直接退出app了","1.打开app,保持未登录状态.
2.点屏幕下方的""消息"",转向""登录""页.
3.不想登录,按手机返回键,app没有回到上一页,而是无提示退出了.
4.再次启动app并点""消息""来到""登录""页,点标题栏左上角的""返回""图标,可以正常返回上一页面.确认返回键功能设置错误.
不提供截图,这个很容易复现.

手机环境:小米2s联通非定制机, miuiv7开发版, android_v5.0.2, 2g运行内存(测试时至少还有40%内存可用), 3g+wifi(10m或100m光纤接入), 未安装任何第三方安全类app, 未启用root ***** 可以不通过,给我个理由 *****",审核通过,20,2015-12-23 22:38:49
25,"创业项目的筛选功能无法重置,也无法修改筛选条件","1.打开app并登录.
2.点屏幕左下角""服务""
3.点""融资""图标,进入""创业项目""页面.
4.点""全部""标签,注意列表中会列出很多条.
5.点屏幕右上角""三点""图标,展开菜单,并点选""筛选"",进入""筛选""页面.
6.点选""天使轮"",""电子商务"",""社交网络"",""广告营销""四项(其实怎么组合都可以,只是为了配合截图),点右上角""确认"",返回""创业项目""页面.
7.注意现在列表应该只有很少数据(测试时只有三条).
8.再次点右上角""三点""图标并选""筛选"",进入筛选页
9.之前选择过的没有自动被选中,之后无论怎么组合筛选选项,确认后列表数据都不会发生变化,也就是说,筛选一次后无法进行条件变更,也无法重置筛选条件(在""筛选""页有一个""重置""按钮实际上是重置表单的,而非重置之前的筛选条件)
提供首次筛选时选择4项的截图一张,4项筛选结果页截图一张及再次进入筛选页选项没有默认选中截图一张.

手机环境:小米2s联通非定制机, miuiv7开发版, android_v5.0.2, 2g运行内存(测试时至少还有40%内存可用), 3g+wifi(10m或100m光纤接入), 未安装任何第三方安全类app, 未启用root ***** 可以不通过,给我个理由 *****",审核通过,22,2015-12-23 22:39:22
26,"扫条码功能无法对扫过的条码自动忽略,如果手机一直对着非聚创条码,手机会不停尝试扫码解码并提示","1.打开app并登录.
2.点屏幕左下角""服务""
3.点屏幕左上角""扫条码""图标,进入扫条码界面
4.扫描一个非聚创条码,并保持条码一直处于摄像头可识别区域内,app会不停的尝试扫码解码并提示.通常情况下,对于相同条码应该有一个时间阀值来控制,或是自动忽略与最近一次相同的条码.(没有哪种读卡器可以连续不断的刷卡的,想想你的饭卡如果这样刷,几秒可以刷空??)
动态过程无法通过截图体现,请自行按流程操作复现.

手机环境:小米2s联通非定制机, miuiv7开发版, android_v5.0.2, 2g运行内存(测试时至少还有40%内存可用), 3g+wifi(10m或100m光纤接入), 未安装任何第三方安全类app, 未启用root ***** 可以不通过,给我个理由 *****",审核通过,14,2015-12-23 22:39:34
