id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,审核通过,1,2015-02-12 19:53:05
2,第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,审核通过,1,2015-02-12 19:53:05
3,第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,审核通过,1,2015-02-12 19:53:05
4,第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,审核通过,1,2015-02-12 19:53:05
5,发送短信失败,短信发送失败无法发送成功,审核通过,14,2015-02-12 20:18:08
6,点击安全短信条目出现黑屏,按照操作说明点击安全短信条目出现黑屏,审核通过,11,2015-02-12 20:28:18
7,上一步就无法开启安全短信,点击安全短信条目出现黑屏停止运行,审核通过,3,2015-02-12 20:28:18
8,骚扰拦截设置里没有安全短信,骚扰拦截设置里没有安全短信一项但有个智能防诈骗,审核通过,8,2015-02-12 20:30:25
9,骚扰拦截设置里没有安全短信,骚扰拦截设置里没有安全短信但有个智能防诈骗,审核通过,8,2015-02-12 20:30:25
10,短信部分中文出现乱码,按照上述步骤进入安全短信后部分短信预览出现乱码点击进入短信后正常退回预览后仍为乱码,审核通过,15,2015-02-12 21:17:08
11,短信无法查看到无法继续进行,在设置中打开安全短信点击开始无法看到短信按提示打开权限设置还是无法打开,审核通过,16,2015-02-12 21:17:18
12,点击安全短信后无反应过一段时间提示百度手机卫士无反应要关闭吗长时间无响应,点击安全短信后进不去页面卡在那无响应除非关闭重新打开还是会无响应,审核通过,7,2015-02-12 21:17:38
13,双卡手机无法选择哪个卡发送,我的卡是双卡手机但是发送的时候不能选择哪个卡发送我的第一个卡是联通卡第二个卡是移动卡当我往10086发送短信的时候发送失败发10010可以发送望解决,审核通过,14,2015-02-12 21:47:10
14,MIUI中关于信任程序设定不准确,针对小米手机第一次开启短信设定时查看帮助描述安全中心授权管理应用权限管理应用管理不准确无法按照此步骤找到设定我信任该程序正确描述路径为应用百度手机卫士权限管理,审核通过,13,2015-02-12 21:50:03
15,点击开启之后并没有出现如图的短信发送界面,按步骤进入安全短信后点击点击开启并没有进入安全短信界面,审核通过,5,2015-02-12 21:58:53
16,发送短信不成功重新发送还是不成功,按步骤发送短信后出现不成功的符号重新试了两次还是没有发送成功,审核通过,14,2015-02-12 21:58:53
17,信息无法发送对方也无法接受,输入对方的手机号和底下的内容部分之后点击发送能弹出短信页面但是一直是出于正在发送的状态对方也一直都收不到信息图为从点击发送信息之后的两个时间点的状态一个是2145一个是2148请接收是我发送的内容其前面的小圆圈里有三个一直不停连续出现的省略号一直都是正在发送的状态,审核通过,10,2015-02-12 22:04:41
18,短信发送不成功发送了2遍还是不行,给10086发短信发送了两遍都没有发送成功,审核通过,14,2015-02-12 22:26:02
19,没有出现提示开启此功能就直接开启了,点击安全短信后就直接进入了我的短信页面没有提示是否开启,审核通过,5,2015-02-12 23:00:19
20,从欢迎页转入APP首页机器卡顿非常严重黑屏提示无响应后复活,正常打开APP出现欢迎页后就黑屏了手机没有任何反应此前从未有过类似现象,审核通过,11,2015-02-12 23:10:09
21,输入联系人电话号码和短信内容并点击发送按钮提示信息发送失败,输入联系号码10086短信内容101并点击发送按钮提示信息发送失败,审核通过,10,2015-02-12 23:47:58
22,信息发送失败发不出去,先点击添加新短信按钮然后输入信息发送然后发送失败,审核通过,10,2015-02-13 00:48:33
23,根本没有任务描述的选项,按照要求首先在微任务里下载最新的百度卫士按照步骤操作到第四步并没有安全短信条目微任务端提交截图为证,审核通过,13,2015-02-13 01:00:55
24,双卡手机发送短信失败,测试请使用双卡手机测试即可发现发送短信时安全卫士不知道使用哪张卡发送,审核通过,14,2015-02-13 02:05:34
25,手机卫士第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,手机卫士第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,审核通过,1,2015-02-13 04:05:49
26,手机卫士第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,手机卫士第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,审核通过,1,2015-02-13 04:05:49
27,手机卫士第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,手机卫士第一短信功能能开启但是开启安全短信必须替换掉手机系统自带的短信软件第二接收和发送功能我的手机开启了安全短信但是发出去的短信别人收不到希望以后会有好的改善,审核通过,1,2015-02-13 04:05:49
28,短信功能开启失败,权限已经给出短信无法加载出来试了很多次反复把权限弄来弄去都不行,审核通过,1,2015-02-13 06:59:48
29,短信无法显示,没办法呐就是显示不出来,审核通过,17,2015-02-13 06:59:48
30,操作界面后台HOME键切换退出后再次点击图标直接跳转到卫士首页,操作界面后台HOME键切换退出后再次点击图标直接跳转到卫士首页,审核通过,4,2015-02-13 08:27:04
31,安全短信界面手机切换至后台点击卫士图标会跳转到卫士的主页不是原来切换时的界面,安全短信界面手机切换至后台点击卫士图标会跳转到卫士的主页不是原来切换时的界面,审核通过,4,2015-02-13 08:27:04
32,输入运营商电话号码和短信内容并点击发送按钮显示发送失败,输入运营商电话号码和短信内容并点击发送按钮显示发送失败,审核通过,10,2015-02-13 08:52:08
33,点击骚扰安全设置后进入安全短信百度卫士黑屏并且停止运行,点击骚扰安全设置后进入安全短信百度卫士黑屏并且停止运行,审核通过,3,2015-02-13 08:58:45
34,新建信息后手机直接无响应而且信号都没了这个是个大bug,新建信息后手机直接无响应而且信号都没了这个是个大bug,审核通过,17,2015-02-13 08:58:45
35,发送短信显示发送失败,我给10086编辑发送短信显示发送失败,审核通过,10,2015-02-13 09:09:24
36,有好多短信在预览界面中无法显示里面的内容全是,有好多短信在预览界面中无法显示里面的内容全是提交的图片中有说明,审核通过,17,2015-02-13 09:16:58
37,安全短信的分类感觉这几个分类有一定的代表性但是实用性上,安全短信的分类感觉这几个分类有一定的代表性但是实用性上还需要继续费点功夫重新梳理一下,审核通过,2,2015-02-13 09:16:58
