id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,打开app 进入登录页面 显示微信登录与qq登录 文字错误 登录写成登陆,打开app 进入登录页面 显示微信登录与qq登录 文字错误 登录写成登陆,审核不通过,19,2016-01-05 12:39:23
2,打开app 进入登录页面 点击【快速登录】 输入正确手机号 不点击获取验证码 点击验证并登录  提示  请输入手机号,打开app 进入登录页面 点击【快速登录】 输入正确手机号 不点击获取验证码 点击验证并登录  提示  请输入手机号,审核不通过,17,2016-01-05 12:39:41
3,打开app 进入登录页面 点击微信登录 直接跳转到首页 无任何提示 手机没有装微信,打开app 进入登录页面 点击微信登录 直接跳转到首页 无任何提示 手机没有装微信,审核不通过,22,2016-01-05 12:39:45
4,打开app  点击登录 使用系统提供的帐号密码登录 提示密码错误 无法登录,打开app  点击登录 使用系统提供的帐号密码登录 提示密码错误 无法登录,审核不通过,5,2016-01-05 12:39:49
5,打开app  点击快速登录 使用手机验证码登录 登录后在设置个人信息页面 出现一个地址设置 设置好了以后 点击确定无法完成返回,打开app  点击快速登录 使用手机验证码登录 登录后在设置个人信息页面 出现一个地址设置 设置好了以后 点击确定无法完成返回,审核不通过,3,2016-01-05 12:39:53
6,打开app  点击快速登录 使用手机验证码登录 登录后在设置个人信息页面 在设置手机号码处 可以把号码设置为99999999999 明显错误 那里有这个号码,打开app  点击快速登录 使用手机验证码登录 登录后在设置个人信息页面 在设置手机号码处 可以把号码设置为99999999999 明显错误 那里有这个号码,审核不通过,3,2016-01-05 12:39:56
7,打开app 登录以后使用微博分享 在授权页面有出现其他非该页面的内容,打开app 登录以后使用微博分享 在授权页面有出现其他非该页面的内容,审核不通过,2,2016-01-05 12:39:59
8,打开app 登录以后使用微博分享 在授权页面不进行授权操作 直接返回提示 取消授权操作。这里不应该带句号,打开app 登录以后使用微博分享 在授权页面不进行授权操作 直接返回提示 取消授权操作。这里不应该带句号,审核不通过,2,2016-01-05 12:40:02
9,进入福利社 点击最上面的球鞋 点击加入购物车 提示选择颜色尺码 但是都没得选的,进入福利社 点击最上面的球鞋 点击加入购物车 提示选择颜色尺码 但是都没得选的,审核不通过,20,2016-01-05 12:40:05
10,购物车全选商品后，去掉商品前的勾选后，全选按钮应自动变为为勾选状态,购物车全选商品后，去掉商品前的勾选后，全选按钮应自动变为为勾选状态,审核不通过,16,2016-01-05 12:40:09
