id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,啊啊啊 垃圾软件啊 我注册选择性别男 年龄18 尼玛都是给我推荐30多的女性 还是离异的 匹配指数这么差 怎么做软件的 搞个毛啊,啊啊啊 垃圾软件啊 我注册选择性别男 年龄18 尼玛都是给我推荐30多的女性 还是离异的 匹配指数这么差 怎么做软件的 搞个毛啊,审核通过,17,2016-03-21 20:14:42
2,打开app 登录以后 点击任意一个女性的资料页面 出现的地址是北京 但是显示的距离是18km 发现多个这种情况 地址都是北京 但是距离都在50km内 尼玛不可能北京全部跑到广州来了吧 定位肯定有问题,打开app 登录以后 点击任意一个女性的资料页面 出现的地址是北京 但是显示的距离是18km 发现多个这种情况 地址都是北京 但是距离都在50km内 尼玛不可能北京全部跑到广州来了吧 定位肯定有问题,审核通过,17,2016-03-21 20:15:07
3,打开app 登录以后 在我的页面点击左上角的设置 进入用户设置页面 点击关于 在关于页面点击刷新符号 平均点击3次才有响应一次,打开app 登录以后 在我的页面点击左上角的设置 进入用户设置页面 点击关于 在关于页面点击刷新符号 平均点击3次才有响应一次,审核通过,18,2016-03-21 20:15:15
4,打开app 登录以后 在我的页面点击右上角编辑符号 进入子页面 点击加号添加图片以后无法进行删除,打开app 登录以后 在我的页面点击右上角编辑符号 进入子页面 点击加号添加图片以后无法进行删除,审核通过,14,2016-03-21 20:15:19
5,打开app 登录以后 在我的页面点击右上角编辑符号 进入子页面 编辑资料后 没有保存按钮,打开app 登录以后 在我的页面点击右上角编辑符号 进入子页面 编辑资料后 没有保存按钮,审核通过,13,2016-03-21 20:15:27
6,打开app 登录以后  点击寻找页面中 点击别人的信息 进入别人的个人中心后 点击别人的头像 无法放大查看,打开app 登录以后  点击寻找页面中 点击别人的信息 进入别人的个人中心后 点击别人的头像 无法放大查看,审核通过,22,2016-03-21 20:15:32
7,打开app 登录以后 点击约爱页面中点击右上角的爱心的图标 点击 一键打招呼 后 在我的信息页面里没有显示打招呼过的人,打开app 登录以后 点击约爱页面中点击右上角的爱心的图标 点击 一键打招呼 后 在我的信息页面里没有显示打招呼过的人,审核通过,1,2016-03-21 20:15:40
8,打开app 登录以后  点击进入聊天页面  找到给我发过消息的人 点击语音 提示需要权限 点击拒绝 然后app提示很抱歉 约爱已停止允许,打开app 登录以后  点击进入聊天页面  找到给我发过消息的人 点击语音 提示需要权限 点击拒绝 然后app提示很抱歉 约爱已停止允许,审核通过,23,2016-03-21 20:15:53
9,打开app 登录以后 点击会员充值 随便点一个进行购买 使用微信支付 点击进入微信支付页面以后 点击取消返回没有任何提示 比如说充值失败什么的,打开app 登录以后 点击会员充值 随便点一个进行购买 使用微信支付 点击进入微信支付页面以后 点击取消返回没有任何提示 比如说充值失败什么的,审核通过,24,2016-03-21 20:15:58
10,打开app 登录以后  在我的页面点击右上角编辑符号 进入子页面 编辑昵称 使用一些表情 输入以后直接返回 再次点击进入 发现未能保存 但是也没有报错提示,打开app 登录以后  在我的页面点击右上角编辑符号 进入子页面 编辑昵称 使用一些表情 输入以后直接返回 再次点击进入 发现未能保存 但是也没有报错提示,审核通过,13,2016-03-21 20:16:03
11,打开app 登录以后  在约爱广场看到的资料和点击以后看到的照片不一样,打开app 登录以后  在约爱广场看到的资料和点击以后看到的照片不一样,审核通过,5,2016-03-21 20:16:08
12,打开app 登录以后 点击别人的资料 点击举报页面 可以多次举报 应该有一个限制 这样万一用户私下矛盾了 岂不是可以1天24小时举报不断了 官方也不好处理啊 自找麻烦,打开app 登录以后 点击别人的资料 点击举报页面 可以多次举报 应该有一个限制 这样万一用户私下矛盾了 岂不是可以1天24小时举报不断了 官方也不好处理啊 自找麻烦,审核通过,3,2016-03-21 20:16:14
13,打开app 登录以后 点击我的页面左上角设置 点击退出帐号 然后自动回退到登录页面 我帐号注册都没有输入密码 但是这里居然自动有输入了密码 我万一想修改密码咋办啊 不知道原密码 怎么修改啊,打开app 登录以后 点击我的页面左上角设置 点击退出帐号 然后自动回退到登录页面 我帐号注册都没有输入密码 但是这里居然自动有输入了密码 我万一想修改密码咋办啊 不知道原密码 怎么修改啊,审核通过,19,2016-03-21 20:16:19
14,选择一键打招呼失败，返回至上一界面,约爱页面，点击左上方按键，选择“一键打招呼”，app直接返回到上一界面，无法进行此操作。,审核通过,24,2016-03-21 21:47:51
15,相册选取更换头像失败。,点击“我的”按钮，点击头像，相册选取，添加成功后返回我的页面，头像还是以前的头像，更换头像失败。,审核通过,11,2016-03-21 21:48:13
16,编辑资料中添加的图片无法删除。,我的--编辑资料，在头像下方添加图片，添加后图片无法删除。,审核通过,14,2016-03-21 21:49:05
17,打开软件后，在“我的”界面里，点击左上角的设置图标，进入用户设置里，点击第一个“关于”，进入后，右上角箭头点击后毫无反应。,打开软件后，在“我的”界面里，点击左上角的设置图标，进入用户设置里，点击第一个“关于”，进入后，右上角箭头点击后毫无反应。,审核通过,18,2016-03-21 21:50:21
18,选择拍照方式更换头像失败。,点击“我的”按钮，点击头像，拍照，添加成功后返回我的页面，头像还是以前的头像，更换头像失败。,审核通过,11,2016-03-21 23:05:08
19,个人资料里，输入微信账号可以胡乱输入中文，并可以保存。,点击进入软件，点击底端“我的”选项，点击右上角编辑按钮，滑动到最底端，点击微信图标，在输入框内输入中文文字。,审核通过,13,2016-03-22 20:44:56
20,注册时，上传头像问题，显示头像更新失败。,注册时，上传头像问题，显示头像更新失败。上传不成功问题。,审核通过,11,2016-03-22 20:46:00
