id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,定位北京首页无法显示可以一直往下拉出现喵多拉喵约会喵福利等但是知有标题没有内容其他页面正常显示,定位北京首页无法显示可以一直往下拉出现喵多拉喵约会喵福利等但是知有标题没有内容其他页面正常显示,审核通过,10,2015-12-08 20:28:35
2,打开后直接弹出无法播放此视频,打开后直接弹出无法播放此视频无法注册登陆酷派9150安卓44,审核通过,6,2015-12-08 20:54:55
3,安装成功后打开应用输入手机号前2次出现闪退,安装成功后打开应用输入手机号前2次出现闪退提示网络不给力检查一下吧第3次可以收到验证码可以进入应用,审核通过,11,2015-12-08 21:15:56
4,第三方登陆时无法用QQ登陆,第三方登陆时无法用QQ登陆提示无法获取权限可以用微信登陆,审核通过,1,2015-12-08 21:28:22
5,首页没有任何内容空白,首页没有任何内容空白地址换成北京上海依然是空白退出再打开还是空白,审核通过,10,2015-12-08 21:28:22
6,首页没有数据上滑切换到喵福利提示网络不给力检查一下吧wifi正常,打开app点击首页上滑切换喵哆啦喵约吧喵福利均未有数据切换到最后一项喵福利时提示网络不给力检查一下吧,审核通过,7,2015-12-08 21:37:14
7,使用第三方QQ授权登录不进去APP,打开APP后使用第三方QQ授权登录不进去APP显示登陆授权失败,审核通过,5,2015-12-08 21:43:33
8,输入邀请码之后点击赴约然后闪退,输入邀请码之后点击赴约然后闪退之后就再也进不去提示网络不给力然而我网络是很给力的,审核通过,11,2015-12-08 21:47:31
9,当使用第三方登录的时候登录不上,当使用第三方登录的时候登录不上无论是选择QQ登录还是微信登录都不行QQ登录显示登录授权失败反复测试5次测试环境wifi测试手机红米手机,审核通过,3,2015-12-08 21:48:18
10,登录失败无法正常登录,登录失败显示登录授权失败,审核通过,5,2015-12-08 21:54:39
11,使用qq授权登录提示登录授权失败无法进行登录,使用qq授权登录提示登录授权失败无法进行登录,审核通过,5,2015-12-08 21:56:52
12,点击猫多啦进入首页没有任何数据很多操作就进行不了,点击猫多啦进入首页没有任何数据很多操作就进行不了,审核通过,7,2015-12-08 21:56:52
13,点击喵相册上传照片后在点击照片进行删除删除后应用停止运行,点击喵相册上传照片后在点击照片进行删除删除后应用停止运行,审核通过,0,2015-12-08 21:56:52
14,点击喵相册删除已有的照片删除后退出应用再次进入照片还在,点击喵相册删除已有的照片删除后退出应用再次进入照片还在,审核通过,0,2015-12-08 21:56:52
15,主页下滑喵福利出现错误,主页下滑到喵福利出现网络错误提示实际网络没有问题,审核通过,2,2015-12-08 21:58:25
16,使用微信和QQ登陆都无法授权显示授权登陆失败,使用微信和QQ登陆都无法授权显示授权登陆失败,审核通过,5,2015-12-08 22:19:16
17,手机验证码直接登录提示登录失败缺少必备的参数测试环境为WiFi状态下测试机器为台电平板,手机验证码直接登录提示登录失败缺少必备的参数测试环境为WiFi状态下测试机器为台电平板,审核通过,13,2015-12-08 23:03:41
18,点击第三方QQ登录出现登录授权失败错误代码110406微信可以登录,点击第三方QQ登录出现授权失败两次,审核通过,5,2015-12-08 23:26:44
19,版本信息中更新动态显示undefined字样,1打开APP首页右拉出右侧抽屉2点设置进入设置界面3点版本信息进入界面后会看到undefined版本更新动态字样提供版本信息界面截图一张手机环境小米2S联通非定制机MIUIv7开发版Androidv5022G运行内存测试时至少还有40内存可用3GWIFI10M或100M光纤接入未安装任何第三方安全类APP未启用Root,审核通过,9,2015-12-08 23:30:19
20,黑名单功能不可用无法执行添加进黑名单操作,1打开app在首页右拉出右侧抽屉2点设置进入设置界面3点设置黑名单进入黑名单设置界面4点添加进黑名单无响应按手机菜单键无响应点按除了左上角返回图标外的任何区域无响应无法执行添加进黑名单操作提供黑名单设置页面截图一张手机环境小米2S联通非定制机MIUIv7开发版Androidv5022G运行内存测试时至少还有40内存可用3GWIFI10M或100M光纤接入未安装任何第三方安全类APP未启用Root,审核通过,9,2015-12-08 23:30:19
21,喵,1打开APP点右下角的喵转入该模块界面2点标签标签页并找到活动区域点其后面的加号图标3在屏幕下方弹出的标签备选列表为空见截图并且APP未提供其它可以手动输入或选择该标签的接口提供活动区域标签选择弹出层截图一张手机环境小米2S联通非定制机MIUIv7开发版Androidv5022G运行内存测试时至少还有40内存可用3GWIFI10M或100M光纤接入未安装任何第三方安全类APP未启用Root,审核通过,9,2015-12-08 23:30:19
22,某些特定操作会导致相册排列混乱,前提条件在喵的相册标签页下上传过1张以上的照片照片尺寸不同为宜1打开APP在首页点击右下角的喵图标进入模块界面2点相册标签页如没有上传过照片请先传两张此时照片大小与第一张照像机图标大小完全一致并由左向右排列3点标签或评价标签页只要当前标签页不是相册即可4点该页上方的用户头像弹出更换头像菜单点更换头像进入更换头像选择界面5任意使用拍照或是像册上传方式上传一张头像并确保成功完成6点相册标签页发现排版混乱多次,审核通过,9,2015-12-08 23:30:19
23,首页喵哆啦喵约吧喵福利三屏均刷不出任何内容来,1打开APP看到首屏没有显示任何内容2上拉到喵约吧屏还是没有内容显示3继续上拉到喵福利屏依然没有任何显示4多次完全退出APP重新打开无显示上下拉刷新无变化确保测试时网络连接正常稳定小编你敢说我网络问题T死你提供首页无内容截图一张手机环境小米2S联通非定制机MIUIv7开发版Androidv5022G运行内存测试时至少还有40内存可用3GWIFI10M或100M光纤接入未安装任何第三方安全类APP未启用Root,审核通过,10,2015-12-08 23:30:19
24,首先使用WiFi连接首页无法加载数据上拉刷新提示网络不给力检查一下吧但是哒人页面可以正常获取数据将网络切换为4g情况和wifi一样详情见截图,首先使用WiFi连接首页无法加载数据上拉刷新提示网络不给力检查一下吧但是哒人页面可以正常获取数据将网络切换为4g情况和wifi一样详情见截图手机红米2系统444网络wifi移动4G,审核通过,6,2015-12-08 23:36:49
25,首页正常网络环境下进去无数据时无任何提示信息,首页正常网络环境下进去无数据时无提示建议给出相应提示,审核通过,7,2015-12-09 00:13:15
26,首页打开没有内容无法更新,无论是在wifi还是4G网时首页没有内容出现刷新也没用,审核通过,10,2015-12-09 00:16:07
27,注册时的性别栏按钮无法显示选中的是哪个,无论是点左边的男性还是右边的女性图标的亮点根本就没变化都弄不清到底是不是选的女性,审核通过,2,2015-12-09 00:35:20
28,首页显示不正常无内容,下载安装APP进入首页首页显示不正常没有内容,审核通过,10,2015-12-09 08:40:33
29,稍微有点卡为什么我首页什么内容也没有,稍微有点卡红米手机安卓系统为什么我首页什么内容也没有建议推荐一下打开首页就是空的屏幕不友好,审核通过,10,2015-12-09 08:47:03
30,点击首页右侧列表中的设置中的退出退出后显示页面登陆窗口关闭软件后再次打开软件就直接使用上一个用户名登陆不能实际性的退出登陆,点击首页右侧列表中的设置中的退出退出后显示页面登陆窗口关闭软件后再次打开软件就直接使用上一个用户名登陆不能实际性的退出登陆,审核通过,8,2015-12-09 08:48:05
31,点击首页右侧列表中的设置中的清除本地缓存无任何反应无法点击和清除,点击首页右侧列表中的设置中的清除本地缓存无任何反应无法点击和清除,审核通过,8,2015-12-09 08:48:05
32,首页无内容提示网络不给力,登录后进入首页定位到上海喵哆啦无内容下拉到喵约吧无内容继续下拉到喵福利依旧无内容此时下方提示网络不给力检查一下吧,审核通过,10,2015-12-09 09:01:12
33,首页显示网络不给力下拉也刷新不出来东西,打开应用注册注册完进入首页下拉没显示内容弹出网页不给力但其他的页面都能刷新出来东西所以不是网络问题应该首页有bug,审核通过,10,2015-12-09 09:13:57
