id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,登录账号后，点击任意一篇文章评论，在文章中点击收藏并且评论，点击返回，在主界面向右滑动屏幕，进入个人中心界面，点击收藏，可以看到刚才的文章收藏成功，但是点击评论按钮查看“我的评论”，却看不到刚刚的评论。,登录账号后，点击任意一篇文章评论，在文章中点击收藏并且评论，点击返回，在主界面向右滑动屏幕，进入个人中心界面，点击收藏，可以看到刚才的文章收藏成功，但是点击评论按钮查看“我的评论”，却看不到刚刚的评论。,审核通过,15,2016-05-20 22:14:55
2,点击最上面最上面一栏我的头像，进入设置界面，选择字体大小，无论选择中、大、特大号字体，回到页面字体都没有发生变化！,点击最上面最上面一栏我的头像，进入设置界面，选择字体大小，无论选择中、大、特大号字体，回到页面字体都没有发生变化！,审核不通过,4,2016-05-20 22:15:45
3,点击最上面一栏我的头像，进去使用qq登录后，点击我的头像，拍照，然后当时能设置成功，但是退出来一看，刚刚保存的头像就没有了！,点击最上面一栏我的头像，进去使用qq登录后，点击我的头像，拍照，然后当时能设置成功，但是退出来一看，刚刚保存的头像就没有了！,审核通过,33,2016-05-20 22:16:05
4,点击app搜索一栏，进入搜索界面后点击下方语音搜索，虽然提示是否允许获取麦克风权限，但是点击允许获取，软件依然不能语音搜索！语音搜索按键点击不动！,点击app搜索一栏，进入搜索界面后点击下方语音搜索，虽然提示是否允许获取麦克风权限，但是点击允许获取，软件依然不能语音搜索！语音搜索按键点击不动！,审核通过,28,2016-05-20 22:16:10
5,app无法使用微博登录 显示授权失败、、、、、、,app无法使用微博登录 显示授权失败、、、、、、,审核通过,21,2016-05-20 22:16:36
6,app 在注册的时候电弧激活验证码 不会收到艳照门短信 直接就是1234 也不用验证手机号码了 很危险的,app 在注册的时候电弧激活验证码 不会收到艳照门短信 直接就是1234 也不用验证手机号码了 很危险的,审核通过,24,2016-05-20 22:16:39
7,app在忘记密码的时候 输入手机号码 点击获取验证码 直接就是显示一个1234出来就好了 可以不用自己的手机号码去试出来别人的帐号 在修改别人的密码 很危险,app在忘记密码的时候 输入手机号码 点击获取验证码 直接就是显示一个1234出来就好了 可以不用自己的手机号码去试出来别人的帐号 在修改别人的密码 很危险,审核通过,24,2016-05-20 22:16:42
8,在注册和找回密码的时候 密码依然可以设置为1位数 很不安全的,在注册和找回密码的时候 密码依然可以设置为1位数 很不安全的,审核通过,18,2016-05-20 22:16:45
9,登录后在app中修改密码 但是app没有对密码的位数做上限 我试了可以30多位 谁记得住啊,登录后在app中修改密码 但是app没有对密码的位数做上限 我试了可以30多位 谁记得住啊,审核通过,18,2016-05-20 22:16:49
10,在设置中的账号密码中无法绑定qq和微博 。。。。。,在设置中的账号密码中无法绑定qq和微博 。。。。。,审核通过,6,2016-05-20 22:16:52
11,在无图模式下修改了头像看不到 也不知道是看不到 还是保存不了,在无图模式下修改了头像看不到 也不知道是看不到 还是保存不了,审核通过,22,2016-05-20 22:16:54
12,点击头像 点击个人资料签名昵称年龄邮箱等均为对字符做限制。,点击头像 点击个人资料签名昵称年龄邮箱等均为对字符做限制。,审核通过,34,2016-05-20 22:16:58
13,修改头像 拍照后保存可以看到 但是返回在进入就看不到,修改头像 拍照后保存可以看到 但是返回在进入就看不到,审核通过,33,2016-05-20 22:17:01
14,由于未对签名字数做限制 签名遮挡头像严重、、、、、、、,由于未对签名字数做限制 签名遮挡头像严重、、、、、、、,审核通过,34,2016-05-20 22:17:05
15,查看任意文字进入评论发现评论内容可以同时踩和赞,查看任意文字进入评论发现评论内容可以同时踩和赞,审核通过,17,2016-05-20 22:17:08
16,无法对文章进行微博分享 提示出错、、、、、、,无法对文章进行微博分享 提示出错、、、、、、,审核通过,25,2016-05-20 22:17:11
17,在要闻中打开搜索框 随便输入什么搜索 都只有一个结果,在要闻中打开搜索框 随便输入什么搜索 都只有一个结果,审核通过,28,2016-05-20 22:17:14
18,软件不支持170号段手机号码注册 不行的。。。。。。,软件不支持170号段手机号码注册 不行的。。。。。。,审核通过,24,2016-05-20 22:17:18
19,对输入昵称 毕业文字不做限制 导致大面积重叠。。。。,对输入昵称 毕业文字不做限制 导致大面积重叠。。。。,审核通过,34,2016-05-20 22:17:21
20,邮箱也可以输入中文 并且不限制长短 还能保存啊成功,邮箱也可以输入中文 并且不限制长短 还能保存啊成功,审核通过,19,2016-05-20 22:17:24
21,没有对用户年纪做一个限制 我输入99999还能保存陈功 重大失误,没有对用户年纪做一个限制 我输入99999还能保存陈功 重大失误,审核通过,34,2016-05-20 22:18:08
22,收藏以后无法保存 导致用户收藏以后再次点击进入收藏就已经看不到了 又要重新收藏 但是还是无法保存,收藏以后无法保存 导致用户收藏以后再次点击进入收藏就已经看不到了 又要重新收藏 但是还是无法保存,审核通过,15,2016-05-20 22:18:11
23,随意进入一个文章 提示语音播放异常。。。。。。,随意进入一个文章 提示语音播放异常。。。。。。,审核通过,35,2016-05-20 22:18:15
24,对任意文章评论以后 评论数量并不是实时增加。。。。,对任意文章评论以后 评论数量并不是实时增加。。。。,审核通过,29,2016-05-20 22:18:18
25,点击右上角按键 点击任意一个 点击搜索 点击语音符号 给予权限 但是还是没用的,点击右上角按键 点击任意一个 点击搜索 点击语音符号 给予权限 但是还是没用的,审核通过,28,2016-05-20 22:18:20
26,在任意新闻中 拉到底 有一个推荐专题 但是下面的图片看不到 点击却能去其他连接里,在任意新闻中 拉到底 有一个推荐专题 但是下面的图片看不到 点击却能去其他连接里,审核通过,26,2016-05-20 22:18:24
27,在app要闻中 所有的评论都是109不可能吧 这是有问题,在app要闻中 所有的评论都是109不可能吧 这是有问题,审核通过,37,2016-05-20 22:18:27
28,在分享的时候 点击分享到facebook就崩溃了。。。。。,在分享的时候 点击分享到facebook就崩溃了。。。。。,审核通过,32,2016-05-20 22:18:30
29,"无法打开软件，出现：很抱歉，“whatchapp""已停止运行",下载按装app后，无法打开，试了多次，卸载后重新安装依然如此,审核通过,30,2016-05-20 22:22:47
30,bug等级：p0。微博授权失败，无法登陆。,"1.安装并打开app。
2.点击个人头像，设置。
3.点击账号密码，微博登陆，提示微博授权失败",审核通过,21,2016-05-20 22:22:52
31,bug等级：p1。密码长度未进行限制,"1.安装并打开app。
2.注册登陆，修改密码。
3.输入原密码“1”，输入新密码40位。可以成功修改。",审核通过,18,2016-05-20 22:22:56
32,bug等级：p0。无图模式打开时，app崩溃。,1.安装并打开app。 2.注册登陆，点击个人头像。3.点击打开无图模式，app崩溃。,审核通过,16,2016-05-20 22:22:59
33,bug等级：p2。个人信息中签名、昵称、年龄、邮箱等字符未做限制。,1.安装并打开app。 2.注册登陆，点击个人头像。3.点击个人头像，编辑个人资料，签名、昵称、年龄、邮箱等字符未做限制。,审核通过,34,2016-05-20 22:23:02
34,bug等级：p0。个人头像拍照无法保存,1.安装并打开app。 2.注册登陆，点击个人头像。3.点击个人头像，拍摄头像进行设置。4.设置后再次进入app，头像没有保存。,审核通过,33,2016-05-20 22:23:05
35,bug等级：p1。评论可以同时点击赞和踩。,"1.安装并打开app。
2.打开首页，点击一篇文章进入其中的评论。
3.评论内容可以同时踩和赞。",审核通过,17,2016-05-20 22:23:08
36,bug等级：p0。文章无法进行微博分享。,1.安装并打开app。 2.打开首页，点击一篇文章。 3.点击转发，选择新浪微博，提示授权失败。,审核通过,25,2016-05-20 22:23:16
37,bug等级：p2。文章专题右边没有快捷选择字母顺序。,"1.安装并打开app。 2.打开首页，点击右上方菜单下拉键。
3.选择专题，专题没有字母排序表，操作困难。",审核通过,26,2016-05-20 22:23:24
38,bug等级：p0。关闭无图模式，app崩溃。,1.安装并打开app。 2.注册登陆，点击个人头像。3.点击打开无图模式，app崩溃。4.重新进入app，关闭无图模式，app再次崩溃。,审核通过,16,2016-05-20 22:23:33
39,bug等级：p0.文章搜索职能显示一条搜索结果。,"1.安装并打开app。 
2.点击要闻、打开搜索框。
3.输入关键词，无论关键词如何变化，只显示一条搜索结果。",审核通过,28,2016-05-20 22:23:36
