id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,"在发现里面，点击卡券商城或邀请有礼（都可以按一次手机的返回键返回先前页面）
但是点击每日一蛋（需要按多次手机的返回键才能返回）多试几次","在发现里面，点击卡券商城或邀请有礼（都可以按一次手机的返回键返回先前页面）
但是点击每日一蛋（需要按多次手机的返回键才能返回）",审核通过,11,2016-01-21 08:44:31
2,客服帮助里面。点击拨打客服电话，仅显示拨号界面，不是应该直接显示拨号界面并且有客服电话吗？,客服帮助里面。点击拨打客服电话，仅显示拨号界面，不是应该直接显示拨号界面并且有客服电话吗？,审核不通过,15,2016-01-21 08:44:58
3,在我的---右上角设置里面，无法自行设置头像。。。。。。。。。。,在我的---右上角设置里面，无法自行设置头像。。。。。。。。。。,审核不通过,0,2016-01-21 08:45:20
4,在我的---右上角设置里面，无法修改昵称。。。。。。。,在我的---右上角设置里面，无法修改昵称。。。。。。。,审核不通过,0,2016-01-21 08:45:32
5,发现---金蛋论坛----发表评论后希望删除评论信息，无法删除,发现---金蛋论坛----发表评论后希望删除评论信息，无法删除,审核不通过,1,2016-01-21 08:45:53
6,注册时收不到短信验证码,首页点击我的，进入登陆页面，点击立刻注册后，收入手机号，再点击发送验证码，始终收不到验证码,审核不通过,12,2016-01-21 08:46:28
7,点击获取语音验证码后，出现提示，点击继续短信验证后，显示请输入手机号，实际已经输入,点击获取语音验证码后，出现提示，点击继续短信验证后，显示请输入手机号，实际已经输入，再次输入手机号后，还是显示获取语音验证码,审核不通过,12,2016-01-21 08:46:48
8,点击获取语音验证码后，出现提示，点击立即使用语音后，显示请输入手机号，实际已经输入,点击获取语音验证码后，出现提示，点击立即使用语音后，显示请输入手机号，实际已经输入，再次输入后，点击获取语音验证码，还是显示输入手机号,审核不通过,12,2016-01-21 08:47:05
9,注册时第一次接收验证码1分钟没接到，再次点击获取验证码显示需要填写手机号,注册时第一次接收验证码1分钟没接到，再次点击获取验证码显示需要填写手机号，再次获取后无法读取到之前填写的手机号码！,审核通过,12,2016-01-21 08:47:25
10,注册时获取语音注册码功能无法使用,"打开app,点击我的->密码登陆->立刻注册,输入手机号后,点发送验证码,等60秒后,原来的""发送验证码""变成""获取语音验证码"",手机号已经输入情况下,点击后无论选择""继续短信验证""或立即使用语音""都提示""请输入手机号""",审核通过,12,2016-01-21 08:47:34
11,找回密码功能提示错误,"打开app,点击我的->密码登陆->忘记密码,如果在手机号栏输入未注册的手机号,点击忘记密码,系统提示""系统异常,请稍候重试"",而不是""手机未注册""或其他提示",审核通过,7,2016-01-21 08:47:47
12,"每日21:30-7:00进入发现->每日一蛋,显示""今日已打烊"",无法按安卓系统返回键退出","每日21:30-7:00打开app,进入发现->每日一蛋,显示""今日已打烊"",按安卓系统返回键只是重新加载,无法退回上层页面",审核通过,8,2016-01-21 08:47:56
13,"app进入金蛋论坛,点击发贴或回复旁的相机标志,无法选择或拍摄照片上传","打开app,进入发现->金蛋论坛,点击某一贴子进入,点最下面回复框里的照相标志,无法调出相机或相册上传图片",审核通过,10,2016-01-21 08:48:10
14,"设置手势密码后,如果用其他账户登陆过后,原来账户设置的手势密码被关闭","登陆app,进入我的->设置,开启手势密码,关闭app,再次打开时要求输入手势密码,选择右下角的其他账号登陆,输入设置手势密码的这个账号和密码登陆进去发现手势密码已被关闭,正常的应该是选了左下角的""忘记手势密码""才把手势密码关掉,""用其他账户登陆""不应该把手势密码取消",审核通过,7,2016-01-21 08:48:24
15,软件安装后无法使用，闪退。,第一次打开显示（立即体验）页面，之后闪退，第二次打开显示（我和金蛋的1周年）广告页面，按[跳过]按钮，黑屏闪退，第三次退出微任务，从桌面打开，依然闪退，无法正常使用。,审核通过,15,2016-01-21 08:48:36
16,打开app，进行登陆操作，点击“忘记密码”，确定找回密码，会提示“系统异常，请稍后重试”。,打开app，进行登陆操作，点击“忘记密码”，确定找回密码，会提示“系统异常，请稍后重试”。,审核通过,7,2016-01-21 08:48:47
17,首页，点喇叭处消息，点回复，会提示要登陆，然后注册登陆，登陆之后就没在刚才那个回复页面，找不到那个消息了,首页，点喇叭处消息，点回复，会提示要登陆，然后注册登陆，登陆之后就没在刚才那个回复页面，找不到那个消息了,审核通过,6,2016-01-21 08:48:58
18,首页，点喇叭处消息，点回复，会提示要登陆，然后注册登陆，登陆之后返回到app首页，然后再点消息重新进入，再点回复，这个时候又提示要登陆，刚刚已经登陆过了。。。。。,首页，点喇叭处消息，点回复，会提示要登陆，然后注册登陆，登陆之后返回到app首页，然后再点消息重新进入，再点回复，这个时候又提示要登陆，刚刚已经登陆过了。。。。。,审核通过,6,2016-01-21 08:49:14
19,打开app，点“我”，点登陆，随便输入一个手机号，点击忘记密码，会提示系统异常,打开app，点“我”，点登陆，随便输入一个手机号，点击忘记密码，会提示系统异常,审核通过,7,2016-01-21 08:49:20
20,首页下方，“理财”“发现”“我的”三个标题显示不全,我的手机是中兴努比亚z7max，登录软件，进入主页面，首页下方，“理财”“发现”“我的”三个标题显示不全，重复操作，现象重现。,审核通过,2,2016-01-21 08:49:24
21,发帖回复里面。点击相机图案，不跳换照相界面,我的手机是中兴努比亚z7max，登录软件，进入主页面，点击首页下方，“我的”，点击左上角的信封图标，进入一则系统消息，点击回复，进入回复编辑状态，点击相机图案，不跳换照相界面，重复操作，现象重现。,审核通过,2,2016-01-21 08:49:31
22,邀请微信好友时，取消提示的是weixin,邀请好友时，取消分享，提示的是weixin分享取消了,审核通过,3,2016-01-21 09:06:11
23,设置登录密码时，输入密码没有显示*号,设置登录密码时，输入的密码没有显示*号，应显示*号保证安全,审核通过,7,2016-01-21 09:06:24
24,运行app点发现，选择公司介绍，进入后随便选一下，然后点返回，直接返回到发现页面，而不是公司介绍页面。,运行app点发现，选择公司介绍，进入后随便选一下，然后点返回，直接返回到发现页面，而不是公司介绍页面。,审核通过,5,2016-01-21 09:06:31
25,运行app点发现，选择相关新闻，进入后选金融界，点分享给微信好友和分享到朋友圈，一直在那转圈，要一分钟左右才能转跳到微信,运行app点发现，选择相关新闻，进入后选金融界，点分享给微信好友和分享到朋友圈，一直在那转圈，要一分钟左右才能转跳到微信,审核通过,3,2016-01-21 09:06:38
26,运行app点发现，点我的选邀请有礼，进入后下拉点提醒投资。转跳页面是我邀请的好友页面,运行app点发现，点我的选邀请有礼，进入后下拉点提醒投资。转跳页面是我邀请的好友页面,审核通过,11,2016-01-21 09:06:41
27,运行软件，理财中选邀请好友，进入后下拉。点提醒提醒，链接页面到我的邀请好友了,运行软件，理财中选邀请好友，进入后下拉。点提醒提醒，链接页面到我的邀请好友了,审核通过,11,2016-01-21 09:06:46
28,运行软件，选我的，再点右上角的设置，进入后选分享给好友，跳出的分享面页显示有问题。文字与图标整合,运行软件，选我的，再点右上角的设置，进入后选分享给好友，跳出的分享面页显示有问题。文字与图标整合,审核通过,3,2016-01-21 09:06:58
29,运行软件，选我的，再点右上角的设置，进入后选关于我们，再点服务协议，进去多次，有出现页面显示不正常的情况。好像是转跳到别的页面,运行软件，选我的，再点右上角的设置，进入后选关于我们，再点服务协议，进去多次，有出现页面显示不正常的情况。好像是转跳到别的页面,审核通过,13,2016-01-21 09:07:04
30,回复发帖里面。点击相机图案，不跳换拍照界面,我的手机是小米2a，登录软件，进入主页面，点击首页下方，“我的”，点击左上角的信封图标，进入一则系统消息，点击回复，进入回复编辑状态，点击相机图案，不跳换照相界面，重复操作，现象重现。,审核通过,2,2016-01-21 09:07:10
31,设置里面，不能修改昵称、、、、、、、、、、、、、、、、,设置里面，不能修改昵称、、、、、、、、、、、、、、、、,审核通过,0,2016-01-21 09:07:13
32,设置里面，不能设置头像、、、、、、、、、、、、、、、、,设置里面，不能设置头像、、、、、、、、、、、、、、、、,审核通过,0,2016-01-21 09:07:21
33,发现、金蛋论坛、发表评论后无法删评论信息，、、、、、、、、、、、、、,发现、金蛋论坛、发表评论后无法删评论信息，、、、、、、、、、、、、、,审核不通过,1,2016-01-21 09:07:29
34,我的、卡券商城，点击开无法显示，说链接被拦截,我的、卡券商城，点击开无法显示，说链接被拦截,审核通过,11,2016-01-21 09:07:43
35,网络满格，却显示信号不佳，加载仍然无显示,网络满格，却显示信号不佳，加载仍然无显示,审核通过,15,2016-01-21 09:07:50
36,在发现里面，点击卡券商城、邀请有礼、每日一蛋，都显示信号不佳，无法打开,在发现里面，点击卡券商城、邀请有礼、每日一蛋，都显示信号不佳，无法打开,审核通过,11,2016-01-21 09:07:55
37,运行app，理财，邀请好友，提醒投资进入后跳到我邀请的好友页面。而不是提醒投资页面,运行app，理财，邀请好友，提醒投资进入后跳到我邀请的好友页面。而不是提醒投资页面,审核通过,11,2016-01-21 09:22:07
38,运行app，理财，招牌金蛋第12461期活期进入后，下拉到最下面，中间其他资产怎么排列在中间,运行app，理财，招牌金蛋第12461期活期进入后，下拉到最下面，中间其他资产怎么排列在中间,审核通过,14,2016-01-21 09:22:15
39,金蛋理财用户服务协议显示排版有问题,我使用的是红米1s电信版，打开app，点击注册，金蛋理财用户服务协议显示排版有问题,审核通过,13,2016-01-21 09:22:35
40,点击“发现”网页显示不完全,我使用的是红米1s电信版，打开app，点击“发现”网页显示不完全,审核通过,15,2016-01-21 09:22:39
41,发帖回复里面。拍照功能无法使用,我的手机是奥克斯v928，登录软件，进入主页面，点击首页下方，“我的”，点击左上角的信封图标，进入一则系统消息，点击回复，进入回复编辑状态，点击相机图案，不跳换照相界面，重复操作，现象重现。,审核通过,2,2016-01-21 09:22:45
42,验证码登录，无法收到验证码,验证码登录，无法收到验证码，语音又不方便接收,审核通过,4,2016-01-21 09:22:52
43,验证码登录，无法收到验证码,验证码登录，无法收到验证码，语音又不方便接收,审核通过,4,2016-01-21 09:22:56
44,无法手机号注册，不能获取验证码,手机注册收不到验证码，语音验证无法使用，已经输入手机号，显示未填写手机号码,审核通过,12,2016-01-21 09:22:59
45,金蛋论坛里回复点照相机按钮无法调用相机,"登录－发现－金蛋论坛－贴子内容－回复点照相机按钮。华为4x,安卓5.1",审核通过,10,2016-01-21 09:23:02
46,注册账号时再次获取短信验证码，提示输入手机号,"1.安装并打开软件
2.我的-立即注册
3.输入手机号，点击获取验证码，待60秒结束后
再次点击获取短信验证码
，软件始终提示“请输入手机号”

samsung s4 i9500 安卓4.4.2  wifi",审核通过,12,2016-01-21 09:23:05
47,取消是设置手势密码后，依然显示为开状态,"1.安装并打开软件，注册登录
2.我的-设置，打开“手势密码”
3.打开“手势密码”开关后，弹出窗口设置手势，此时点击手机返回键
按返回键取消设置手势密码后，“手势密码”仍然显示为“开”状态

samsung s4 i9500 安卓4.4.2  wifi",审核通过,7,2016-01-21 09:23:09
48,消息状态重复显示为未读状态,"1.安装并打开软件，注册登录
2.软件首页打开“消息中心”查看显示为“未读”状态的消息
3.返回软件首页，再次打开“消息中心”
之前的“已读”消息，又变为“未读”状态

samsung s4 i9500 安卓4.4.2  wifi",审核通过,9,2016-01-21 09:23:16
49,注册时 手机号已填写进注册名那栏 点击获取验证码 任然提示我没有填写手机号 手机型号 vivox5l,注册时 手机号已填写进注册名那栏 点击获取验证码 任然提示我没有填写手机号 手机型号 vivox5l,审核通过,12,2016-01-21 09:23:23
50,"""发现""“了解金蛋”“公司介绍”“高管团队”点击左上角返回，页面直接回到发现页面，而不是回到公司介绍页面。用手机返回键是正常的。","""发现""“了解金蛋”“公司介绍”“高管团队”点击左上角返回，页面直接回到发现页面，而不是回到公司介绍页面。用手机返回键是正常的。",审核通过,5,2016-01-21 09:23:30
51,已经注册的手机号，再次点击注册，提示验证码不能为空。而不是提示，此账号已注册。,已经注册的手机号，再次点击注册，提示验证码不能为空。而不是提示，此账号已注册。,审核通过,12,2016-01-21 09:23:34
52,一键注册页面，第一次输入手机号是获取验证码。第一次没输入正确，第二页面显示的是“获取语音验证码”两次显示不一致。,一键注册页面，第一次输入手机号是获取验证码。第一次没输入正确，第二页面显示的是“获取语音验证码”两次显示不一致。,审核通过,12,2016-01-21 09:23:40
53,“发现”“金蛋服务”“客服帮助”进入帮助中心页面。“注册登录篇”点击左上侧返回，页面没有返回到“帮助中心”，而是回到了“发现”页面。,“发现”“金蛋服务”“客服帮助”进入帮助中心页面。“注册登录篇”点击左上侧返回，页面没有返回到“帮助中心”，而是回到了“发现”页面。,审核通过,15,2016-01-21 09:23:47
54,登陆成功后，点击”我“，点击右上角的设置，点击”修改登录密码“，输入旧密码，新密码为空，点击”提交“，软件提示”密码不能为空“，但是界面一直停留在”加载中“。,登陆成功后，点击”我“，点击右上角的设置，点击”修改登录密码“，输入旧密码，新密码为空，点击”提交“，软件提示”密码不能为空“，但是界面一直停留在”加载中“。,审核通过,7,2016-01-21 09:23:52
55,在”理财“页面，点击”邀请好友“，点击”查看详情“，点击”分享到朋友圈“，然后退出分享，软件提示”weixin_circle分享取消了“，提示信息不够友好。,在”理财“页面，点击”邀请好友“，点击”查看详情“，点击”分享到朋友圈“，然后退出分享，软件提示”weixin_circle分享取消了“，提示信息不够友好。,审核通过,3,2016-01-21 09:23:57
56,在”发现-金蛋论坛“中，选择一个帖子进行评论，当输入的评论内容超过10000个字符时，评论的输入框显示内容出现错误。,在”发现-金蛋论坛“中，选择一个帖子进行评论，当输入的评论内容超过10000个字符时，评论的输入框显示内容出现错误。,审核通过,1,2016-01-21 09:24:02
57,界面出现字体重叠的情况,发现/客服帮助/随心卡篇/预约体现的资金在申请……，界面出现字体重叠的情况,审核通过,14,2016-01-21 09:24:06
58,界面出现字体重叠的情况,理财/招牌金蛋第12489期/债权安全保障，界面出现字体重叠的情况,审核不通过,14,2016-01-21 09:24:14
59,下载app 打开app 点击我 注册登录 使用验证码登录 输入19xxxxxxxxx 点击发送验证码也可以发送成功 我国目前手机号码没有19开头的,下载app 打开app 点击我 注册登录 使用验证码登录 输入19xxxxxxxxx 点击发送验证码也可以发送成功 我国目前手机号码没有19开头的,审核通过,12,2016-01-21 09:24:21
60,下载app 点击app 进入理财 点击每日一蛋 点击进入子页面 我想退出的时候点击手机物理返回按键 无法退出该页面 不管怎么点击都无法退出 页面内容会自动后退一步在加载 就是这样子,下载app 点击app 进入理财 点击每日一蛋 点击进入子页面 我想退出的时候点击手机物理返回按键 无法退出该页面 不管怎么点击都无法退出 页面内容会自动后退一步在加载 就是这样子,审核通过,9,2016-01-21 09:24:25
61,论坛回帖时点击相机无反应,打开软件后点发现，进入论坛后回帖。点击相机无反应。三星s3，安卓4.1.2，wifi网络,审核通过,10,2016-01-21 09:24:30
62,注册时密码确认问题。,注册密码应该输入两次，以便确认是否输错密码,审核不通过,7,2016-01-21 09:24:40
63,反复测试，打开app，进入引导页之后，出现黑屏，无法进入app,反复测试，打开app，进入引导页之后，出现黑屏，无法进入app,审核通过,8,2016-01-21 09:24:51
64,打开app，进入引导页之后，无法进入app，出现黑屏，按手机返回键不能返回,打开app，进入引导页之后，无法进入app，出现黑屏，按手机返回键不能返回,审核通过,8,2016-01-21 09:25:03
65,打开软件，登陆账号，点击发现，客服帮助，一直显示加载,打开软件，登陆账号，点击发现，客服帮助，一直显示加载,审核通过,15,2016-01-21 09:25:15
66,打开软件，点击首页的招牌金蛋，点击预约，显示成功，点击详情进入后，还要在预约一次，才能成功,打开软件，点击首页的招牌金蛋，点击预约，显示成功，点击详情进入后，还要在预约一次，才能成功,审核通过,14,2016-01-21 09:25:21
67,打开软件，登陆账号，点击发现，运营月报，拉到最低，分享微信，微信闪退，无法分享,打开软件，登陆账号，点击发现，运营月报，拉到最低，分享微信，微信闪退，无法分享,审核通过,3,2016-01-21 09:25:29
68,”金蛋理财用户服务协议“排版问题,”金蛋理财用户服务协议“排版问题。排版显示有时出错。,审核通过,13,2016-01-21 09:25:43
69,密码登录，输入手机号后点击“忘记密码”，出现提示“系统异常”,"1、点击“我”，出现登录框
2、选择密码登录，输入一个手机号
3、点击忘记密码，出现确认找回密码提示框后，点击确定，观察
测试结果：底部出现提示“系统异常，请稍后重试”",审核通过,7,2016-01-21 09:25:55
70,"""理财""页面向下滑动，提示松开刷新，还没松开，页面就自动弹回。",理财页面向下滑动，提示松开刷新，还没松开，页面就自动弹回。,审核通过,11,2016-01-21 09:26:01
71,发现页面，相关新闻进入点击一个新闻后，点手机返回键（回到金蛋相关新闻），和点页面返回键（回到发现主页面），返回的页面不一致。,发现页面，相关新闻进入点击一个新闻后，点手机返回键（回到金蛋相关新闻），和点页面返回键（回到发现主页面），返回的页面不一致。,审核通过,5,2016-01-21 09:26:07
72,手机网络十分顺畅，在打开页面时，会出现页面中一些图片不显示和新页面持续加载的情况,手机网络十分顺畅，在打开页面时，会出现页面中一些图片不显示和新页面持续加载的情况,审核通过,15,2016-01-21 09:26:13
73,主界面中菜单栏的理财、发现、我的三个栏目的字体显示不完整,进入主界面中，下面的菜单栏的三项理财、发现、我的，这三个栏目的字体显示不完整,审核通过,14,2016-01-21 09:26:18
74,登陆界面，当在登陆界面不输入任何内容时，直接点击确定键后，提示请输入正确的手机号码,登陆界面，当在登陆界面不输入任何内容时，直接点击确定键后，提示请输入正确的手机号码，没有进入相应的密码找回界面,审核通过,6,2016-01-21 09:26:25
75,登陆界面，输入没有注册的手机号后，点击忘记密码后，相应的界面，提示系统错误,登陆界面，输入没有注册的手机号后，点击忘记密码后，相应的界面，提示系统错误,审核通过,6,2016-01-21 09:26:29
76,输入没有注册的手机号后，进入到找回密码界面，点击语音获取验证码后，提示登陆失效,输入没有注册的手机号后，进入到找回密码界面，点击语音获取验证码后，提示登陆失效,审核通过,6,2016-01-21 09:26:32
77,一键注册界面，在等 待验证码到来时，点击我有帐号，现在去登陆，进入到登陆界面，然后再到注册界面时，等 待验证码的时间还在计时,输入没有注册的手机号后，进入到找回密码界面，点击语音获取验证码后，提示登陆失效,审核通过,6,2016-01-21 09:26:35
78,注册界面，第一次没有收到验证码，过了60秒后，点击语音获取验证码，进入的是选择语音还是短信获取选择界面,注册界面，第一次没有收到验证码，过了60秒后，点击语音获取验证码，进入的是选择语音还是短信获取选择界面,审核通过,4,2016-01-21 09:26:38
79,注册界面，第一次没有收到验证码，过了60秒后，点击语音获取验证码后，还是提示验证码已发送，没有收到相应的来电,注册界面，第一次没有收到验证码，过了60秒后，点击语音获取验证码后，还是提示验证码已发送，没有收到相应的来电,审核通过,4,2016-01-21 09:26:44
80,论坛文章回复里的相机图标不能调用相机和相册。,打开软件，点击发现，进入金蛋论坛-点击任何一篇文章，点回复，就会在输入出现一个相机的图标，点击相机图标，再次出现的也是一个大的输入框，并没出现调用相机和相册。,审核通过,10,2016-01-21 09:26:49
81,进入发现，点击公司介绍，点击高管团队，进入后点击左上角的返回按钮，直接跳过公司介绍页，返回到了发现页，建议改为一级一级返回,进入发现，点击公司介绍，点击高管团队，进入后点击左上角的返回按钮，直接跳过公司介绍页，返回到了发现页，建议改为一级一级返回,审核通过,5,2016-01-21 09:26:52
82,建议账号增加注册方式，比如增加邮箱注册等，方便更多用户的使用,建议账号增加注册方式，比如增加邮箱注册等，方便更多用户的使用,审核通过,12,2016-01-21 09:26:56
83,安全机制上的加密技术迟滞,测试软件，就是为了找缺陷。一款理财软件安全机制是非常重要的。信息认证环节缺乏多重安全级机制对用户的账户容易带来风险，比如我绑定银行卡号就可以直接在卡里划账转移资金，轻轻松松的资金转至账户里，有方便更有风险，要从技术上防范。才能安枕无忧。,审核通过,13,2016-01-21 09:27:03
84,注册界面接收过一次验证码输入失败后，再次获取时一直提示手机号没填，然而一直是填好的。重启后正常,注册界面接收过一次验证码输入失败后，再次获取时一直提示手机号没填，然而一直是填好的。重启后正常,审核通过,4,2016-01-21 09:27:07
85,发现-金蛋论坛-官方理财-活动专区，帖子里的实际回复数比页面显示的多，里面是19# 外面是17个回复。除去楼主，应该是18个回复(楼主中间没发言)。,发现-金蛋论坛-官方理财-活动专区，帖子里的实际回复数比页面显示的多，里面是19# 外面是17个回复。除去楼主，应该是18个回复(楼主中间没发言)。,审核通过,2,2016-01-21 09:27:10
