id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,在首页点击手机的返回箭头就自动退出了app，需要重新登陆，退出时没有是否退出登录的提示。,1.打开该app.2.在首页点击手机的返回箭头就自动退出了app，需要重新登陆，退出时没有是否退出登录的提示。,审核不通过,12,2016-05-20 15:09:30
2,在首页点击左上角的按钮，在点击本地视频会发现页面是空白的，没什么提示。而我的本地视频有很多。,1.打开该app.2.在首页点击左上角的按钮，在点击本地视频会发现页面是空白的，没什么提示。而我的本地视频有很多。,审核不通过,4,2016-05-20 15:11:26
3,在首页点击左上角的按钮，在点击本地图片会发现页面是空白的，没什么提示。而我的本地图片有很多。,1.打开该app.2.在首页点击左上角的按钮，在点击本地图片会发现页面是空白的，没什么提示。而我的本地图片有很多。,审核不通过,4,2016-05-20 15:11:29
4,在首页点击右上角进入我的，点击收藏会发现自己能有两个一样的收藏。,1.打开该app.2.在首页点击右上角进入我的，点击收藏会发现自己能有有两个一样的收藏。,审核不通过,10,2016-05-20 15:11:32
5,"在首页的点击速度与激情，随意点击一个主题视频,进行分享会发现提示‘图片大小超过32kb.......","1.打开该app.2.在首页的点击速度与激情，随意点击一个主题视频,进行分享会发现提示‘图片大小超过32kb.......’",审核不通过,1,2016-05-20 15:11:36
6,在首页的点击速度与激情，随意点击一个主题视频播放，发现不能放大观看。,1.打开该app.2.在首页的点击速度与激情，随意点击一个主题视频播放，发现不能放大观看。,审核不通过,13,2016-05-20 15:11:39
7,在改成专区哪里只有一个主题，还有更多的按,1.打开该app.2.在改成专区哪里只有一个主题，还有更多的按钮。,审核不通过,3,2016-05-20 15:11:44
8,随意一个主题点击评论旁亮着的星星，没有什么提示不知道亮着是关注成功还是失败。,1.打开该app.2.随意一个主题点击评论旁亮着的星星，没有什么提示不知道亮着是关注成功还是失败。,审核不通过,5,2016-05-20 15:11:47
9,随意进入几个主题会发现评论旁的星星都是亮的，自动帮你点亮。,1.打开该app.2.随意进入几个主题会发现评论旁的星星都是亮的，自动帮你点亮。,审核不通过,0,2016-05-20 15:11:50
10,随意进入一个主题进行评论，写评论后点击发送，它提示是否发送成功不知道是否发送了,1.打开该app.2.随意进入一个主题进行评论，写评论后点击发送，它提示是否发送成功不知道是否发送了。,审核不通过,7,2016-05-20 15:11:53
11,在登录界面选择第三方登录的qq登陆，选择qq后点击登陆会发现一直在加载。,在登录界面选择第三方登录的qq登陆，选择qq后点击登陆会发现一直在加载。,审核不通过,2,2016-05-20 15:11:56
12,在登录界面选择第三方登录的qq登陆，选择qq后点击登陆会发现一直在加载。,在登录界面选择第三方登录的qq登陆，选择qq后点击登陆会发现一直在加载。,审核不通过,2,2016-05-20 15:12:19
