id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,我要查顶部的链接不起作用,点击首页底部我要查进入我要查页面分别点击顶部导航的种植技术病虫害农资知识链接后页面没有变化不能进入想要的页面,审核通过,9,2016-03-11 21:08:19
2,一点击百度微任务二点击移动项目测试三点击下载安装打开农科助手测试四注册点击各个分类点击到我要学分项时文章分类下文章标题后面的几个字被后面的日期遮盖,一点击百度微任务二点击移动项目测试三点击下载安装打开农科助手测试四注册点击各个分类点击到我要学分项时文章分类下文章标题后面的几个字被后面的日期遮盖,审核通过,6,2016-03-11 21:27:25
3,点击苹果咨询选项进入专家页面有些专家头像不能正常显示,我使用的是红米1S电信版打开APP点击苹果咨询选项进入专家页面有些专家头像不能正常显示,审核通过,10,2016-03-11 21:46:58
4,APP定位里面的信息地址定位不准,打开APP登陆首页点服务圈点击周边服务点击蓬莱丰园苗木基地点击店铺位置定位在海里,审核通过,11,2016-03-11 23:22:25
5,APP中周边服务圈里的热门推荐经常不显示,打开APP登陆首页点服务圈点击周边服务点击烟台果树编辑部进入烟台果树编辑部页面热门推荐那经常无法显示图片其它几个直接就显示不出来,审核通过,0,2016-03-11 23:22:25
6,APP中周边服务圈里的热门推荐里的图片最后2个无法显示图片,打开APP登陆首页点服务圈点击周边服务点击烟台果树编辑部进入烟台果树编辑部页面热门推荐中最后2个图片只显示农科助手不显示图片,审核通过,0,2016-03-11 23:22:25
7,APP经常提示网络错误,打开APP登陆首页点击服务圈在服务圈页面经常显示网络错误,审核通过,11,2016-03-11 23:22:25
8,APP中的服务圈中化肥页面中有机肥商品列表不显示图片,打开APP登陆首页点击服务圈点击化肥选项在里面点击有机肥商品列表不显示图片中微量元素肥显示图片,审核通过,11,2016-03-11 23:22:25
9,注册界面超长文字导致页面排版异常,找到用户注册页在昵称密码栏目输入超长文字后页面排版出现异常左侧的昵称密码文字变成上下排列,审核通过,13,2016-03-12 00:39:55
10,个人资料编辑页面没有限制输入的长度,点击软件左上角头像再点击头像进入个人信息页再点击编辑进入个人资料编辑页面电子邮箱和真实姓名输入框没有限制长度可以一直输入但是保存的时候无法保存也没有提示该输入多少个字才对应该强制限制输入框的长度,审核通过,12,2016-03-12 00:39:55
