id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,设置手机支付网盾密码后不能支付,设置手机支付网盾密码，点击下一步后提示：网络异常，请检查网络，经查网络无问题，手机 vivo x5v  ，宽带： 电信 50m,审核通过,12,2015-12-23 05:08:20
2,安装手机盾后无法继续进行，提示sdk初始化失败,"1.安装话费支付客户端
2.启动话费支付客户端
3.输入手机号码（首次使用需要下载 安装手机盾插件，手机盾插件主要是为话费支付客户端进行认证的服务，此目前话费支付客户端是测试客户端，先输入的手机号码只作为测试认证过程号码，不会真正对手机号码进行扣费处理，请放心测试。），点击“确认支付”提交，提示用户安装手机盾插件。
4.下载安装插件成功，
5.返回话费支付app,点击确认支付，跳转手机盾，提示sdk初始化失败！",审核通过,7,2015-12-23 05:09:02
3,在软件中正常测试的时候突然弹出来提示 话费支付无响应 要将其关闭吗？,在软件中正常测试的时候突然弹出来提示 话费支付无响应 要将其关闭吗？,审核通过,9,2015-12-23 05:09:59
4,不明白这是个什么软件，还要新安装插件，为何不集成在软件上。,不明白这是个什么软件，还要新安装插件，为何不集成在软件上。,审核不通过,9,2015-12-23 05:26:13
5,设置密保无法进行 出现停止运行,设置密保无法进行 出现停止运行设置密保无法进行 出现停止运行 华为4x wifi,审核通过,8,2015-12-23 05:26:43
6,设置手机盾密码时候运行缓慢 需要返回才能进行下一步,设置手机盾密码时候运行缓慢 需要返回才能进行下一步出现停止运行 华为4x wifi,审核通过,8,2015-12-23 05:26:51
7,手机不能下载手机盾插件,打开软件，输入手机号后，下载手机盾插件，下载却只有0%，重复很多次都是如此，也不现实现在失败，只是下载进度一直为零,审核通过,6,2015-12-23 05:27:03
8,手机盾显示sdk初始化失败,"启动话费支付客户端---.输入手机号码---安装手机盾插件---.重新提交话费支付---跳转到手机盾插件显示sdk初始化失败一直加载中
手机型号：华为g716-l070
系统：安卓4.2.2",审核通过,7,2015-12-23 05:27:10
9,安装手机盾提升sdk初始化失败,安装手机盾提升sdk初始化失败安装手机盾提升sdk初始化失败,审核通过,4,2015-12-23 05:27:16
10,无手机盾密码设置和密保问题设置步骤。,"1.下载安装app。启动app，输入手机号码支付。
2.安装手机盾。
3.没有出现手机盾密码设置和密保问题设置步骤。直接到手机盾保密问题验证，验证不能通过。
4.提示支付失败。
5.重新卸载手机盾，重复上述步骤，支付仍然失败。",审核通过,15,2015-12-23 05:27:23
