id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,打开app进入首页，点击特惠组合中的neken航母n3四核版手机，可是跳转成了蓝月亮洗衣液,打开app进入首页，点击特惠组合中的neken航母n3四核版手机，可是跳转成了蓝月亮洗衣液,审核通过,18,2016-05-11 20:12:28
2,打开app进入首页，点击特惠组合中的neken航母n3四核版手机，可是跳转成了蓝月亮洗衣液,打开app进入首页，点击特惠组合中的neken航母n3四核版手机，可是跳转成了蓝月亮洗衣液,审核通过,18,2016-05-11 20:12:38
3,注册页面字体显示不全,打开软件，点击登录，点击账户注册，再点击这册称为个人，该页面字体显示不全,审核不通过,16,2016-05-11 20:13:05
4,主页顶部广告点击无反应,打开软件，页面顶部广告，点击该广告软件无反应,审核通过,5,2016-05-11 20:13:11
5,购物时，商品加入购物车后，购物车最好能有标识确认该商品已经加入,打开软件，点击特惠组合商品，进入商品购买页，当商品已经加入购物车时，购物车无标识提示该商品是否已加入，可能会导致用户不断添加，不符合用户习惯,审核通过,13,2016-05-11 20:13:25
6,购物车不具备删除功能,商品加入购物车后，购物车不具备删除功能，有可能使用户误操作,审核通过,21,2016-05-11 20:13:42
7,注册成功后，进行登录时，提示“登陆成功”，陆字错误,注册成功后，进行登录时，提示“登陆成功”，陆字错误。。。。,审核通过,16,2016-05-11 20:13:47
8,登录成功后，界面右上角显示一个正方框。。。。,登录成功后，界面右上角显示一个正方框。。。。，期望是按钮形式，可以点击的状态,审核通过,22,2016-05-11 20:13:52
9,主界面的上半界面的广告，底下没有小圆点表示，不知道当前有多少个广告，怎样的顺序在轮播,主界面的上半界面的广告，底下没有小圆点表示，不知道当前有多少个广告，怎样的顺序在轮播,审核通过,14,2016-05-11 20:13:58
10,选择商品属性后，仍无法加入购物车，扔提法选择商品属性,选择商品属性后，仍无法加入购物车，扔提法选择商品属性。。。。,审核通过,21,2016-05-11 20:14:02
11,家政服务界面，点击保养维护、美化系列、保养维护等都没有反应,家政服务界面，点击保养维护、美化系列、保养维护等都没有反应，可以进入到相应的界面,审核通过,0,2016-05-11 20:14:06
12,个人中心-购物车-返回，退出到主界面，应该到个人中心界面,个人中心-购物车-返回，退出到主界面，应该到个人中心界面。。。。,审核通过,20,2016-05-11 20:14:10
13,个人中心界面，点击消息管理，没有任何反应,个人中心界面，点击消息管理，没有任何反应，可以进入到相应的界面,审核通过,2,2016-05-11 20:14:15
14,个人中心-进入投诉专区，界面空白，没有输入投诉内容的地方,个人中心-进入投诉专区，界面空白，没有输入投诉内容的地方。。。。,审核通过,8,2016-05-11 20:14:20
15,报修服务-点击“不想维修想换新？点这里”，点击后没有任何反应,报修服务-点击“不想维修想换新？点这里”，点击后没有任何反应,审核通过,6,2016-05-11 20:14:25
16,法律援助界面，输入正确号码的前七位，还给出错误提示,法律援助界面，输入正确号码的前七位，还给出错误提示,审核通过,4,2016-05-11 20:14:29
17,法律援助，援助热线点击后不能进入到播放电话界面,法律援助，援助热线点击后不能进入到播放电话界面。。。,审核通过,4,2016-05-11 20:14:36
18,居家养老点击“呼叫服务”没有任何作用,居家养老点击“呼叫服务”没有任何作用，可以进入到打电话界面,审核通过,15,2016-05-11 20:14:40
19,版本更新成功后，没有任何提示,版本更新成功后，没有任何提示，可以给出友好提示，知道更新成功,审核通过,23,2016-05-11 20:14:45
20,注册账户时，没有进一步的提示,注册账户时，没有进一步的提示，以免误注销。。。,审核通过,16,2016-05-11 20:14:50
21,登陆成功后，在个人中心点击物业账单无响应,登陆成功后，在个人中心点击物业账单无响应,审核通过,7,2016-05-11 20:14:55
22,个人中心点击消息管理无响应,登陆成功，在用户中心页面，点击信息管理，无响应,审核通过,2,2016-05-11 20:15:01
23,个人中心点击积分商城无响应,登陆成功，在个人中心点击积分商城，app无响应,审核通过,1,2016-05-11 20:15:05
24,从个人中心点击我的投诉，进入投诉列表，点击返回后，返回主页面，非个人中心,从个人中心点击我的投诉，进入投诉列表，点击返回后，返回主页面，非个人中心,审核通过,8,2016-05-11 20:15:12
25,账号可以登录，各功能也运行正常。就是进行页面奇切换的时候出现了卡顿，app退出的问题。,账号可以登录，各功能也运行正常。就是进行页面奇切换的时候出现了卡顿，app退出的问题（打开保姆在线点击里面的功能块）。后来试了几次均正常。小米手机3.,审核不通过,22,2016-05-11 20:15:22
26,"首页中右上角的登录标志过大,遮挡了滚动图片","首页中右上角的登录标志过大,遮挡了滚动图片",审核通过,22,2016-05-11 20:15:27
27,"登录成功以后,提示的信息文字错误,提示的是""登陆成功"",应该是""登录""","登录成功以后,提示的信息文字错误,提示的是""登陆成功"",应该是""登录""",审核通过,22,2016-05-11 20:15:32
28,"注册成功以后,系统提示""注册成功,请进入完善信息页面"",但是实际上却进入了登录页面","注册成功以后,系统提示""注册成功,请进入完善信息页面"",但是实际上却进入了登录页面",审核通过,16,2016-05-11 20:15:37
