id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,注册的界面和字体之间的色差太小了，很难看清楚,"1，打开软件，点开注册界面
2，注册时，需要很仔细的去看自己的用户名和密码有没输错",审核通过,14,2016-05-13 15:33:17
2,软件无法打开，点击即报错，测试20次，报错20次,软件无法打开，点击即报错，测试20次，报错20次，手机型号酷派大神f2,审核通过,16,2016-05-14 10:33:48
3,软件的图标在百度微任务中不显示。,在百度微任务的第一步骤和第2步骤软件的图标都没有显示。,审核不通过,1,2016-05-14 10:39:02
4,一进入软件就弹出停止运行的弹窗。,每次打开软件，就会弹出停止运行的弹窗，很多次都是这样。,审核通过,12,2016-05-14 10:39:09
5,软件中的设置什么都没有。,软件中的设置什么都没有，是一片黑色，连提示也没。,审核通过,11,2016-05-14 10:39:47
6,在个人资料中只有头像和帐号，建议增加别的基础资料，比如性别和昵称，而且建议把头像设置成可以修改。,在个人资料中只有头像和帐号，建议增加别的基础资料，比如性别和昵称，而且建议把头像设置成可以修改。,审核通过,5,2016-05-14 10:39:59
7,软件的图标在微任务不显示。,软件的图标在微任务中没有显示，第一步骤和第二步骤都没有。,审核不通过,1,2016-05-14 10:40:08
8,软件的设置中什么都没有是一片黑屏。,软件的设置中什么都没有，连提示也没有，只有一片黑屏。,审核通过,11,2016-05-14 10:40:49
9,第一次进入软件黑屏了很长一段时间。,第一次进入软件黑屏了很长一段时间，虽然截图了，不过不小心把截图删除了，所以没有截图。,审核通过,11,2016-05-14 10:41:07
10,测试要求的是萌宠达人-任务的安装时看到叫bmoblm，名称都不一致,测试要求的是萌宠达人-任务的安装时看到叫bmoblm，名称都不一致,审核不通过,16,2016-05-14 10:41:16
11,程序无法打开，直接闪退到了手机主页面，无法截图哦,程序无法打开，直接闪退到了手机主页面，无法截图哦,审核通过,13,2016-05-14 10:41:20
12,安装好了，无法打开软件。,"1.打开软件
2.显示bmobim2.0已停止",审核通过,3,2016-05-14 10:41:39
13,app一打开就闪退。无法进入登录页面,1 下载萌宠达人客户端 2点击打开app 3 app闪退,审核通过,13,2016-05-14 10:41:46
14,打开app 在注册页面 输入的账户名什么都看不见 完全是白的,打开app 在注册页面 输入的账户名什么都看不见 完全是白的,审核通过,14,2016-05-14 10:41:52
15,软件的图标在百度微任务中不显示。。。。。。,软件的图标在百度微任务中不显示。。。。。。,审核不通过,1,2016-05-14 10:42:02
16,打开app 发现软件中的设置什么都没有 是黑色的,打开app 发现软件中的设置什么都没有 是黑色的,审核通过,11,2016-05-14 10:42:06
17,在app中 查看个人资料 无法修改头像来的。。。。。,在app中 查看个人资料 无法修改头像来的。。。。。,审核通过,5,2016-05-14 10:42:10
18,在app中 查看个人资料 除了头像和帐号里面什么资料都没有,在app中 查看个人资料 除了头像和帐号里面什么资料都没有,审核通过,5,2016-05-14 10:42:14
19,正常下载安装后，点击app无法正常打开进入。,正常下载安装后，点击app无法正常打开进入。,审核通过,3,2016-05-14 10:42:19
20,填写文字的地方显示字体颜色太浅看不清。建议改变一下颜色。,"填写文字的地方显示字体颜色太浅看不清。建议改变一下颜色。
填写文字的地方显示字体颜色太浅看不清。建议改变一下颜色
见截图华为荣耀，4x安卓5.02",审核通过,15,2016-05-14 10:42:59
21,建议整体画面风格再改进一些。,"建议整体画面风格再改进一些。界面太粗糙。建议整体画面风格再改进一些。界面太粗糙
华为荣耀4x安卓5.02",审核通过,15,2016-05-14 10:43:13
22,会话中的【照片】、【拍摄】、【位置】这三个功能不正确,"【联系人】，搜索添加了几个好友。然后聊天【会话】。文字和语音是正常的，【照片】、【拍摄】、【位置】这三个功能不正确。见截图。
华为荣耀4x，安卓5.02",审核通过,10,2016-05-14 10:43:18
23,【个人资料】，不能修改头像。,"【个人资料】，不能修改头像。点击头像没反应。
【个人资料】，不能修改头像。点击头像没反应。
华为荣耀4x安卓5.02",审核通过,5,2016-05-14 10:43:23
24,【设置】菜单，点开是一片黑，没有内容。,"【设置】菜单，点开是一片黑，没有内容。
【设置】菜单，点开是一片黑，没有内容。
见截图，华为荣耀4x，安卓5.02",审核通过,11,2016-05-14 10:43:28
25,萌宠达人客户端 点开显示抱歉停止运行,1下载萌宠达人客户端  2 点打开客户端  3 提示很抱歉停止运行,审核通过,12,2016-05-14 10:43:35
