id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,当有下载视频时退出后重新登录不能继续下载,机型魅蓝NOTE网络wifi安装完成后下载资源中的第一个视频不当下载未完成时退出软件然后再次打开软件此时上次下载的视频资源没有显示已经下载过在我的下载中也没显示下载进度,审核通过,12,2016-02-15 12:15:40
2,连接页面设计不合理,打开软件点击首页滚动图片打开对应的链接页面出来的页面是针对电脑设计而不是针对手机设计的,审核通过,8,2016-02-15 14:00:32
3,更换头像功能不全面有缺陷,打开软件点我的点头像图片更换图片点头像图片选相册显示无法加载此图片,审核通过,13,2016-02-15 14:00:32
4,功能按纽设计位置不当,打开软件点我的点头像图片在个人详情的旁边有一个退出按纽点这个退出按纽是退出这个软件而不是退出个人详情所以这个按纽放在这个有歧义,审核通过,13,2016-02-15 14:00:32
5,登录后我的界面内容缺失,登陆后我的界面查询不到用户信息也没有修改密码等选项,审核通过,6,2016-02-15 14:15:19
6,退出应用重新打开应用下载内容取消需重新下载,退出应用重新打开应用下载内容取消需重新下载切换页面下载仍继续手机努比亚x503amiui7系统,审核通过,12,2016-02-15 15:06:20
7,下载动画时退出应用再次进入下载同一个动画时不能从已下载的地方继续下载,1在资源页面任意点击资源下载2在资源下载到一半左右时双击返回键退出3再次进入应用资源中点击下载结果资源重新下载预期结果资源应从已下载的一半处继续下载,审核通过,12,2016-02-15 15:30:20
8,规律拍拍看排排队拍手歌点击下载时都会提示下载失败,规律拍拍看排排队拍手歌点击下载时都会提示下载失败,审核通过,12,2016-02-15 15:30:20
9,播放视频时在全屏情况下退出视频tab标签页选中音乐但其中的列表则是视频,1在我的下载中播放视频并且播放时点击全屏播放2点击手机返回键返回我的下载结果ab标签页选中音乐但其中的列表则是视频这个请看截图,审核通过,4,2016-02-15 15:30:20
10,播放视频时点击视频列表tab页列表中的视频大小显示为null,1在我的下载中播放视频2点击视频列表tab页结果列表中的视频大小显示为null,审核通过,4,2016-02-15 15:30:20
11,打开APP资源音乐点击一首歌曲出现下载取消对话框按手机物理返回键没有任何反应,打开APP资源音乐点击一首歌曲出现下载取消对话框按手机物理返回键没有任何反应,审核通过,10,2016-02-15 18:08:28
12,打开APP我的下载把里面下载好的音乐都删除了返回点击下方中央的音乐播放按钮虽然一直在提示暂无音乐请到免费资源处下载这个提示但是手机扬声器还是会有音乐播放的声音,打开APP我的下载把里面下载好的音乐都删除了返回点击下方中央的音乐播放按钮虽然一直在提示暂无音乐请到免费资源处下载这个提示但是手机扬声器还是会有音乐播放的声音,审核通过,10,2016-02-15 18:08:28
13,打开APP我的反馈软件没有字数提示当点击提交才会说字数超过限制给人感觉非常突兀,打开APP我的反馈软件没有字数提示当点击提交才会说字数超过限制给人感觉非常突兀,审核通过,8,2016-02-15 18:08:28
14,打开APP我的帮助电视观看竹兜动画安卓手机适用页面下方的IPAZZPORT蓝色字体超链接点击没有任何反应,打开APP我的帮助电视观看竹兜动画安卓手机适用页面下方的IPAZZPORT蓝色字体超链接点击没有任何反应,审核通过,3,2016-02-15 18:08:28
15,打开APP播放一段音乐返回首页点击下方中央的关闭字样不能停止音乐播放,打开APP播放一段音乐返回首页点击下方中央的关闭字样不能停止音乐播放,审核通过,10,2016-02-15 18:08:28
16,1宝典顶部滚动图片第一轮从第1张连续滚动切换到第4张时圆圈是实心红点但第2轮滚动后图片右下角的圆圈是空心的,1宝典顶部滚动图片第一轮从第1张连续滚动切换到第4张时圆圈是实心红点但第2轮滚动后图片右下角的圆圈是空心的,审核通过,8,2016-02-15 21:03:38
17,2活动向下滑动屏幕进行刷新时显示的上次更新时间后没有显示具体时间,2活动向下滑动屏幕进行刷新时显示的上次更新时间后没有显示具体时间,审核通过,2,2016-02-15 21:03:38
18,3未登录在资源免费资源动画下载了规律排排看但在我的下载视频点击一下规律排排看底部弹出播放删除取消功能点击删除系统提示APP已停止运行,3未登录在资源免费资源动画下载了规律排排看但在我的下载视频点击一下规律排排看底部弹出播放删除取消功能点击删除系统提示APP已停止运行,审核通过,1,2016-02-15 21:03:38
19,4注册页面输入19645786958点击获取验证码提示mobilenumberisinvalid紧接着又提示获取验证码失败提示语可读性差,4注册页面输入19645786958点击获取验证码提示mobilenumberisinvalid紧接着又提示获取验证码失败提示语可读性差,审核通过,6,2016-02-15 21:03:38
20,5我的签到幸福登陆登陆页面点击左上角的返回没有返回到上一页而是将APP隐藏到了后台,5我的签到幸福登陆登陆页面点击左上角的返回没有返回到上一页而是将APP隐藏到了后台,审核通过,7,2016-02-15 21:03:38
21,视频下载时候并没有明确提示正在下载也没有可以暂停或停止下载的按钮用户使用很不方便,视频下载时候并没有明确提示正在下载也没有可以暂停或停止下载的按钮用户使用很不方便,审核通过,4,2016-02-15 21:07:32
22,视频下载时候切换到其他功能等会在切换到视频资源页面视频有时候会继续下载有时候会提示下载失败,视频下载时候切换到其他功能等会在切换到视频资源页面视频有时候会继续下载有时候会提示下载失败,审核通过,4,2016-02-15 21:07:32
23,下载音乐后点击下方功能中的关闭仍然会提示没有音乐请下载这个提示信息不正确,下载音乐后点击下方功能中的关闭仍然会提示没有音乐请下载这个提示信息不正确,审核通过,10,2016-02-15 21:07:32
24,注册页面手机号一栏竟然能够输入中文应该限定只能输入数字,注册页面手机号一栏竟然能够输入中文应该限定只能输入数字,审核通过,5,2016-02-15 21:07:32
25,活动更新长时间显示正在加载中,在活动中下拉更新活动始终显示正在加载中,审核通过,2,2016-02-15 23:23:02
26,音乐播放按钮出现问题,音乐下载好了在点击主页面音乐播放时显示无音乐请下载再播放,审核通过,9,2016-02-15 23:23:02
27,关于视频下载的问题,在进入资源界面随机点击某一视频进行下载后进入我的界面里的下载里没有关于下载进度的显示返回资源界面后视频下载还在继续下载完成后在我的界面里的下载里有下载好的视频如果在下载时推出app重新进入时下载进度丢失需要重新开始下载手机红米note3网络wifi,审核通过,12,2016-02-15 23:44:36
28,在音乐播放时主界面显示可能存在问题,在音乐播放时可以正常下载下载后可以正常播放但是在播放时主界面中间的圆形按钮还是显示灰色的并且文字还是关闭可能现实上存在问题或者未设计图形改变手机红米note3网络wifi,审核通过,9,2016-02-15 23:44:36
29,在app打开视频和音乐是内存占用较高,在打开app主页不进行操作是内存占用为54M但是当播放视频是内存占用为102M当播放音乐是内存占用为106M可以看到播放音乐时内存占用比较高可以进行优化,审核通过,0,2016-02-15 23:44:36
30,第一张轮播图片入园准备百宝箱点击进入详情页面后条幅标题首页将主标题挡住,1点击宝典查看页面上方的轮播图片2第一张轮播图片点击进入详情页面后条幅标题首页将主标题挡住,审核通过,13,2016-02-16 00:50:36
31,进入宝典详情后分享到新浪微博或微信或其他第三方平台后没有提示分享成功,1点击宝典选择故事会下的一个故事进入详情页面2点击右上角的分享按钮分享到新浪微博或微信或其他第三方平台点击发送后没任何提示,审核通过,3,2016-02-16 00:50:36
32,分享到第三方平台时取消分享没有提示取消分享,1点击宝典2点击育儿经下方的一个故事进入详情页面3点击分享到第三方平台时取消分享,审核通过,3,2016-02-16 00:50:36
33,从我的页面进入登录页面时点击左上角的返回按钮后返回页面错误,前提条件未登录1点击我的点击登录2进入登录页面点击左上角的反馈按钮页面没有成功退回我的页面而是退出APP,审核通过,7,2016-02-16 00:50:36
34,设置提醒时间时设置20分钟点击确定后再进入查看左上角时间时间显示错误显示为30分钟,1进入我的页面2点击休息时间设置3选择20分钟后点击确定再点击进入查看左上角的分钟与选择的时间不符显示错误,审核通过,2,2016-02-16 00:50:36
35,注册时输入错误的验证码提示语错误应提示验证码错误实际提示注册失败请重试,1进入注册页面2输入正确的手机号输入错误的验证码后输入其他信息点击提交,审核通过,5,2016-02-16 00:50:36
36,忘记密码页面输入已注册的手机号获取验证码后输入错误的验证码输入6位密码提示密码长度不够,忘记密码页面输入已注册的手机号获取验证码后输入错误的验证码输入6位密码提示密码长度不够正常密码均为6位数,审核通过,6,2016-02-16 00:50:36
37,资源页面下载多个动画时断开网络后再连接网络不能继续下载,1点击资源选择多个动画点击下载2下载中断开网络后再次连接网络时没有继续下载,审核通过,12,2016-02-16 00:50:36
