id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,下载app 使用手机号注册 输入手机号点获取验证码后  前面部分字体被遮挡,下载app 使用手机号注册 输入手机号点获取验证码后  前面部分字体被遮挡,审核通过,8,2016-03-09 18:01:05
2,下载app 使用手机号注册  在注册界面点击秀色服务条款 点击进入发现条款排版有问题,下载app 使用手机号注册  在注册界面点击秀色服务条款 点击进入发现条款排版有问题,审核通过,33,2016-03-09 18:01:09
3,下载app  登陆后在秀场点右上角搜索 进入子页面 发现房间和主播两个文字为坚排版 此处应该为横排版,下载app  登陆后在秀场点右上角搜索 进入子页面 发现房间和主播两个文字为坚排版 此处应该为横排版,审核通过,19,2016-03-09 18:01:12
4,下载app  登陆后在秀场点右上角搜索 进入子页面 搜索框下部 推荐房间 无法显示,下载app  登陆后在秀场点右上角搜索 进入子页面 搜索框下部 推荐房间 无法显示,审核通过,6,2016-03-09 18:01:16
5,下载app  登陆后在秀场随便选择一个房间进入 点击发言 但是悄悄话那几个字显示不完全,下载app  登陆后在秀场随便选择一个房间进入 点击发言 但是悄悄话那几个字显示不完全,审核通过,41,2016-03-09 18:01:19
6,下载app  登陆后在发现页面 点击家族广场 点击今日榜单 进入大量字体和图片重叠在一起了,下载app  登陆后在发现页面 点击家族广场 点击今日榜单 进入大量字体和图片重叠在一起了,审核通过,30,2016-03-09 18:01:23
7,下载app  登陆后在发现页面 点击人气皇冠 id与下面的年龄星座重叠在一起,下载app  登陆后在发现页面 点击人气皇冠 id与下面的年龄星座重叠在一起,审核通过,38,2016-03-09 18:01:26
8,下载app  登陆后在发现页面 点击获取秀币点击免费获取 点击应用推荐 最顶上菜单字体显示不全面,下载app  登陆后在发现页面 点击获取秀币点击免费获取 点击应用推荐 最顶上菜单字体显示不全面,审核通过,31,2016-03-09 18:01:29
9,下载app  登陆后在发现页面 点击获取秀币点击免费获取 点击精品推荐  页面提示访问被禁止,下载app  登陆后在发现页面 点击获取秀币点击免费获取 点击精品推荐  页面提示访问被禁止,审核通过,31,2016-03-09 18:01:33
10,下载app  登陆后在我的页面 点击关注 发现被关注的id名与性别星座有重合,下载app  登陆后在我的页面 点击关注 发现被关注的id名与性别星座有重合,审核通过,20,2016-03-09 18:01:37
11,下载app  登陆后在我的页面 点击我的消息 点击秀色 秀色消息页面显示收到的消息是10个月前 帐号是新注册的,下载app  登陆后在我的页面 点击我的消息 点击秀色 秀色消息页面显示收到的消息是10个月前 帐号是新注册的,审核通过,32,2016-03-09 18:01:40
12,下载app  登陆后在我的页面 点击我的消息 提示请稍后再试,下载app  登陆后在我的页面 点击我的消息 提示请稍后再试,审核通过,32,2016-03-09 18:01:44
13,下载app  登陆后在我的页面 点击我的消息 发送信息 一直显示在发送中,下载app  登陆后在我的页面 点击我的消息 发送信息 一直显示在发送中,审核通过,32,2016-03-09 18:01:50
14,下载app  走微任务中打开测试app 在点击手机物理返回按键 选择不舍得离去 直接退出到了手机主页 不会退回到微任务页面,下载app  走微任务中打开测试app 在点击手机物理返回按键 选择不舍得离去 直接退出到了手机主页 不会退回到微任务页面,审核通过,40,2016-03-09 18:01:55
15,下载app  登陆后在发现页面 获取秀币 信用卡支付 点击输入框选择金额 点击“充值” 提示“网络连接失败，请稍后重试”,下载app  登陆后在发现页面 获取秀币 信用卡支付 点击输入框选择金额 点击“充值” 提示“网络连接失败，请稍后重试”,审核通过,3,2016-03-09 18:02:01
16,下载app  登陆后在发现页面 获取秀币 银行卡支付 点击输入框选择金额 点击“充值” 提示“网络连接失败，请稍后重试”,下载app  登陆后在发现页面 获取秀币 银行卡支付 点击输入框选择金额 点击“充值” 提示“网络连接失败，请稍后重试”,审核通过,3,2016-03-09 18:02:06
17,下载app  登陆后在我的页面点击屏幕左上角 进入页面 修改昵称 提示可以输入20字 实际上我没有输入那么多 也修改错误了 不能成功的,下载app  登陆后在我的页面点击屏幕左上角 进入页面 修改昵称 提示可以输入20字 实际上我没有输入那么多 也修改错误了 不能成功的,审核通过,25,2016-03-09 18:02:13
18,下载app  登陆后在我的页面点击生日 我输入数字1900 保存后会自动变成1990 无法实际修改成功,下载app  登陆后在我的页面点击生日 我输入数字1900 保存后会自动变成1990 无法实际修改成功,审核通过,25,2016-03-09 18:02:17
19,下载app  登陆后在发现页面 点击家族广场点上面的图片 死链,下载app  登陆后在发现页面 点击家族广场点上面的图片 死链,审核通过,30,2016-03-09 18:02:20
20,下载运行手机号注册，输入手机号点获取验证码后。把前面验证码输入框里面的文字压住半个字,下载运行手机号注册，输入手机号点获取验证码后。把前面验证码输入框里面的文字压住半个字,审核通过,8,2016-03-10 13:37:13
21,下载运行手机号注册点击秀色服务条款，进去后排版不正常,下载运行手机号注册点击秀色服务条款，进去后排版不正常,审核通过,33,2016-03-10 13:37:19
22,下载运行注册登陆点右上角搜索。房间两个文字为坚排版,下载运行注册登陆点右上角搜索。房间两个文字为坚排版,审核通过,19,2016-03-10 13:37:24
