id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,pc端点击发布信息出现乱码,pc端点击发布信息出现乱码无法发布信息不能测试,待审核,1,2015-08-19 21:12:00
2,上一步无法发布信息第二步无法查看是否有自己发布的寻人信息,上一步无法发布信息第二步无法查看是否有自己发布的寻人信息无法测试,待审核,27,2015-08-19 21:12:00
3,首页无任何寻人信息第一步没有发布成功不想随便给别人的寻人信息瞎写,首页无任何寻人信息第一步没有发布成功不想随便给别人的寻人信息瞎写,待审核,5,2015-08-19 21:12:00
4,看不懂的乱码无法发布寻人信息无法测试,看不懂的乱码无法发布寻人信息无法测试,待审核,1,2015-08-19 21:12:00
5,pc端点击发布信息出现乱码,pc端点击发布信息出现乱码无法发布信息不能测试,待审核,1,2015-08-19 21:12:00
6,上一步无法发布信息第二步无法查看是否有自己发布的寻人信息,上一步无法发布信息第二步无法查看是否有自己发布的寻人信息无法测试,待审核,27,2015-08-19 21:12:00
7,首页无任何寻人信息第一步没有发布成功不想随便给别人的寻人信息瞎写,首页无任何寻人信息第一步没有发布成功不想随便给别人的寻人信息瞎写,待审核,5,2015-08-19 21:12:00
8,看不懂的乱码无法发布寻人信息无法测试,看不懂的乱码无法发布寻人信息无法测试,待审核,1,2015-08-19 21:12:00
9,点提供线索不能进入我发起的消息,点提供线索不能进入我发起的消息而是直接反回寻人照片的页面,待审核,14,2015-08-19 21:42:00
10,电脑端能看到完整聊天记录手机端收不到电脑端的留言,电脑端能看到完整聊天记录手机端收不到电脑端的留言,待审核,18,2015-08-19 21:47:00
11,丢失时间信息可以选择当前时间之后的时间,这个应该算是BUG吧丢失信息中的时间信息能够选择当前时间之后的时间丢失肯定是在发布信息之前不会说发布信息之后,审核通过,16,2015-08-19 22:03:00
12,拍照信息发布失败多次重试均失败,本地上传及拍照上传操作均提示拍照信息发布失败请重试多次重试均不成功,待审核,8,2015-08-19 22:03:00
13,APP端发送的消息WEB端接受不完整信息丢失,APP端发送的消息前两条及图片等信息丢失,审核不通过,23,2015-08-19 22:03:00
14,能看到自己在电脑端发布的信息但是无图片,1在电脑端发布的信息2在APP上能发现发布的信息但是无图片3点击可进去看见详情点击提供线索会退回寻人照片页面,待审核,18,2015-08-19 22:30:00
15,百度寻人电脑端登陆不上去,打开httpxrbaiducom输入百度账号和密码登录不了,审核通过,17,2015-08-19 22:36:00
16,提供线索好像不起作用,点击提供线索没有到我发起的消息页面又回到寻人照片的页面,审核通过,14,2015-08-19 22:36:00
17,PC端用百度账号依旧无法登陆进去,点开前面提供的网址用百度账号依旧无法登陆进去,待审核,10,2015-08-19 22:36:00
