id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,打开软件，首页内容无法显示,打开软件，拖动首页内容无法正常显示，提示“没有了”,审核不通过,4,2015-11-26 20:38:36
2,打开软件，点击首页中十元区，软件自动闪退,打开软件，点击首页中十元区，软件自动闪退,审核不通过,4,2015-11-26 20:38:36
3,"开始界面的图片加载异常，比例不协调
分享界面刷新比较慢","下载并打开夺宝猫app
开始界面出现画面比例失调
继续点击分享界面
刷新比较慢",审核通过,6,2015-11-26 20:39:46
4,点击完“分享”后，再点击“揭晓”，软件闪退，试了几次，每次都闪退,点击完“分享”后，再点击“揭晓”，软件闪退，试了几次，每次都闪退,审核通过,4,2015-11-26 20:50:07
5,wifi状态下点击“分享”，提示“获取信息失败”,wifi状态下点击“分享”，提示“获取信息失败”,审核通过,10,2015-11-26 20:50:07
6,初始界面图片拉伸，不能良好适配屏幕,初始界面图片拉伸，不能良好适配屏幕，每张都有拉伸,审核通过,6,2015-11-26 20:50:07
7,不能加载内容   不能加载内容   不能加载内容    红米2电信版,不能加载内容   不能加载内容   不能加载内容    红米2电信版,审核通过,5,2015-11-26 20:50:47
8,没有任何数据，测试不完整,"1、安装进入软件；
2、单击软件下面的几个菜单；
3、都提示没有数据显示的信息，文字图片都没有，参见截图。",审核通过,14,2015-11-26 20:58:37
9,软件无内容 无法获取数据,"本人手机魅蓝note1电信版 安卓版本4.4.4 网络环境50m电信光纤 网络畅通
点击首页的“最新”和揭晓栏目 均无任何内容显示 提示“获取数据失败了”  不知是否软件联网问题或者就是没有内容",审核通过,14,2015-11-26 20:59:20
10,进入首页获取数据失败,下载安装app打开进入首页获取数据失败，无法顺利进行测试,审核通过,10,2015-11-26 21:04:51
11,界面总是显示无数据，获取数据失败等,界面总是显示无数据，获取数据失败等，每个界面都是。,审核通过,10,2015-11-26 21:07:33
12,首页上方有5个banner，本来看着左边第一个，向右滑动应该是看第二个，结果提示没有更多数据了,首页上方有5个banner，本来看着左边第一个，向右滑动应该是看第二个，结果提示没有更多数据了,审核通过,14,2015-11-26 21:11:43
13,打开app就提示获取数据失败,打开app就提示获取数据失败，整个首页就是空的，点其他页面也是空的,审核通过,10,2015-11-26 21:11:43
14,打开软件，点击首页的左上角人像图标，软件自动退出,打开软件，点击首页的左上角人像图标，软件自动退出,审核不通过,4,2015-11-26 21:19:22
15,进入应用界面无法获取数据,"根据app要求，进入应用界面无法获取数据
手机：华为荣耀4x
网络正常",审核通过,10,2015-11-26 21:22:41
16,打开软件点击首页的左上角人像图标，软件会出现闪退,打开软件点击首页的左上角人像图标，软件会出现闪退,审核通过,4,2015-11-26 21:24:48
17,出现一行字：获取数据失败了,出现一行字：获取数据失败了，每个模块都有这个出现,审核通过,10,2015-11-26 21:32:10
18,内容加载失败，进入软件后内容无法加载,内容加载失败，进入软件后内容无法加载，wifi，4g的移动网络下无法加载内容，手机三星s4,审核通过,5,2015-11-26 21:33:27
19,获取数据失败 没有图片显示,获取数据失败 没有图片显示 无法看到分享晒单的图片,审核通过,10,2015-11-26 21:45:41
20,分享，拂晓等板块无法使用,手机号码注册和登陆顺利在wifi和4g网络下，分享和拂晓板块进入后无显示内容，下方提示（获取数据失败）或（没有更多）了，首页下人气，最新和十元区也是这样。荣耀4x电信版手机,审核通过,14,2015-11-26 22:09:30
