id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,打开软件，进入首页，点击立刻体验后，“智能空调”界面显示不全,打开软件，进入首页，点击立刻体验后，“智能空调”界面显示不全,审核不通过,16,2015-12-18 04:23:45
2,打开软件，进入发现界面，点击“虚拟体验”进入后，界面的文字显示不全,打开软件，进入发现界面，点击“虚拟体验”进入后，界面的文字显示不全,审核不通过,16,2015-12-18 04:23:59
3,注册界面，点击获取验证码，输入验证码框内，点击注册无反应，无提示，短信提示为登录密码，在登录界面填写也无效,注册界面，点击获取验证码，输入验证码框内，点击注册无反应，无提示，短信提示为登录密码，在登录界面填写也无效,审核通过,14,2015-12-18 05:10:29
4,首页显示，上方内容显示不全，下拉后图片一样显示不全,首页显示，上方内容显示不全，下拉后图片一样显示不全,审核通过,12,2015-12-18 05:10:42
5,"我使用的是红米1s电信版，打开app进入""众筹""后，在跳转网页时出现闪屏","我使用的是红米1s电信版，打开app进入""众筹""后，在跳转网页时出现闪屏",审核不通过,15,2015-12-18 05:11:21
6,注册页面，当输入为空时，点击注册按钮没有任何提示，用户体验不好。,注册页面 -> 输入为空 -> 点击“注册”按钮 -> 没有任何反应，没有任何提示,审核通过,4,2015-12-18 05:12:56
7,找回密码页面更换验证码不灵敏，经常点击“换一张”之后没有反应，或者需要等3-5秒之后才能更新。,登录页面 -> 找回密码 -> 点击“换一张”,审核不通过,14,2015-12-18 05:13:01
8,在“找回密码”界面，当用户名为空时，提示“输入不能为空”，提示语的位置在验证码输入框上方，容易有歧义。,登录页面 -> 找回密码 -> 直接按“下一步”按钮,审核不通过,14,2015-12-18 05:13:05
9,自动定位功能定位错误,"1打开被测试软件
2开启定位权限
3查看定位地点为上海
预期结果：烟台
实际结果：上海",审核通过,2,2015-12-18 05:13:56
10,新建场景中没有结束元素可以添加,新建场景，添加多个人物后，点保存提示：时间不能设置成最后一个任务，然后没有结束元素可以添加，添加的任务也无命令名可以录入。,审核通过,6,2015-12-18 05:14:19
11,在京东商城的某一个商品下，第一列标题点击无效,微联-推荐您体验下面-滚到最后一个，点击体验更多进入微联智能生活馆-点击电视进入京东商城，标题列点击无效，不能筛选，排序。,审核通过,11,2015-12-18 05:14:51
12,下载app 打开app使用京东帐号登录 登录以后并不会同步我在京东网站上设置的个人资料 帐号都是一个帐号 但是资料却无法互通,下载app 打开app使用京东帐号登录 登录以后并不会同步我在京东网站上设置的个人资料 帐号都是一个帐号 但是资料却无法互通,审核通过,8,2015-12-18 05:15:04
13,商城排序方式菜单栏点击无反应，无法选择排序方式,"1.进入京东微联首页，在中间推荐体验图片中，翻到最后一张，点击进入微联智能生活馆
2.任意点击一个家电类别，如：电视，进入京东商城的电视产品界面
3.在“京东商城”下方排序方式菜单栏任意点击一个类别，没有任何反应。
预期结果：
点击任意一种排序方式，能够正确的给出排序后的结果",审核通过,11,2015-12-18 05:15:11
14,添加场景模式时，用户指引不明确,"1.进入场景模式下，默认无场景，点击添加场景
2.当添加任务时，在没有已连接电器的情况下，只能添加时间，没有提示无可添加电器
3.添加了几个时间任务后，点击保存，提示时间不能保存为最后任务
4.使用中一直不清楚怎样才能真正成功保存一个场景",审核通过,6,2015-12-18 05:15:19
15,打开app，点首页的“立即体验”，先点除湿模式，然后再点制冷模式，这个时候制冷模式就没法点了。退回到首页，重新进入智能空调页面，制冷模式才能开启。,打开app，点首页的“立即体验”，先点除湿模式，然后再点制冷模式，这个时候制冷模式就没法点了。退回到首页，重新进入智能空调页面，制冷模式才能开启。,审核通过,5,2015-12-18 05:15:25
16,商城页面，banner下方4个分类图片下方蚊文字被遮挡，没有显示出来,商城页面，banner下方4个分类图片下方蚊文字被遮挡，没有显示出来,审核通过,12,2015-12-18 05:15:38
17,商城-》点4个分类图标的左数第三个-》点背景为红色那一行右侧的小人图标-》在登陆页面点返回，此时的只能社区页面跟刚才不一样了，背景为红色那一行不见了。。。。,商城-》点4个分类图标的左数第三个-》点背景为红色那一行右侧的小人图标-》在登陆页面点返回，此时的只能社区页面跟刚才不一样了，背景为红色那一行不见了。。。。,审核通过,7,2015-12-18 05:16:10
18,商城-》点4个分类图标的最右侧一个，在平板上测试，本页面中上方京东微联下的介绍信息显示宽度没有完全利用，看截图,商城-》点4个分类图标的最右侧一个，在平板上测试，本页面中上方京东微联下的介绍信息显示宽度没有完全利用，看截图,审核不通过,7,2015-12-18 05:16:31
19,商城-》有4个分类图标，进入第二个图标的页面，任意找个点赞的地方点赞，操作能够成功，进入第三个图标的页面，任意找个点赞的地方点赞，就会跳到登陆页面。同样是点赞，一个需要登陆一个不需要登陆。。。。。。,商城-》有4个分类图标，进入第二个图标的页面，任意找个点赞的地方点赞，操作能够成功，进入第三个图标的页面，任意找个点赞的地方点赞，就会跳到登陆页面。同样是点赞，一个需要登陆一个不需要登陆。。。。。。,审核通过,7,2015-12-18 05:16:52
20,登录页面，输入密码过程中切换“显示密码”和“隐藏密码”时，光标被移到首位。,"１。进入登录页面。
２。在密码框里，输入一个字符（如１）。
３。点击右侧的“显示密码”，光标被移到首位。最好放在最后。",审核通过,14,2015-12-18 05:17:59
21,“找回密码”界面，“短信已经发送到您的手机...120秒之内还没有　收到短信...”提示，在“没有”和“收到”间有多余空格,"１。在登录界面，点击“找回密码”，进入找回密码界面。
２。输入邮箱和验证码，点击“下一步”。
３。选择找回密码方式为“已验证手机”，点击“获取验证码”。此时，页面出现红色字体提示”短信已经发送到您的手机...120秒之内还没有　收到短信...”提示。在“没有”和“收到”间有多余空格。",审核不通过,14,2015-12-18 05:18:05
22,京东商城页面，“综合”，“销量”，“价格”或“筛选”功能不工作。,１。打开ａｐｐ后，点击“商城”，点击“智能馆”，点击“电视”，进入“京东商城”页面。点击“综合”，“销量”，“价格”或“筛选”，没有反应。,审核通过,11,2015-12-18 05:18:18
23,在手势密码页面，描述“．．．这样即使您登陆后，在他人借用您的手机时．．．”里的”登陆“，应为“登录”,点击＂我的＂，再点击“系统设置”，再点击“手势密码”，界面上的描述“．．．这样即使您登陆后，在他人借用您的手机时．．．”里的”登陆“，应为“登录”。,审核通过,14,2015-12-18 05:18:31
24,＂京东众筹移动版＂界面”马上去看“按钮下半部分被截,"１。打开app，点击“商城”，点击“众筹”，进入＂京东众筹移动版＂。
２。点击右上角三个横杠的菜单按钮。进入页面后，页面的最下方”马上去看“按钮下半部分被截。",审核不通过,13,2015-12-18 05:18:37
25,打开app后屏幕黑屏，无法进入界面,打开app后屏幕黑屏，之后异常退出，无法进入界面,审核通过,15,2015-12-18 05:18:48
26,适配性不好及界面问题：问题1：登陆和注册页面，没有显示底部按钮。后来向上滑动后才显示，但页面也没有显示垂直滚动条。问题2：微连-智能空调，切换模式时，被选择模式所在的方格会变宽，导致跟上面一行表格中间位置没对齐。问题3：微连，智能空调左上角是<返回，而其他的净化器、窗帘、灯泡确实类似小房子的返回图标。,适配性不好及界面问题：问题1：登陆和注册页面，没有显示底部按钮。后来向上滑动后才显示，但页面也没有显示垂直滚动条。问题2：微连-智能空调，切换模式时，被选择模式所在的方格会变宽，导致跟上面一行表格中间位置没对齐。问题3：微连，智能空调左上角是<返回，而其他的净化器、窗帘、灯泡确实类似小房子的返回图标。,审核通过,16,2015-12-18 05:19:07
27,微联-智能空调，切换到除湿模式后，无法切换回制冷模式。,微联-智能空调，切换到除湿模式后，无法切换回制冷模式。,审核通过,5,2015-12-18 05:19:14
28,微联-微联智能生活馆，8大分类选择任意一个，顶部综合、销量、价格、筛选功能。点击后app无任何相应,微联-微联智能生活馆，8大分类选择任意一个，顶部综合、销量、价格、筛选功能。点击后app无任何相应,审核通过,11,2015-12-18 05:19:19
29,注册页面，输入手机号和正确的验证码，点击注册，app无任何响应,注册页面，输入手机号和正确的验证码，点击注册，app无任何响应,审核通过,4,2015-12-18 05:19:25
30,登陆成功后，微联-进入智能场景，添加自己的场景；场景名称为在路上，并添加任务为间隔05秒。此时在新建场景页面，保存时提示时间不能设置为最后一个任务。但添加任务页面除了时间可以选择外，并没有其他的选项可以添加，所以无法正常添加场景,登陆成功后，微联-进入智能场景，添加自己的场景；场景名称为在路上，并添加任务为间隔05秒。此时在新建场景页面，保存时提示时间不能设置为最后一个任务。但添加任务页面除了时间可以选择外，并没有其他的选项可以添加，所以无法正常添加场景,审核通过,6,2015-12-18 05:19:31
31,登陆成功后，微联-右上角的+添加设备，选择任意类型下的一款产品进行添加后，在添加历史页面，没有找到刚才添加的产品。该页面一直是无记录,登陆成功后，微联-右上角的+添加设备，选择任意类型下的一款产品进行添加后，在添加历史页面，没有找到刚才添加的产品。该页面一直是无记录,审核通过,6,2015-12-18 05:19:37
32,用已有的账号登陆。选择任意产品，立即购买，在提交订单页面，并没有显示之前电脑端所存储的收获地址。添加新地址后，电脑端的地址显示了出来。问题2：修改默认地址，将设为默认地址从是改为否后，保存成功。之后在进入该地址的修改页面时，设为默认地址不是否，实际没有修改成功,用已有的账号登陆。选择任意产品，立即购买，在提交订单页面，并没有显示之前电脑端所存储的收获地址。添加新地址后，电脑端的地址显示了出来。问题2：修改默认地址，将设为默认地址从是改为否后，保存成功。之后在进入该地址的修改页面时，设为默认地址不是否，实际没有修改成功,审核通过,6,2015-12-18 05:19:44
33,发现-设备互联，右上角菜单选择消息。互联提醒页面右上角点击设置图标，跳转到的提醒设置页面空白。问题2：右上角选择添加，直接点击下一步，提示请选择参数，提示语信息不明确,发现-设备互联，右上角菜单选择消息。互联提醒页面右上角点击设置图标，跳转到的提醒设置页面空白。问题2：右上角选择添加，直接点击下一步，提示请选择参数，提示语信息不明确,审核通过,6,2015-12-18 05:19:53
34,发现-虚拟体验，点击更多体验，跳转到的页面一直在加载中，之前是可以打开的，现在却打不开了,发现-虚拟体验，点击更多体验，跳转到的页面一直在加载中，之前是可以打开的，现在却打不开了,审核不通过,16,2015-12-18 05:20:05
35,我使用的是红米1s电信版，打开app进入“智能硬件m页综合”，点击“空气净化器”后，网页里的视频在播放时黑屏，不能正常显示,我使用的是红米1s电信版，打开app进入“智能硬件m页综合”，点击“空气净化器”后，网页里的视频在播放时黑屏，不能正常显示,审核通过,15,2015-12-18 05:20:28
36,系统语音对话功能有问题,"1打开语音识别功能
2根据提示，说出口令：打开热水器
3系统识别出语音信息
4系统回复
预期结果：系统成功执行指令
实际结果：系统无法识别指令",审核通过,15,2015-12-18 05:20:38
37,进入app后，软件自动默认更改归属地，一分钟后再次更改正确,软件自动提示更改所在地，改后是错误的，一分钟后再次提示更改正确,审核不通过,16,2015-12-18 08:22:57
38,小米4手机打开微联界面天气部分字段显示不全,"手机型号：小米4，android4.4.4
网络环境：wifi
操作步骤：
1.登录微联，进入微联界面，查看界面天气的显示
预期结果：
天气的显示字段显示正确
实际结果：
天气的显示字段有遮挡的现象（见附件）",审核不通过,1,2015-12-18 08:54:18
39,软件首页天气预报部分文字遮挡了一半，底部主菜单文字有少许遮挡,"1、安装软件；
2、打开软件；
软件首页天气预报部分文字（晴转多云以及温度湿度）遮挡了一半，看不清，底部主菜单文字（微联、商城、发现、我的）有少许遮挡，详情请参见截图，谢谢！
红米2、miui7、超大字号",审核不通过,16,2015-12-18 08:55:34
40,定位错误 当前位置为大连,定位错误 当前位置为大连 定位错误 当前位置为大连 华为4x wifi,审核通过,2,2015-12-18 08:55:48
41,定位错误，当前位置处于浙江省台州市，并不是上海。,定位错误，当前位置处于浙江省台州市，并不是上海。,审核通过,2,2015-12-18 08:57:18
42,与安卓5.0系统兼容性差。,app在安卓5.0系统上兼容性差，缓冲慢或者一直处在加载状态。兼容性不好。,审核通过,15,2015-12-18 09:43:37
43,在首页进入【智能馆】，点击 电视 或者 洗衣机，里面的商品的筛选功能出错，点击无效。,在首页进入【智能馆】，点击 电视 或者 洗衣机，里面的商品的筛选功能出错，点击无效。,审核通过,11,2015-12-18 11:30:38
44,新建场景后，保存时，提示时间不能为最后一个场景，可新建场景中只有时间的选择,"1、新建场景，保存时，提示时间为能为最后一个场景
2、进入新建场景界面，都是选择时间的场景，无法建其他场景，使用时前后矛盾",审核通过,6,2015-12-18 15:39:54
45,定位精度不高……只能定位到市一级，县都不能……,定位精度不高，只能到市一级，县都不能……那么后面所推荐的空调设置温度就不合适，肯定跟实际情况有出入,审核不通过,2,2015-12-18 16:22:03
46,登录界面，只有京东帐号可选！,登录界面，只有京东帐号可选！但是比如说我，京东常常用qq登录，不知道与之绑定的京东帐号是什么，这也会流失一部分用户,审核通过,8,2015-12-18 16:23:36
47,手势密码设置若设置错误则不能重置，应有重新设置功能。,"1，点击进入京东微联app
2，点击【我的】图标
3，点击【系统设置】图标
4，点击进入【手势密码】设置，创建手势密码
5，如两次输入的手势密码不一致，则陷入死循环，只能退出重新设置。应该有重新设置提示或者重新设置按键，偏于用户再输入错误的情况下重新设置。",审核不通过,14,2015-12-18 16:27:15
48,下载软件之后，用手机打开软件，软解界面加载不出来，界面是空白。,下载软件之后，用手机打开软件，软解界面加载不出来，界面是空白。,审核不通过,16,2015-12-18 16:28:30
49,注册时输入错误的验证码没有任何提示语,"1、注册时输入错误的验证码，点击注册，无法注册不会有任何提示语
2、建议增加提示语“验证码错误”",审核通过,4,2015-12-18 16:29:27
50,商城首页图片加载缓慢达5s以上,首页点击下方商城，进入商城后图片全部显示不出，约5s之后才完全加载,审核通过,12,2015-12-18 16:30:33
51,我的-家庭成员页面，体重栏显示不全且在灰色框区域外,"测试设备：htc t329t 分辨率800*480
用户已登录
进入我的-家庭成员页面",审核通过,8,2015-12-18 16:32:14
52,新建场景-添加任务时只能添加时间，无法成功新建场景,"前提：当前无场景，且未绑定设备
1.进入智能场景页面
2.点击添加场景，输入场景名称，点击添加任务
实际结果：
添加任务页面只能添加时间，添加完成后点击保存场景提示‘时间不能设置成最后一个任务’，无法新建场景
预期结果：
可以成功新建场景",审核通过,6,2015-12-18 16:33:00
53,"手势密码可以直接跳过,形同虚设一般","1.打开app,登录,并正确设置手势密码.
2.完全退出app.
3.重新打开app,在启动界面过后应该显示手势密码解锁界面.
4.点""忘记手势密码"",转入""登录/注册""页面.
5.直接按手机的返回键即可跳过手势密码验证,直接进入到app主界面.
6.点屏幕右下角""我的"",之后点""系统设置""图标,看""手势密码""一项下显示""未设置"",手势密码丢失.
提供操作流程相关截图数张.

手机环境:小米2s联通非定制机, miuiv7开发版, android_v5.0.2, 2g运行内存(测试时至少还有40%内存可用), 3g+wifi(10m或100m光纤接入), 未安装任何第三方安全类app, 未启用root ***** 可以不通过,给我个理由 *****",审核通过,14,2015-12-18 16:34:12
54,从首页进入智能馆，“电视”、“洗衣机”等商品的筛选按钮失效。,从首页进入智能馆，“电视”、“洗衣机”等商品的筛选按钮失效。无法筛选。,审核不通过,11,2015-12-18 16:36:25
55,手机注册时收到的是登录密码，软件要求填验证码。填进验证码项点注册无反应，登录却显示用户不存在,手机注册时收到的是登录密码，软件要求填验证码。填进验证码项点注册无反应，登录却显示用户不存在,审核通过,14,2015-12-18 16:37:57
56,"如图,功能性bug, 当我们输入的手机号为假时,发送消息的那个按钮也被激活了,并且可以按下.这是程序设计的一个bug.应该改成:输入框中输入手机号为真时,或更明细一些的判断.如:输入的手机号位数为11位""且"",号码的前三位为131或133或135.........139.这样才为一个合格的程序.","如图,功能性bug, 当我们输入的手机号为假时,发送消息的那个按钮也被激活了,并且可以按下.这是程序设计的一个bug.应该改成:输入框中输入手机号为真时,或更明细一些的判断.如:输入的手机号位数为11位""且"",号码的前三位为131或133或135.........139.这样才为一个合格的程序.",审核通过,3,2015-12-18 16:39:57
57,"bug1,注册的时候,在输入手机号的位置上,居然还可以输入汉字?建议改成只可以输入数字,像大型的app中,都是这样设定的,而且改程序也不是很麻烦,希望可以采纳.","bug1,注册的时候,在输入手机号的位置上,居然还可以输入汉字?建议改成只可以输入数字,像大型的app中,都是这样设定的,而且改程序也不是很麻烦,希望可以采纳.",审核通过,3,2015-12-18 16:40:53
58,安卓5.1.1 ，1080p ；设置定时关闭灯，时间到的时候界面里面的灯并未关闭；,一次进入点击微联—>选择智能灯->点击定时关闭；时间到的时候并未自动关闭；,审核通过,5,2015-12-18 16:41:47
59,"bug2,还有一个bug就是.当我们号码有误的时候,会有提示信息,这样并没有问题.但如果快速点击验证码.就会使这样的字样一直出现在屏上,你点了多少次,那么这个提示就会出来多少次.无论转到哪个窗口下,如图,它不会消失. app建议.加入按钮的cd时间,","bug2,还有一个bug就是.当我们号码有误的时候,会有提示信息,这样并没有问题.但如果快速点击验证码.就会使这样的字样一直出现在屏上,你点了多少次,那么这个提示就会出来多少次.无论转到哪个窗口下,如图,它不会消失. app建议.加入按钮的cd时间,",审核不通过,10,2015-12-18 16:43:59
60,我的，使用帮助界面，长时间加载不出来,"1、进入我的，选择使用帮助
2、进入使用帮助界面，长时间加载不出来",审核不通过,15,2015-12-18 16:44:25
61,缓存为0时，清理缓存，仍给出是否清理提示，最后清理成功,"1、当缓存为0时，清理缓存
2、仍给出清理提示，最后清理成功，建议给出友好提示",审核通过,10,2015-12-18 16:44:42
62,进入我的消息界面，选择一个消息标题，进入消息详情界面时，界面一直处于加载状态，无法加载出真正的消息,进入我的消息界面，选择一个消息标题，进入消息详情界面时，界面一直处于加载状态，无法加载出真正的消息,审核不通过,15,2015-12-18 16:46:39
63,当测试环境周围有蓝牙设备时，通过蓝牙搜索，什么也搜索不出来,当测试环境周围有蓝牙设备时，通过蓝牙搜索，什么也搜索不出来,审核通过,10,2015-12-18 16:48:05
64,社区发帖/评论不能上传图片,"1.登录app
2.点击“商城”
3.点击“社区”，选择某帖子
4.点击评论图标
5.点击“图片”图标",审核通过,12,2015-12-18 16:49:03
65,输入手机号，获取验证码后，点击“注册”按钮无反应,输入手机号，获取验证码后，点击“注册”按钮无反应,审核通过,4,2015-12-18 16:49:14
66,点击功能选项无任何反应，，,进入京东微联——选商城——再选（智能馆）进入——然后在上面的八个选项里，随意选一个选项进入——然后再点上面的，销量，价格，筛选，都没有任何反应，，,审核通过,11,2015-12-18 16:49:43
67,注册京东账号时，不输入任何信息，直接点击“注册”按钮后，无提示,"1.进入注册页面
2.不输入任何信息，点击下方的“注册”按钮
结果：无任何提示和相应
期望：提示“请输入手机号”",审核通过,4,2015-12-18 16:50:15
68,社区发帖，点击上传图片按钮无效。机型小米2a,社区发帖时，点击上传图片的按钮，应该可以获取手机图片，但是现在点击没有任何效果。,审核通过,12,2015-12-18 17:00:10
69,微联，智能空调，切换到除湿模式后，没办法再切换到制冷模式,微联，智能空调，切换到除湿模式后，没办法再切换到制冷模式,审核通过,5,2015-12-18 17:01:12
70,注册页面，输入必填项后，点【注册】，啥反应也没有,注册页面，输入必填项后，点【注册】，啥反应也没有,审核通过,4,2015-12-18 17:01:17
71,微联，进入智能场景，添加智能场景，保存失败，提示时间不能是最后一个任务,微联，进入智能场景，添加智能场景，保存失败，提示时间不能是最后一个任务,审核通过,6,2015-12-18 17:01:21
72,商城社区，任意帖子，进行评论，图片小图标，调不出选择本地图片的功能,商城社区，任意帖子，进行评论，图片小图标，调不出选择本地图片的功能,审核通过,12,2015-12-18 17:01:26
73,微联智能生活馆，选择电子称，顶部4个菜单综合、销量、价格，点击是app没有任何反应,微联智能生活馆，选择电子称，顶部4个菜单综合、销量、价格，点击是app没有任何反应,审核通过,11,2015-12-18 17:01:30
74,场景模式应该提供一些推荐的场景供用户选择，需要修改的时候可以自定义,场景模式应该提供一些推荐的场景供用户选择，需要修改的时候可以自定义,审核不通过,6,2015-12-18 17:02:38
75,首页“推荐您体验”和发现模块下的虚拟体验左右滑动不流畅；而且空调、净化器、灯泡等图片对比度不强，没有明确的引导性促使用户去操作,首页“推荐您体验”和发现模块下的虚拟体验左右滑动不流畅；而且空调、净化器、灯泡等图片对比度不强，没有明确的引导性促使用户去操作,审核通过,16,2015-12-18 17:03:30
76,个人资料应该同步京东账号的资料，因为登陆账号就是京东的账号，所有的信息应该是同步的,个人资料应该同步京东账号的资料，因为登陆账号就是京东的账号，所有的信息应该是同步的,审核通过,9,2015-12-18 17:03:47
77,首页显示天气的文字显示不完整，5.5寸手机效果,首页显示天气的文字显示不完整，有部分被遮挡，5.5寸手机效果,审核通过,1,2015-12-18 17:04:24
78,手机注册时，发过来的密码没办法登录，提示用户不存在,手机注册时，发过来的密码没办法登录，提示用户不存在,审核不通过,14,2015-12-18 18:02:39
79,添加场景失败，提示不能时间不能设置成最后一个任务,"1.进入微联-进入智能场景
2.点击添加场景-输入场景名称为回家
3.正常添加任务，点击保存，保存失败",审核通过,6,2015-12-18 19:35:13
80,登录成功后进入微联页面，自动定位错误,"1.登录成功后进入微联页面
2.查看定位城市，没有自动定位准确，定位错误",审核通过,2,2015-12-18 19:35:36
81,智能场景页面添加任务成功后，不能修改或编辑，只能删除,"1.进入微联-进入智能场景
2.点击添加场景-输入场景名称
3.添加任务，自定义时长为30分钟，点击确认
4.添加成功后不能再编辑或修改任务时间",审核不通过,6,2015-12-18 19:37:42
82,已登录情况下进入小站页面，点击关注提示需登录,"1.已登录，点击商城
2.点击小站，点击关注，提示需登录，关注失败",审核不通过,8,2015-12-18 20:06:25
83,点击手机返回按键或者左上方的箭头返回按键无法返回到前一界面,进入app，点击下方的商场，进入商场点击众筹，左右滑动点击超模明显足球队众筹界点面，点击手机返回按键或者左上方的箭头返回按键无法返回到前一界面,审核通过,0,2015-12-18 22:16:24
84,"功能建议一条,现在关于定位的,还是用于关于天气的,哪还有用gps的了???一个天气,要精确到米级别的吗?大哥,网络定位一个城市,足够了,现在如果不做导航的话,谁都不会默认开启gps的,所以这个程序功能设计,够弱的了.如果我上面的话能听的进去,就改改吧,用户要的是实用,不是高,大,尚!","功能建议一条,现在关于定位的,还是用于关于天气的,哪还有用gps的了???一个天气,要精确到米级别的吗?大哥,网络定位一个城市,足够了,现在如果不做导航的话,谁都不会默认开启gps的,所以这个程序功能设计,够弱的了.如果我上面的话能听的进去,就改改吧,用户要的是实用,不是高,大,尚!",审核不通过,1,2015-12-19 13:27:47
85,"如图的地方,注册的地方,手机号只可以输入数字.不应该可以输入汉字.","如图的地方,注册的地方,手机号只可以输入数字.不应该可以输入汉字.",审核不通过,3,2015-12-19 13:27:52
86,"如果我们输错了号码,而用户连续点击""获取验证码"",会出现,""您输入的号码有误"",而这个提示无论我们退到哪个页面,这个还在,因为点多了.建议把这个按钮的两次按下间隔改一下,这个bug就不会出现.","如果我们输错了号码,而用户连续点击""获取验证码"",会出现,""您输入的号码有误"",而这个提示无论我们退到哪个页面,这个还在,因为点多了.建议把这个按钮的两次按下间隔改一下,这个bug就不会出现.",审核不通过,10,2015-12-19 13:27:56
87,智能控制不全。。。。,空调只有制冷，没有制热按键。。。。。。。。。，,审核通过,5,2015-12-19 13:29:18
88,城市定位不准确，在山东临沂显示上海,城市定位不准确，在山东临沂显示上海，红米note测试,审核通过,2,2015-12-19 13:29:33
89,测试注册帐号时，接受到验证码，无法注册。,三星i959，铁通光钎10m：注册帐号测试时，接受到验证码后，点击注册，无反映。无法继续测试，经反复测试仍然无法注册。,审核通过,4,2015-12-19 13:29:47
