id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,"点击""nearby"",显示无法定位，而此时gps是打开的，wifi也是链接的。","点击""nearby"",显示无法定位，而此时gps是打开的，wifi也是链接的。",审核通过,24,2015-12-16 17:18:22
2,微信登录登录不成功，自动默认电话验证。还有下载后的界面应该和首页选择语言换一下顺序，为客户后续的购物提供方便,微信登录登录不成功，自动默认电话验证。还有下载后的界面应该和首页选择语言换一下顺序，为客户后续的购物提供方便,审核通过,18,2015-12-16 17:31:00
3,应用无法打开，提示停止运行,无论从众测客户端打开，还是从桌面直接打开，均提示停止运行，无法进入测试,审核通过,22,2015-12-16 17:36:49
4,商品评论详情页无法查看,可以看到有两条评论，进入评论页无法查看，红米note,审核通过,9,2015-12-16 17:47:10
5,注册时无法获取手机验证码,使用多个号码与手机均无法获取，红米note，三星s5等,审核通过,8,2015-12-16 17:47:10
6,打开软件，进入首页，点击“哈客宅急送”后，无法拖动里面的内容,打开软件，进入首页，点击“哈客宅急送”后，无法拖动里面的内容,审核通过,19,2015-12-16 17:53:39
7,打开软件，进入首页，界面上的“折扣城”等三个，显示不完全,打开软件，进入首页，界面上的“折扣城”等三个，显示不完全,审核通过,19,2015-12-16 17:53:39
8,打开软件，进入首页，点击“折扣城”，无法进入，又返回首页,打开软件，进入首页，点击“折扣城”，无法进入，又返回首页,审核不通过,19,2015-12-16 17:53:39
9,第一次进软件，非常慢，而且无法进入，直接强制退出,手机华为c8818，android4.4.4，再进一次又好了。,审核通过,21,2015-12-16 17:58:54
10,"建议吧,如图,打开app后,就这样啥都没有吗?就一个返回?美工呢?做一个图引导用户啊.一个软件对于用户来说都是第一次使用,当用户拿起手机打开app的时候,发现程序做的如此不认真,可以你们要展示的东西还没看见,就已经关闭了它.为什么?人的第一印象,现在的手机app好多,如果不能把人的第一眼留下,就算里面已经开花了,那又有几个人会去看呢?你说呢...一个美工也就几千,美工的钱不能省!!!","建议吧,如图,打开app后,就这样啥都没有吗?就一个返回?美工呢?做一个图引导用户啊.一个软件对于用户来说都是第一次使用,当用户拿起手机打开app的时候,发现程序做的如此不认真,可以你们要展示的东西还没看见,就已经关闭了它.为什么?人的第一印象,现在的手机app好多,如果不能把人的第一眼留下,就算里面已经开花了,那又有几个人会去看呢?你说呢...一个美工也就几千,美工的钱不能省!!!",审核不通过,21,2015-12-16 18:00:58
