id,bug详情,复现步骤,审核状态,重复情况,提交时间
1,打开app进入首页面，首页上部的流动屏点击显示qq点击，进入黄芳菲-01点击播放显示获取数据失败,打开app进入首页面，首页上部的流动屏点击显示qq点击，进入黄芳菲-01点击播放显示获取数据失败,审核通过,9,2016-04-28 20:27:00
2,打开app进入首页面，首页上部的流动屏点击显示qq点击，进入黄芳菲-01点击播放显示获取数据失败,打开app进入首页面，首页上部的流动屏点击显示qq点击，进入黄芳菲-01点击播放显示获取数据失败,审核通过,9,2016-04-28 20:27:43
3,使用手机注册时，无法获取验证码。,使用手机注册时，无法获取验证码。不能进行注册,审核通过,16,2016-04-28 20:27:52
4,有些视频不能播放，显示获取数据失败,"1、在精选板块，上方的滚动页面，有一个视频，名称为《qq》
2、点金进去，页面能正常显示，但是点击播放，出现获取数据失败。",审核通过,9,2016-04-28 20:28:30
5,在所有视频板块，有视频链接错误。,"1、频道分类板块
2、全部视频板块
3、点击太阳的后裔
4、播放的是另外一个3d的片源。是链接出错。",审核通过,17,2016-04-28 20:28:55
6,3d movie 电影板块链接不对，点击跳回首页。,在频道分类板块里的3d movie 电影板块链接不对，点击跳回首页。,审核通过,17,2016-04-28 20:29:08
7,3d short film 短片板块链接不对，点击跳回首页。,在频道分类板块里的3d short film 短片板块链接不对，点击跳回首页。,审核不通过,17,2016-04-28 20:29:16
8,在频道分类板块里的3d documentary film 纪实板块链接不对，点击跳回首页。,在频道分类板块里的3d documentary film 纪实板块链接不对，点击跳回首页。,审核不通过,17,2016-04-28 20:29:25
9,下载app后，点击左上角“me”——登录——右上角注册。注册收不到验证码,"1.下载app后
2.点击左上角“me”
3.登录——右上角注册。
4.注册收不到验证码",审核通过,16,2016-04-28 20:29:30
10,打开app，在滚动的页面“qq”——点击进入——会提示“获取数据失败”,"1.打开app
2.在滚动的页面“qq”
3.点击进入
4.会提示“获取数据失败”",审核通过,9,2016-04-28 20:29:35
11,打开app，点击首页右上角的列表图标进入频道分类，进入all video全部视频——点击进入太阳的后裔，播放的内容是迈克的歌曲《地球》,"1.打开app
2.点击首页右上角的列表图标
3.进入频道分类，进入all video全部视频
4.点击进入太阳的后裔，播放的内容是迈克的歌曲《地球》",审核通过,20,2016-04-28 20:29:43
